trade_day,sandp,corn
30-Sep-20,3363,379
1-Oct-20,3380.8,382.75
2-Oct-20,3348.4,379.75
5-Oct-20,3408.6,379.5
6-Oct-20,3361,385
7-Oct-20,3419.5,388.75
8-Oct-20,3446.8,387
9-Oct-20,3477.1,395
12-Oct-20,3534.2,389
13-Oct-20,3511.9,391.25
14-Oct-20,3488.7,396.5
15-Oct-20,3483.3,403.75
16-Oct-20,3483.8,402
19-Oct-20,3426.9,405.25
20-Oct-20,3443.1,408.75
21-Oct-20,3435.6,413.75
22-Oct-20,3453.5,416.25
23-Oct-20,3465.4,419.25
26-Oct-20,3401,417.75
27-Oct-20,3390.7,416
28-Oct-20,3271,401.5
29-Oct-20,3310.1,398.5
30-Oct-20,3270,398.5
2-Nov-20,3310.2,397.5
3-Nov-20,3369.2,401
4-Nov-20,3443.4,405.25
5-Nov-20,3510.5,409.25
6-Nov-20,3509.4,406.75
9-Nov-20,3550.5,407.5
10-Nov-20,3545.5,423
11-Nov-20,3572.7,417.25
12-Nov-20,3537,408.25
13-Nov-20,3585.2,410.5
16-Nov-20,3626.9,416.25
17-Nov-20,3609.5,420.25
18-Nov-20,3567.8,425.75
19-Nov-20,3581.9,422.5
20-Nov-20,3557.5,423.25
23-Nov-20,3577.6,426.5
24-Nov-20,3635.4,425.75
25-Nov-20,3629.7,420
27-Nov-20,3638.4,425.5
30-Nov-20,3621.6,419.75
1-Dec-20,3662.5,414.75
2-Dec-20,3669,419
3-Dec-20,3666.7,422.5
4-Dec-20,3699.1,417
7-Dec-20,3692,419.5
8-Dec-20,3702.3,417
9-Dec-20,3672.8,422
10-Dec-20,3668.1,420.25
11-Dec-20,3663.5,424.25
14-Dec-20,3647.5,419.25
15-Dec-20,3694.6,424.75
16-Dec-20,3701.2,427.25
17-Dec-20,3722.5,432.5
18-Dec-20,3709.4,437.5
21-Dec-20,3694.9,440
22-Dec-20,3687.3,443.5
23-Dec-20,3690,447.25
24-Dec-20,3703.1,451
28-Dec-20,3735.4,456.5
29-Dec-20,3727,466
30-Dec-20,3732,474.5
31-Dec-20,3756.1,484
4-Jan-21,3700.7,483.75
5-Jan-21,3726.9,491.75
6-Jan-21,3748.1,495
7-Jan-21,3803.8,494
8-Jan-21,3824.7,496.25
11-Jan-21,3799.6,492.25
12-Jan-21,3801.2,517.25
13-Jan-21,3809.8,524.5
14-Jan-21,3795.5,534.25
15-Jan-21,3768.3,531.5
19-Jan-21,3798.9,526
20-Jan-21,3851.9,522
21-Jan-21,3853.1,524.25
22-Jan-21,3841.5,500.5
25-Jan-21,3855.4,511.5
26-Jan-21,3849.6,532.25
27-Jan-21,3750.8,534
28-Jan-21,3787.4,534.5
29-Jan-21,3714.2,547
1-Feb-21,3773.9,549.25
2-Feb-21,3826.3,543
3-Feb-21,3830.2,552
4-Feb-21,3871.7,550
5-Feb-21,3886.8,548.5
8-Feb-21,3915.6,563.75
9-Feb-21,3911.2,556.25
10-Feb-21,3909.9,534.5
11-Feb-21,3916.4,541
12-Feb-21,3934.8,538.75
16-Feb-21,3932.6,552.25
17-Feb-21,3931.3,553
18-Feb-21,3914,550.25
19-Feb-21,3906.7,542.75
22-Feb-21,3876.5,551
23-Feb-21,3881.4,553.75
24-Feb-21,3925.4,559.25
25-Feb-21,3829.3,554.75
26-Feb-21,3811.2,555.5
1-Mar-21,3901.8,547.5
2-Mar-21,3870.3,560.75
3-Mar-21,3819.7,550.25
4-Mar-21,3768.5,546.25
5-Mar-21,3841.9,562
8-Mar-21,3821.4,565
9-Mar-21,3875.4,562
10-Mar-21,3898.8,547.75
11-Mar-21,3939.3,555
12-Mar-21,3943.3,549.25
15-Mar-21,3968.9,549.5
16-Mar-21,3962.7,554.25
17-Mar-21,3974.1,558
18-Mar-21,3915.5,546.5
19-Mar-21,3913.1,557.75
22-Mar-21,3940.6,549
23-Mar-21,3910.5,551.25
24-Mar-21,3889.1,553.25
25-Mar-21,3909.5,546.5
26-Mar-21,3974.5,552.5
29-Mar-21,3971.1,546.75
30-Mar-21,3958.6,539.25
31-Mar-21,3972.9,564.25
1-Apr-21,4019.9,559.75
5-Apr-21,4077.9,553.25
6-Apr-21,4073.9,554.25
7-Apr-21,4080,560.5
8-Apr-21,4097.2,579.75
9-Apr-21,4128.8,577.25
12-Apr-21,4128,569
13-Apr-21,4141.6,580
14-Apr-21,4124.7,594
15-Apr-21,4170.4,590
16-Apr-21,4185.5,585.5
19-Apr-21,4163.3,592
20-Apr-21,4134.9,606.5
21-Apr-21,4173.4,625.5
22-Apr-21,4135,650.5
23-Apr-21,4180.2,655.5
26-Apr-21,4187.6,680.5
27-Apr-21,4186.7,695.5
28-Apr-21,4183.2,686.25
29-Apr-21,4211.5,702
30-Apr-21,4181.2,740
3-May-21,4192.7,732.25
4-May-21,4164.7,744.75
5-May-21,4167.6,753.25
6-May-21,4201.6,759.5
7-May-21,4232.6,772.75
10-May-21,4188.4,748
11-May-21,4152.1,759.5
12-May-21,4063,757.5
13-May-21,4112.5,719
14-May-21,4173.9,685
17-May-21,4163.3,652.5
18-May-21,4127.8,658.25
19-May-21,4115.7,658.25
20-May-21,4159.1,664.5
21-May-21,4155.9,659.5
24-May-21,4197.1,657.25
25-May-21,4188.1,620.25
26-May-21,4196,624.5
27-May-21,4200.9,664.5
28-May-21,4204.1,656.75
1-Jun-21,4202,688.75
2-Jun-21,4208.1,675
3-Jun-21,4192.9,662
4-Jun-21,4229.9,682.75
7-Jun-21,4226.5,679.25
8-Jun-21,4227.3,680
9-Jun-21,4219.6,690.75
10-Jun-21,4239.2,699
11-Jun-21,4247.4,684.5
14-Jun-21,4255.2,659.25
15-Jun-21,4246.6,667.5
16-Jun-21,4223.7,673
17-Jun-21,4221.9,633
18-Jun-21,4166.5,655.25
21-Jun-21,4224.8,659.25
22-Jun-21,4246.4,659.75
23-Jun-21,4241.8,664.25
24-Jun-21,4266.5,653.25
25-Jun-21,4280.7,636.5
28-Jun-21,4290.6,675.5
29-Jun-21,4291.8,694.5
30-Jun-21,4297.5,720
1-Jul-21,4319.9,719.75
2-Jul-21,4352.3,697.25
6-Jul-21,4343.5,656
7-Jul-21,4358.1,652.5
8-Jul-21,4320.8,638
9-Jul-21,4369.6,629.75
12-Jul-21,4384.6,669.25
13-Jul-21,4369.2,677
14-Jul-21,4374.3,683
15-Jul-21,4360,564.25
16-Jul-21,4327.2,556
19-Jul-21,4258.6,556
20-Jul-21,4323.2,571.75
21-Jul-21,4358.7,571.75
22-Jul-21,4367.5,564.5
23-Jul-21,4411.8,547.25
26-Jul-21,4422.2,549.75
27-Jul-21,4401.5,548.75
28-Jul-21,4400.7,549.25
29-Jul-21,4419.2,558
30-Jul-21,4395.3,547
2-Aug-21,4387.1,558.75
3-Aug-21,4423.2,550.5
4-Aug-21,4402.7,545.75
5-Aug-21,4429.1,555.75
6-Aug-21,4436.5,555
9-Aug-21,4432.4,550.25
10-Aug-21,4436.8,549.25
11-Aug-21,4447.7,556.25
12-Aug-21,4460.8,567
13-Aug-21,4468,568.25
16-Aug-21,4479.7,564.75
17-Aug-21,4448.1,558.25
18-Aug-21,4400.3,561.75
19-Aug-21,4405.8,550
20-Aug-21,4441.7,538.75
23-Aug-21,4479.5,538
24-Aug-21,4486.2,544.5
25-Aug-21,4496.2,551.25
26-Aug-21,4469.9,552.75
27-Aug-21,4509.4,558
30-Aug-21,4528.8,540.25
31-Aug-21,4522.7,534
1-Sep-21,4524.1,515.5
2-Sep-21,4537,516.25
3-Sep-21,4535.4,508
7-Sep-21,4520,495.75
8-Sep-21,4514.1,498.25
9-Sep-21,4493.3,496
10-Sep-21,4458.6,502.75
13-Sep-21,4468.7,496.75
14-Sep-21,4443.1,503
15-Sep-21,4480.7,533.5
16-Sep-21,4473.8,529.5
17-Sep-21,4433,527.25
20-Sep-21,4357.7,521.75
21-Sep-21,4354.2,517
22-Sep-21,4395.6,525.5
23-Sep-21,4449,529.25
24-Sep-21,4455.5,526.75
27-Sep-21,4443.1,539.5
28-Sep-21,4352.6,532.5
29-Sep-21,4359.5,539
30-Sep-21,4307.5,536.75
1-Oct-21,4357.1,541.5
4-Oct-21,4300.5,540.75
5-Oct-21,4345.7,537.5
6-Oct-21,4363.6,532.25
7-Oct-21,4399.8,534
8-Oct-21,4391.4,530.5
11-Oct-21,4361.2,533
12-Oct-21,4350.6,522.5
13-Oct-21,4363.8,512.25
14-Oct-21,4438.2,516.75
15-Oct-21,4471.4,525.75
