trade_day,month,serial,sandp,corn
29-Mar-19,3/1/2019,43525,2834.4,356.5
1-Apr-19,4/1/2019,43556,2867.2,361.75
2-Apr-19,4/1/2019,43556,2867.2,361.5
3-Apr-19,4/1/2019,43556,2873.4,362.75
4-Apr-19,4/1/2019,43556,2879.4,365.25
5-Apr-19,4/1/2019,43556,2892.7,362.5
8-Apr-19,4/1/2019,43556,2895.8,360
9-Apr-19,4/1/2019,43556,2878.2,360
10-Apr-19,4/1/2019,43556,2888.2,361.75
11-Apr-19,4/1/2019,43556,2888.3,360
12-Apr-19,4/1/2019,43556,2907.4,361
15-Apr-19,4/1/2019,43556,2905.6,362.75
16-Apr-19,4/1/2019,43556,2907.1,359
17-Apr-19,4/1/2019,43556,2900.5,358.25
18-Apr-19,4/1/2019,43556,2905,358.5
22-Apr-19,4/1/2019,43556,2908,354.75
23-Apr-19,4/1/2019,43556,2933.7,351.25
24-Apr-19,4/1/2019,43556,2927.3,346.75
25-Apr-19,4/1/2019,43556,2926.2,347.5
26-Apr-19,4/1/2019,43556,2939.9,351.25
29-Apr-19,4/1/2019,43556,2943,352
30-Apr-19,4/1/2019,43556,2945.8,353.25
1-May-19,5/1/2019,43586,2923.7,360
2-May-19,5/1/2019,43586,2917.5,362
3-May-19,5/1/2019,43586,2945.6,363
6-May-19,5/1/2019,43586,2932.5,355.75
7-May-19,5/1/2019,43586,2884.1,358
8-May-19,5/1/2019,43586,2879.4,355.25
9-May-19,5/1/2019,43586,2870.7,344.5
10-May-19,5/1/2019,43586,2881.4,342.5
13-May-19,5/1/2019,43586,2811.9,347.5
14-May-19,5/1/2019,43586,2834.4,360.5
15-May-19,5/1/2019,43586,2851,369.5
16-May-19,5/1/2019,43586,2876.3,379
17-May-19,5/1/2019,43586,2859.5,383.25
20-May-19,5/1/2019,43586,2840.2,389
21-May-19,5/1/2019,43586,2864.4,394.25
22-May-19,5/1/2019,43586,2856.3,394.5
23-May-19,5/1/2019,43586,2822.2,389.75
24-May-19,5/1/2019,43586,2826.1,404.25
28-May-19,5/1/2019,43586,2802.4,420.25
29-May-19,5/1/2019,43586,2783,418.75
30-May-19,5/1/2019,43586,2788.9,436.25
31-May-19,5/1/2019,43586,2752.1,427
3-Jun-19,6/1/2019,43617,2744.5,424.25
4-Jun-19,6/1/2019,43617,2803.3,425.25
5-Jun-19,6/1/2019,43617,2826.2,414.75
6-Jun-19,6/1/2019,43617,2843.5,420.5
7-Jun-19,6/1/2019,43617,2873.3,415.75
10-Jun-19,6/1/2019,43617,2886.7,415.75
11-Jun-19,6/1/2019,43617,2885.7,427.75
12-Jun-19,6/1/2019,43617,2879.8,430
13-Jun-19,6/1/2019,43617,2891.6,442
14-Jun-19,6/1/2019,43617,2887,453
17-Jun-19,6/1/2019,43617,2889.7,454.75
18-Jun-19,6/1/2019,43617,2917.8,449.75
19-Jun-19,6/1/2019,43617,2926.5,441
20-Jun-19,6/1/2019,43617,2954.2,450
21-Jun-19,6/1/2019,43617,2950.5,442.25
24-Jun-19,6/1/2019,43617,2945.4,446.75
25-Jun-19,6/1/2019,43617,2917.4,447.5
26-Jun-19,6/1/2019,43617,2913.8,443.25
27-Jun-19,6/1/2019,43617,2924.9,440
28-Jun-19,6/1/2019,43617,2941.8,420.25
1-Jul-19,7/1/2019,43647,2964.3,412
2-Jul-19,7/1/2019,43647,2973,413.5
3-Jul-19,7/1/2019,43647,2995.8,433
5-Jul-19,7/1/2019,43647,2990.4,434
8-Jul-19,7/1/2019,43647,2976,438.5
9-Jul-19,7/1/2019,43647,2979.6,431.75
10-Jul-19,7/1/2019,43647,2993.1,434.25
11-Jul-19,7/1/2019,43647,2999.9,447.75
12-Jul-19,7/1/2019,43647,3013.8,449.5
15-Jul-19,7/1/2019,43647,3014.3,441
16-Jul-19,7/1/2019,43647,3004,435.25
17-Jul-19,7/1/2019,43647,2984.4,436
18-Jul-19,7/1/2019,43647,2995.1,424.5
19-Jul-19,7/1/2019,43647,2976.6,430.75
22-Jul-19,7/1/2019,43647,2985,422.25
23-Jul-19,7/1/2019,43647,3005.5,425.5
24-Jul-19,7/1/2019,43647,3019.6,424
25-Jul-19,7/1/2019,43647,3003.7,418.5
26-Jul-19,7/1/2019,43647,3025.9,414.5
29-Jul-19,7/1/2019,43647,3021,417
30-Jul-19,7/1/2019,43647,3013.2,411.25
31-Jul-19,7/1/2019,43647,2980.4,400.25
1-Aug-19,8/1/2019,43678,2953.6,392.75
2-Aug-19,8/1/2019,43678,2932.1,399.5
5-Aug-19,8/1/2019,43678,2844.7,405.25
6-Aug-19,8/1/2019,43678,2881.8,404
7-Aug-19,8/1/2019,43678,2884,406.5
8-Aug-19,8/1/2019,43678,2938.1,411
9-Aug-19,8/1/2019,43678,2918.7,410.25
12-Aug-19,8/1/2019,43678,2883.8,385.25
13-Aug-19,8/1/2019,43678,2926.3,366
14-Aug-19,8/1/2019,43678,2840.6,359
15-Aug-19,8/1/2019,43678,2847.6,360.75
16-Aug-19,8/1/2019,43678,2888.7,371
19-Aug-19,8/1/2019,43678,2923.7,365
20-Aug-19,8/1/2019,43678,2900.5,359.5
21-Aug-19,8/1/2019,43678,2924.4,362.5
22-Aug-19,8/1/2019,43678,2923,363.25
23-Aug-19,8/1/2019,43678,2847.1,359.75
26-Aug-19,8/1/2019,43678,2878.4,358.5
27-Aug-19,8/1/2019,43678,2869.2,357
28-Aug-19,8/1/2019,43678,2887.9,362.75
29-Aug-19,8/1/2019,43678,2924.6,359.75
30-Aug-19,8/1/2019,43678,2926.5,358
3-Sep-19,9/1/2019,43709,2906.3,349.75
4-Sep-19,9/1/2019,43709,2937.8,346
5-Sep-19,9/1/2019,43709,2976,346.5
6-Sep-19,9/1/2019,43709,2978.7,342.5
9-Sep-19,9/1/2019,43709,2978.4,340.75
10-Sep-19,9/1/2019,43709,2979.4,348.5
11-Sep-19,9/1/2019,43709,3000.9,348.25
12-Sep-19,9/1/2019,43709,3009.6,354.5
13-Sep-19,9/1/2019,43709,3007.4,355.5
16-Sep-19,9/1/2019,43709,2998,374
17-Sep-19,9/1/2019,43709,3005.7,368
18-Sep-19,9/1/2019,43709,3006.7,371.25
19-Sep-19,9/1/2019,43709,3006.8,372.75
20-Sep-19,9/1/2019,43709,2992.1,370.75
23-Sep-19,9/1/2019,43709,2991.8,373.25
24-Sep-19,9/1/2019,43709,2966.6,374.75
25-Sep-19,9/1/2019,43709,2984.9,374.25
26-Sep-19,9/1/2019,43709,2977.6,372.5
27-Sep-19,9/1/2019,43709,2961.8,371.5
30-Sep-19,9/1/2019,43709,2976.7,388
1-Oct-19,10/1/2019,43739,2940.3,392.5
2-Oct-19,10/1/2019,43739,2887.6,387.75
3-Oct-19,10/1/2019,43739,2910.6,388.75
4-Oct-19,10/1/2019,43739,2952,384.75
7-Oct-19,10/1/2019,43739,2938.8,387
8-Oct-19,10/1/2019,43739,2893.1,395.75
9-Oct-19,10/1/2019,43739,2919.4,394.25
10-Oct-19,10/1/2019,43739,2938.1,380.25
11-Oct-19,10/1/2019,43739,2970.3,397.75
14-Oct-19,10/1/2019,43739,2966.2,397.75
15-Oct-19,10/1/2019,43739,2995.7,393.25
16-Oct-19,10/1/2019,43739,2989.7,391.75
17-Oct-19,10/1/2019,43739,2998,394.75
18-Oct-19,10/1/2019,43739,2986.2,391
21-Oct-19,10/1/2019,43739,3006.7,387.25
22-Oct-19,10/1/2019,43739,2996,388
23-Oct-19,10/1/2019,43739,3004.5,387.75
24-Oct-19,10/1/2019,43739,3010.3,386.75
25-Oct-19,10/1/2019,43739,3022.6,386.75
28-Oct-19,10/1/2019,43739,3039.4,384
29-Oct-19,10/1/2019,43739,3036.9,386.25
30-Oct-19,10/1/2019,43739,3046.8,390.75
31-Oct-19,10/1/2019,43739,3037.6,390
1-Nov-19,11/1/2019,43770,3066.9,389.25
4-Nov-19,11/1/2019,43770,3078.3,383.25
5-Nov-19,11/1/2019,43770,3074.6,381.75
6-Nov-19,11/1/2019,43770,3076.8,378.75
7-Nov-19,11/1/2019,43770,3085.2,375.25
8-Nov-19,11/1/2019,43770,3093.1,377.25
11-Nov-19,11/1/2019,43770,3087,373.25
12-Nov-19,11/1/2019,43770,3091.8,377.75
13-Nov-19,11/1/2019,43770,3094,375.25
14-Nov-19,11/1/2019,43770,3096.6,375.75
15-Nov-19,11/1/2019,43770,3120.5,371.25
18-Nov-19,11/1/2019,43770,3122,367.75
19-Nov-19,11/1/2019,43770,3120.2,370
20-Nov-19,11/1/2019,43770,3108.5,366.75
21-Nov-19,11/1/2019,43770,3103.5,368.5
22-Nov-19,11/1/2019,43770,3110.3,368.75
25-Nov-19,11/1/2019,43770,3133.6,370.5
26-Nov-19,11/1/2019,43770,3140.5,367.5
27-Nov-19,11/1/2019,43770,3153.6,362.75
29-Nov-19,11/1/2019,43770,3141,371.25
2-Dec-19,12/1/2019,43800,3113.9,373.5
3-Dec-19,12/1/2019,43800,3093.2,372
4-Dec-19,12/1/2019,43800,3112.8,368.75
5-Dec-19,12/1/2019,43800,3117.4,365.5
6-Dec-19,12/1/2019,43800,3145.9,366.5
9-Dec-19,12/1/2019,43800,3136,365.75
10-Dec-19,12/1/2019,43800,3132.5,363.25
11-Dec-19,12/1/2019,43800,3141.6,357.75
12-Dec-19,12/1/2019,43800,3168.6,367
13-Dec-19,12/1/2019,43800,3168.8,366.25
16-Dec-19,12/1/2019,43800,3191.5,388
17-Dec-19,12/1/2019,43800,3192.5,390
18-Dec-19,12/1/2019,43800,3191.1,387
19-Dec-19,12/1/2019,43800,3205.4,386.5
20-Dec-19,12/1/2019,43800,3221.2,387.75
23-Dec-19,12/1/2019,43800,3224,388.75
24-Dec-19,12/1/2019,43800,3223.4,387.5
26-Dec-19,12/1/2019,43800,3239.9,388.5
27-Dec-19,12/1/2019,43800,3240,390
30-Dec-19,12/1/2019,43800,3221.3,388.25
31-Dec-19,12/1/2019,43800,3230.8,387.75
2-Jan-20,1/1/2020,43831,3257.9,391.5
3-Jan-20,1/1/2020,43831,3234.9,386.5
6-Jan-20,1/1/2020,43831,3246.3,384.75
7-Jan-20,1/1/2020,43831,3237.2,384.5
8-Jan-20,1/1/2020,43831,3253.1,384.25
9-Jan-20,1/1/2020,43831,3274.7,383.25
10-Jan-20,1/1/2020,43831,3265.4,385.75
13-Jan-20,1/1/2020,43831,3288.1,389.5
14-Jan-20,1/1/2020,43831,3283.2,389
15-Jan-20,1/1/2020,43831,3289.3,387.5
16-Jan-20,1/1/2020,43831,3316.8,375.5
17-Jan-20,1/1/2020,43831,3329.6,389.25
21-Jan-20,1/1/2020,43831,3320.8,387.5
22-Jan-20,1/1/2020,43831,3321.8,388.75
23-Jan-20,1/1/2020,43831,3325.5,393.75
24-Jan-20,1/1/2020,43831,3295.5,387.25
27-Jan-20,1/1/2020,43831,3243.6,380.5
28-Jan-20,1/1/2020,43831,3276.2,386.5
29-Jan-20,1/1/2020,43831,3273.4,384.25
30-Jan-20,1/1/2020,43831,3283.7,379.5
31-Jan-20,1/1/2020,43831,3225.5,381.25
3-Feb-20,2/1/2020,43862,3248.9,378.75
4-Feb-20,2/1/2020,43862,3297.6,382.25
5-Feb-20,2/1/2020,43862,3334.7,380.75
6-Feb-20,2/1/2020,43862,3345.8,379.25
7-Feb-20,2/1/2020,43862,3327.7,383.5
10-Feb-20,2/1/2020,43862,3352.1,381.75
11-Feb-20,2/1/2020,43862,3357.8,379.75
12-Feb-20,2/1/2020,43862,3379.5,383
13-Feb-20,2/1/2020,43862,3373.9,379.5
14-Feb-20,2/1/2020,43862,3380.2,377.75
18-Feb-20,2/1/2020,43862,3370.3,383
19-Feb-20,2/1/2020,43862,3386.2,380.5
20-Feb-20,2/1/2020,43862,3373.2,378.5
21-Feb-20,2/1/2020,43862,3337.8,377
24-Feb-20,2/1/2020,43862,3225.9,372.25
25-Feb-20,2/1/2020,43862,3128.2,372.5
26-Feb-20,2/1/2020,43862,3116.4,370.5
27-Feb-20,2/1/2020,43862,2978.8,364.5
28-Feb-20,2/1/2020,43862,2954.2,366.5
2-Mar-20,3/1/2020,43891,3090.2,374.75
3-Mar-20,3/1/2020,43891,3003.4,381.75
4-Mar-20,3/1/2020,43891,3130.1,387
5-Mar-20,3/1/2020,43891,3023.9,384.5
6-Mar-20,3/1/2020,43891,2972.4,377.25
9-Mar-20,3/1/2020,43891,2746.6,374.25
10-Mar-20,3/1/2020,43891,2882.2,380
11-Mar-20,3/1/2020,43891,2741.4,379.25
12-Mar-20,3/1/2020,43891,2480.6,369.75
13-Mar-20,3/1/2020,43891,2711,370.75
16-Mar-20,3/1/2020,43891,2386.1,354.75
17-Mar-20,3/1/2020,43891,2529.2,344
18-Mar-20,3/1/2020,43891,2398.1,335.25
19-Mar-20,3/1/2020,43891,2409.4,345.5
20-Mar-20,3/1/2020,43891,2304.9,343.75
23-Mar-20,3/1/2020,43891,2237.4,343.5
24-Mar-20,3/1/2020,43891,2447.3,347.25
25-Mar-20,3/1/2020,43891,2475.6,348.5
26-Mar-20,3/1/2020,43891,2630.1,348.75
27-Mar-20,3/1/2020,43891,2541.5,346
30-Mar-20,3/1/2020,43891,2626.7,341.25
31-Mar-20,3/1/2020,43891,2584.6,340.75
1-Apr-20,4/1/2020,43922,2470.5,334.75
2-Apr-20,4/1/2020,43922,2526.9,333.5
3-Apr-20,4/1/2020,43922,2488.7,330.75
6-Apr-20,4/1/2020,43922,2663.7,327.75
7-Apr-20,4/1/2020,43922,2659.4,331.5
8-Apr-20,4/1/2020,43922,2750,330
9-Apr-20,4/1/2020,43922,2789.8,331.75
13-Apr-20,4/1/2020,43922,2761.6,331.5
14-Apr-20,4/1/2020,43922,2846.1,326
15-Apr-20,4/1/2020,43922,2783.4,319.25
16-Apr-20,4/1/2020,43922,2799.6,319.75
17-Apr-20,4/1/2020,43922,2874.6,322.25
20-Apr-20,4/1/2020,43922,2823.2,314.25
21-Apr-20,4/1/2020,43922,2736.6,309.25
22-Apr-20,4/1/2020,43922,2799.3,317.5
23-Apr-20,4/1/2020,43922,2797.8,319.25
24-Apr-20,4/1/2020,43922,2836.7,315.75
27-Apr-20,4/1/2020,43922,2878.5,305.5
28-Apr-20,4/1/2020,43922,2863.4,302.75
29-Apr-20,4/1/2020,43922,2939.5,304.5
30-Apr-20,4/1/2020,43922,2912.4,311.5
1-May-20,5/1/2020,43952,2830.7,311.5
4-May-20,5/1/2020,43952,2842.7,310.75
5-May-20,5/1/2020,43952,2868.4,313
6-May-20,5/1/2020,43952,2848.4,311.75
7-May-20,5/1/2020,43952,2881.2,316
8-May-20,5/1/2020,43952,2929.8,319
11-May-20,5/1/2020,43952,2930.3,318.5
12-May-20,5/1/2020,43952,2870.1,323.75
13-May-20,5/1/2020,43952,2820,320.25
14-May-20,5/1/2020,43952,2852.5,320.25
15-May-20,5/1/2020,43952,2863.7,319.25
18-May-20,5/1/2020,43952,2953.9,320.75
19-May-20,5/1/2020,43952,2922.9,321.25
20-May-20,5/1/2020,43952,2971.6,319.5
21-May-20,5/1/2020,43952,2948.5,317.75
22-May-20,5/1/2020,43952,2955.5,318
26-May-20,5/1/2020,43952,2991.8,319
27-May-20,5/1/2020,43952,3036.1,320.5
28-May-20,5/1/2020,43952,3029.7,327.5
29-May-20,5/1/2020,43952,3044.3,325.75
1-Jun-20,6/1/2020,43983,3055.7,323.25
2-Jun-20,6/1/2020,43983,3080.8,324.25
3-Jun-20,6/1/2020,43983,3122.9,324
4-Jun-20,6/1/2020,43983,3112.4,329
5-Jun-20,6/1/2020,43983,3193.9,331.25
8-Jun-20,6/1/2020,43983,3232.4,333.75
9-Jun-20,6/1/2020,43983,3207.2,327.5
10-Jun-20,6/1/2020,43983,3190.1,326.25
11-Jun-20,6/1/2020,43983,3002.1,329.75
12-Jun-20,6/1/2020,43983,3041.3,330
15-Jun-20,6/1/2020,43983,3066.6,329.25
16-Jun-20,6/1/2020,43983,3124.7,329
17-Jun-20,6/1/2020,43983,3113.5,330.25
18-Jun-20,6/1/2020,43983,3115.3,331
19-Jun-20,6/1/2020,43983,3097.7,332.5
22-Jun-20,6/1/2020,43983,3117.9,328.25
23-Jun-20,6/1/2020,43983,3131.3,325
24-Jun-20,6/1/2020,43983,3050.3,324.25
25-Jun-20,6/1/2020,43983,3083.8,317.25
26-Jun-20,6/1/2020,43983,3009.1,317
29-Jun-20,6/1/2020,43983,3053.2,326.25
30-Jun-20,6/1/2020,43983,3100.3,338.5
1-Jul-20,7/1/2020,44013,3115.9,348.25
2-Jul-20,7/1/2020,44013,3130,342.5
6-Jul-20,7/1/2020,44013,3179.7,346.5
7-Jul-20,7/1/2020,44013,3145.3,345
8-Jul-20,7/1/2020,44013,3169.9,348.25
9-Jul-20,7/1/2020,44013,3152.1,351.25
10-Jul-20,7/1/2020,44013,3185,340.5
13-Jul-20,7/1/2020,44013,3155.2,334
14-Jul-20,7/1/2020,44013,3197.5,334.75
15-Jul-20,7/1/2020,44013,3226.6,326.25
16-Jul-20,7/1/2020,44013,3215.6,330.25
17-Jul-20,7/1/2020,44013,3224.7,333
20-Jul-20,7/1/2020,44013,3251.8,328.25
21-Jul-20,7/1/2020,44013,3257.3,322.75
22-Jul-20,7/1/2020,44013,3276,327.5
23-Jul-20,7/1/2020,44013,3235.7,328
24-Jul-20,7/1/2020,44013,3215.6,326.25
27-Jul-20,7/1/2020,44013,3239.4,325
28-Jul-20,7/1/2020,44013,3218.4,320
29-Jul-20,7/1/2020,44013,3258.4,315.5
30-Jul-20,7/1/2020,44013,3246.2,315.75
31-Jul-20,7/1/2020,44013,3271.1,316
3-Aug-20,8/1/2020,44044,3294.6,317.5
4-Aug-20,8/1/2020,44044,3306.5,308.25
5-Aug-20,8/1/2020,44044,3327.8,311
6-Aug-20,8/1/2020,44044,3349.2,311.25
7-Aug-20,8/1/2020,44044,3351.3,307.75
10-Aug-20,8/1/2020,44044,3360.5,310.5
11-Aug-20,8/1/2020,44044,3333.7,311.5
12-Aug-20,8/1/2020,44044,3380.4,314.5
13-Aug-20,8/1/2020,44044,3373.4,325.25
14-Aug-20,8/1/2020,44044,3372.9,324.5
17-Aug-20,8/1/2020,44044,3382,331
18-Aug-20,8/1/2020,44044,3389.8,327
19-Aug-20,8/1/2020,44044,3374.9,325
20-Aug-20,8/1/2020,44044,3385.5,324.5
21-Aug-20,8/1/2020,44044,3397.2,327
24-Aug-20,8/1/2020,44044,3431.3,331.75
25-Aug-20,8/1/2020,44044,3443.6,340.75
26-Aug-20,8/1/2020,44044,3478.7,340.5
27-Aug-20,8/1/2020,44044,3484.6,344.25
28-Aug-20,8/1/2020,44044,3508,346
31-Aug-20,8/1/2020,44044,3500.3,348.5
1-Sep-20,9/1/2020,44075,3526.7,349.5
2-Sep-20,9/1/2020,44075,3580.8,349.75
3-Sep-20,9/1/2020,44075,3455.1,344.5
4-Sep-20,9/1/2020,44075,3427,347.25
8-Sep-20,9/1/2020,44075,3331.8,351
9-Sep-20,9/1/2020,44075,3399,350
10-Sep-20,9/1/2020,44075,3339.2,357.25
11-Sep-20,9/1/2020,44075,3341,365
14-Sep-20,9/1/2020,44075,3383.5,357.5
15-Sep-20,9/1/2020,44075,3401.2,366
16-Sep-20,9/1/2020,44075,3385.5,371.75
17-Sep-20,9/1/2020,44075,3357,375.25
18-Sep-20,9/1/2020,44075,3319.5,378.5
21-Sep-20,9/1/2020,44075,3281.1,369.75
22-Sep-20,9/1/2020,44075,3315.6,369.25
23-Sep-20,9/1/2020,44075,3236.9,368.5
24-Sep-20,9/1/2020,44075,3246.6,363.5
25-Sep-20,9/1/2020,44075,3298.5,365.25
28-Sep-20,9/1/2020,44075,3351.6,366.75
29-Sep-20,9/1/2020,44075,3335.5,364.75
30-Sep-20,9/1/2020,44075,3363,379
1-Oct-20,10/1/2020,44105,3380.8,382.75
2-Oct-20,10/1/2020,44105,3348.4,379.75
5-Oct-20,10/1/2020,44105,3408.6,379.5
6-Oct-20,10/1/2020,44105,3361,385
7-Oct-20,10/1/2020,44105,3419.5,388.75
8-Oct-20,10/1/2020,44105,3446.8,387
9-Oct-20,10/1/2020,44105,3477.1,395
12-Oct-20,10/1/2020,44105,3534.2,389
13-Oct-20,10/1/2020,44105,3511.9,391.25
14-Oct-20,10/1/2020,44105,3488.7,396.5
15-Oct-20,10/1/2020,44105,3483.3,403.75
16-Oct-20,10/1/2020,44105,3483.8,402
19-Oct-20,10/1/2020,44105,3426.9,405.25
20-Oct-20,10/1/2020,44105,3443.1,408.75
21-Oct-20,10/1/2020,44105,3435.6,413.75
22-Oct-20,10/1/2020,44105,3453.5,416.25
23-Oct-20,10/1/2020,44105,3465.4,419.25
26-Oct-20,10/1/2020,44105,3401,417.75
27-Oct-20,10/1/2020,44105,3390.7,416
28-Oct-20,10/1/2020,44105,3271,401.5
29-Oct-20,10/1/2020,44105,3310.1,398.5
30-Oct-20,10/1/2020,44105,3270,398.5
2-Nov-20,11/1/2020,44136,3310.2,397.5
3-Nov-20,11/1/2020,44136,3369.2,401
4-Nov-20,11/1/2020,44136,3443.4,405.25
5-Nov-20,11/1/2020,44136,3510.5,409.25
6-Nov-20,11/1/2020,44136,3509.4,406.75
9-Nov-20,11/1/2020,44136,3550.5,407.5
10-Nov-20,11/1/2020,44136,3545.5,423
11-Nov-20,11/1/2020,44136,3572.7,417.25
12-Nov-20,11/1/2020,44136,3537,408.25
13-Nov-20,11/1/2020,44136,3585.2,410.5
16-Nov-20,11/1/2020,44136,3626.9,416.25
17-Nov-20,11/1/2020,44136,3609.5,420.25
18-Nov-20,11/1/2020,44136,3567.8,425.75
19-Nov-20,11/1/2020,44136,3581.9,422.5
20-Nov-20,11/1/2020,44136,3557.5,423.25
23-Nov-20,11/1/2020,44136,3577.6,426.5
24-Nov-20,11/1/2020,44136,3635.4,425.75
25-Nov-20,11/1/2020,44136,3629.7,420
27-Nov-20,11/1/2020,44136,3638.4,425.5
30-Nov-20,11/1/2020,44136,3621.6,419.75
1-Dec-20,12/1/2020,44166,3662.5,414.75
2-Dec-20,12/1/2020,44166,3669,419
3-Dec-20,12/1/2020,44166,3666.7,422.5
4-Dec-20,12/1/2020,44166,3699.1,417
7-Dec-20,12/1/2020,44166,3692,419.5
8-Dec-20,12/1/2020,44166,3702.3,417
9-Dec-20,12/1/2020,44166,3672.8,422
10-Dec-20,12/1/2020,44166,3668.1,420.25
11-Dec-20,12/1/2020,44166,3663.5,424.25
14-Dec-20,12/1/2020,44166,3647.5,419.25
15-Dec-20,12/1/2020,44166,3694.6,424.75
16-Dec-20,12/1/2020,44166,3701.2,427.25
17-Dec-20,12/1/2020,44166,3722.5,432.5
18-Dec-20,12/1/2020,44166,3709.4,437.5
21-Dec-20,12/1/2020,44166,3694.9,440
22-Dec-20,12/1/2020,44166,3687.3,443.5
23-Dec-20,12/1/2020,44166,3690,447.25
24-Dec-20,12/1/2020,44166,3703.1,451
28-Dec-20,12/1/2020,44166,3735.4,456.5
29-Dec-20,12/1/2020,44166,3727,466
30-Dec-20,12/1/2020,44166,3732,474.5
31-Dec-20,12/1/2020,44166,3756.1,484
4-Jan-21,1/1/2021,44197,3700.7,483.75
5-Jan-21,1/1/2021,44197,3726.9,491.75
6-Jan-21,1/1/2021,44197,3748.1,495
7-Jan-21,1/1/2021,44197,3803.8,494
8-Jan-21,1/1/2021,44197,3824.7,496.25
11-Jan-21,1/1/2021,44197,3799.6,492.25
12-Jan-21,1/1/2021,44197,3801.2,517.25
13-Jan-21,1/1/2021,44197,3809.8,524.5
14-Jan-21,1/1/2021,44197,3795.5,534.25
15-Jan-21,1/1/2021,44197,3768.3,531.5
19-Jan-21,1/1/2021,44197,3798.9,526
20-Jan-21,1/1/2021,44197,3851.9,522
21-Jan-21,1/1/2021,44197,3853.1,524.25
22-Jan-21,1/1/2021,44197,3841.5,500.5
25-Jan-21,1/1/2021,44197,3855.4,511.5
26-Jan-21,1/1/2021,44197,3849.6,532.25
27-Jan-21,1/1/2021,44197,3750.8,534
28-Jan-21,1/1/2021,44197,3787.4,534.5
29-Jan-21,1/1/2021,44197,3714.2,547
1-Feb-21,2/1/2021,44228,3773.9,549.25
2-Feb-21,2/1/2021,44228,3826.3,543
3-Feb-21,2/1/2021,44228,3830.2,552
4-Feb-21,2/1/2021,44228,3871.7,550
5-Feb-21,2/1/2021,44228,3886.8,548.5
8-Feb-21,2/1/2021,44228,3915.6,563.75
9-Feb-21,2/1/2021,44228,3911.2,556.25
10-Feb-21,2/1/2021,44228,3909.9,534.5
11-Feb-21,2/1/2021,44228,3916.4,541
12-Feb-21,2/1/2021,44228,3934.8,538.75
16-Feb-21,2/1/2021,44228,3932.6,552.25
17-Feb-21,2/1/2021,44228,3931.3,553
18-Feb-21,2/1/2021,44228,3914,550.25
19-Feb-21,2/1/2021,44228,3906.7,542.75
22-Feb-21,2/1/2021,44228,3876.5,551
23-Feb-21,2/1/2021,44228,3881.4,553.75
24-Feb-21,2/1/2021,44228,3925.4,559.25
25-Feb-21,2/1/2021,44228,3829.3,554.75
26-Feb-21,2/1/2021,44228,3811.2,555.5
1-Mar-21,3/1/2021,44256,3901.8,547.5
2-Mar-21,3/1/2021,44256,3870.3,560.75
3-Mar-21,3/1/2021,44256,3819.7,550.25
4-Mar-21,3/1/2021,44256,3768.5,546.25
5-Mar-21,3/1/2021,44256,3841.9,562
8-Mar-21,3/1/2021,44256,3821.4,565
9-Mar-21,3/1/2021,44256,3875.4,562
10-Mar-21,3/1/2021,44256,3898.8,547.75
11-Mar-21,3/1/2021,44256,3939.3,555
12-Mar-21,3/1/2021,44256,3943.3,549.25
15-Mar-21,3/1/2021,44256,3968.9,549.5
16-Mar-21,3/1/2021,44256,3962.7,554.25
17-Mar-21,3/1/2021,44256,3974.1,558
18-Mar-21,3/1/2021,44256,3915.5,546.5
19-Mar-21,3/1/2021,44256,3913.1,557.75
22-Mar-21,3/1/2021,44256,3940.6,549
23-Mar-21,3/1/2021,44256,3910.5,551.25
24-Mar-21,3/1/2021,44256,3889.1,553.25
25-Mar-21,3/1/2021,44256,3909.5,546.5
26-Mar-21,3/1/2021,44256,3974.5,552.5
29-Mar-21,3/1/2021,44256,3971.1,546.75
30-Mar-21,3/1/2021,44256,3958.6,539.25
31-Mar-21,3/1/2021,44256,3972.9,564.25
1-Apr-21,4/1/2021,44287,4019.9,559.75
5-Apr-21,4/1/2021,44287,4077.9,553.25
6-Apr-21,4/1/2021,44287,4073.9,554.25
7-Apr-21,4/1/2021,44287,4080,560.5
8-Apr-21,4/1/2021,44287,4097.2,579.75
9-Apr-21,4/1/2021,44287,4128.8,577.25
12-Apr-21,4/1/2021,44287,4128,569
13-Apr-21,4/1/2021,44287,4141.6,580
14-Apr-21,4/1/2021,44287,4124.7,594
15-Apr-21,4/1/2021,44287,4170.4,590
16-Apr-21,4/1/2021,44287,4185.5,585.5
19-Apr-21,4/1/2021,44287,4163.3,592
20-Apr-21,4/1/2021,44287,4134.9,606.5
21-Apr-21,4/1/2021,44287,4173.4,625.5
22-Apr-21,4/1/2021,44287,4135,650.5
23-Apr-21,4/1/2021,44287,4180.2,655.5
26-Apr-21,4/1/2021,44287,4187.6,680.5
27-Apr-21,4/1/2021,44287,4186.7,695.5
28-Apr-21,4/1/2021,44287,4183.2,686.25
29-Apr-21,4/1/2021,44287,4211.5,702
30-Apr-21,4/1/2021,44287,4181.2,740
3-May-21,5/1/2021,44317,4192.7,732.25
4-May-21,5/1/2021,44317,4164.7,744.75
5-May-21,5/1/2021,44317,4167.6,753.25
6-May-21,5/1/2021,44317,4201.6,759.5
7-May-21,5/1/2021,44317,4232.6,772.75
10-May-21,5/1/2021,44317,4188.4,748
11-May-21,5/1/2021,44317,4152.1,759.5
12-May-21,5/1/2021,44317,4063,757.5
