trade_day,month,serial,sandp,corn
13-Feb-17,2/1/2017,42767,2328.3,375.5
14-Feb-17,2/1/2017,42767,2337.6,374.25
15-Feb-17,2/1/2017,42767,2349.3,378.75
16-Feb-17,2/1/2017,42767,2347.2,373.5
17-Feb-17,2/1/2017,42767,2351.2,368.25
21-Feb-17,2/1/2017,42767,2365.4,369.25
22-Feb-17,2/1/2017,42767,2362.8,371
23-Feb-17,2/1/2017,42767,2363.8,365.5
24-Feb-17,2/1/2017,42767,2367.3,364
27-Feb-17,2/1/2017,42767,2369.8,360.25
28-Feb-17,2/1/2017,42767,2363.6,366.75
1-Mar-17,3/1/2017,42795,2396,375.75
2-Mar-17,3/1/2017,42795,2381.9,372.75
3-Mar-17,3/1/2017,42795,2383.1,374.75
6-Mar-17,3/1/2017,42795,2375.3,372.75
7-Mar-17,3/1/2017,42795,2368.4,369.5
8-Mar-17,3/1/2017,42795,2363,365.25
9-Mar-17,3/1/2017,42795,2364.9,359.75
10-Mar-17,3/1/2017,42795,2372.6,358
13-Mar-17,3/1/2017,42795,2373.5,354.5
14-Mar-17,3/1/2017,42795,2365.5,353.75
15-Mar-17,3/1/2017,42795,2385.3,363.5
16-Mar-17,3/1/2017,42795,2381.4,366
17-Mar-17,3/1/2017,42795,2378.3,367.5
20-Mar-17,3/1/2017,42795,2373.5,363.5
21-Mar-17,3/1/2017,42795,2344,361.25
22-Mar-17,3/1/2017,42795,2348.5,358.75
23-Mar-17,3/1/2017,42795,2346,356.75
24-Mar-17,3/1/2017,42795,2344,356.25
27-Mar-17,3/1/2017,42795,2341.6,355.75
28-Mar-17,3/1/2017,42795,2358.6,357.75
29-Mar-17,3/1/2017,42795,2361.1,358.5
30-Mar-17,3/1/2017,42795,2368.1,357.5
31-Mar-17,3/1/2017,42795,2362.7,364.25
3-Apr-17,4/1/2017,42826,2358.8,367.75
4-Apr-17,4/1/2017,42826,2360.2,363
5-Apr-17,4/1/2017,42826,2353,364.75
6-Apr-17,4/1/2017,42826,2357.5,360.75
7-Apr-17,4/1/2017,42826,2355.5,359.5
10-Apr-17,4/1/2017,42826,2357.2,367
11-Apr-17,4/1/2017,42826,2353.8,366.5
12-Apr-17,4/1/2017,42826,2344.9,369
13-Apr-17,4/1/2017,42826,2329,371
17-Apr-17,4/1/2017,42826,2349,366.5
18-Apr-17,4/1/2017,42826,2342.2,361.75
19-Apr-17,4/1/2017,42826,2338.2,361.75
20-Apr-17,4/1/2017,42826,2355.8,357.75
21-Apr-17,4/1/2017,42826,2348.7,357
24-Apr-17,4/1/2017,42826,2374.2,359.25
25-Apr-17,4/1/2017,42826,2388.6,365
26-Apr-17,4/1/2017,42826,2387.5,359
27-Apr-17,4/1/2017,42826,2388.8,362
28-Apr-17,4/1/2017,42826,2384.2,358
1-May-17,5/1/2017,42856,2388.3,369.25
2-May-17,5/1/2017,42856,2391.2,364
3-May-17,5/1/2017,42856,2388.1,366.25
4-May-17,5/1/2017,42856,2389.5,358
5-May-17,5/1/2017,42856,2399.3,361.75
8-May-17,5/1/2017,42856,2399.4,356.75
9-May-17,5/1/2017,42856,2396.9,358.25
10-May-17,5/1/2017,42856,2399.6,365.25
11-May-17,5/1/2017,42856,2394.4,360.5
12-May-17,5/1/2017,42856,2390.9,361.75
15-May-17,5/1/2017,42856,2402.3,367.75
16-May-17,5/1/2017,42856,2400.7,367.75
17-May-17,5/1/2017,42856,2357,371.5
18-May-17,5/1/2017,42856,2365.7,366
19-May-17,5/1/2017,42856,2381.7,372.5
22-May-17,5/1/2017,42856,2394,375
23-May-17,5/1/2017,42856,2398.4,369.5
24-May-17,5/1/2017,42856,2404.4,371.25
25-May-17,5/1/2017,42856,2415.1,369.25
26-May-17,5/1/2017,42856,2415.8,374.25
30-May-17,5/1/2017,42856,2412.9,367
31-May-17,5/1/2017,42856,2411.8,372
1-Jun-17,6/1/2017,42887,2430.1,370.5
2-Jun-17,6/1/2017,42887,2439.1,372.75
5-Jun-17,6/1/2017,42887,2436.1,373
6-Jun-17,6/1/2017,42887,2429.3,377.25
7-Jun-17,6/1/2017,42887,2433.1,384.75
8-Jun-17,6/1/2017,42887,2433.8,385.75
9-Jun-17,6/1/2017,42887,2431.8,387.75
12-Jun-17,6/1/2017,42887,2429.4,377.25
13-Jun-17,6/1/2017,42887,2440.4,381
14-Jun-17,6/1/2017,42887,2437.9,377
15-Jun-17,6/1/2017,42887,2432.5,379.5
16-Jun-17,6/1/2017,42887,2433.2,384
19-Jun-17,6/1/2017,42887,2453.5,375.25
20-Jun-17,6/1/2017,42887,2437,370
21-Jun-17,6/1/2017,42887,2435.6,368.75
22-Jun-17,6/1/2017,42887,2434.5,362.75
23-Jun-17,6/1/2017,42887,2438.3,357.75
26-Jun-17,6/1/2017,42887,2439.1,359
27-Jun-17,6/1/2017,42887,2419.4,359.25
28-Jun-17,6/1/2017,42887,2440.7,356.75
29-Jun-17,6/1/2017,42887,2419.7,359.75
30-Jun-17,6/1/2017,42887,2423.4,370.5
3-Jul-17,7/1/2017,42917,2429,378
5-Jul-17,7/1/2017,42917,2432.5,381.75
6-Jul-17,7/1/2017,42917,2409.8,380.25
7-Jul-17,7/1/2017,42917,2425.2,382.25
10-Jul-17,7/1/2017,42917,2427.4,391.75
11-Jul-17,7/1/2017,42917,2425.5,392.25
12-Jul-17,7/1/2017,42917,2443.3,376.25
13-Jul-17,7/1/2017,42917,2447.8,361
14-Jul-17,7/1/2017,42917,2459.3,365.25
17-Jul-17,7/1/2017,42917,2459.1,375
18-Jul-17,7/1/2017,42917,2460.6,377
19-Jul-17,7/1/2017,42917,2473.8,382.5
20-Jul-17,7/1/2017,42917,2473.5,391
21-Jul-17,7/1/2017,42917,2472.5,379.75
24-Jul-17,7/1/2017,42917,2469.9,377.25
25-Jul-17,7/1/2017,42917,2477.1,368.75
26-Jul-17,7/1/2017,42917,2477.8,372.75
27-Jul-17,7/1/2017,42917,2475.4,374.25
28-Jul-17,7/1/2017,42917,2472.1,374.25
31-Jul-17,7/1/2017,42917,2470.3,370.75
1-Aug-17,8/1/2017,42948,2476.4,362.5
2-Aug-17,8/1/2017,42948,2477.6,365
3-Aug-17,8/1/2017,42948,2472.2,363.5
4-Aug-17,8/1/2017,42948,2476.8,366.5
7-Aug-17,8/1/2017,42948,2480.9,372.25
8-Aug-17,8/1/2017,42948,2474.9,369.75
9-Aug-17,8/1/2017,42948,2474,372.25
10-Aug-17,8/1/2017,42948,2438.2,357.25
11-Aug-17,8/1/2017,42948,2441.3,360.75
14-Aug-17,8/1/2017,42948,2465.8,362.75
15-Aug-17,8/1/2017,42948,2464.6,355.25
16-Aug-17,8/1/2017,42948,2468.1,352.5
17-Aug-17,8/1/2017,42948,2430,350.5
18-Aug-17,8/1/2017,42948,2425.6,352
21-Aug-17,8/1/2017,42948,2428.4,349
22-Aug-17,8/1/2017,42948,2452.5,346
23-Aug-17,8/1/2017,42948,2444,342
24-Aug-17,8/1/2017,42948,2439,342
25-Aug-17,8/1/2017,42948,2443.1,338.75
28-Aug-17,8/1/2017,42948,2444.2,336
29-Aug-17,8/1/2017,42948,2446.3,333.5
30-Aug-17,8/1/2017,42948,2457.6,329.5
31-Aug-17,8/1/2017,42948,2471.7,342.25
1-Sep-17,9/1/2017,42979,2476.6,340
5-Sep-17,9/1/2017,42979,2457.9,344.25
6-Sep-17,9/1/2017,42979,2465.5,347
7-Sep-17,9/1/2017,42979,2465.1,341.75
8-Sep-17,9/1/2017,42979,2461.4,344.25
11-Sep-17,9/1/2017,42979,2488.1,345.5
12-Sep-17,9/1/2017,42979,2496.5,340
13-Sep-17,9/1/2017,42979,2498.4,338.5
14-Sep-17,9/1/2017,42979,2495.6,341.75
15-Sep-17,9/1/2017,42979,2500.2,354.75
18-Sep-17,9/1/2017,42979,2503.9,351.5
19-Sep-17,9/1/2017,42979,2506.7,348.25
20-Sep-17,9/1/2017,42979,2508.2,350
21-Sep-17,9/1/2017,42979,2500.6,350.25
22-Sep-17,9/1/2017,42979,2502.2,353.5
25-Sep-17,9/1/2017,42979,2496.7,353.75
26-Sep-17,9/1/2017,42979,2496.8,352.25
27-Sep-17,9/1/2017,42979,2507,354
28-Sep-17,9/1/2017,42979,2510.1,352.5
29-Sep-17,9/1/2017,42979,2519.4,355.25
2-Oct-17,10/1/2017,43009,2529.1,351.5
3-Oct-17,10/1/2017,43009,2534.6,349.5
4-Oct-17,10/1/2017,43009,2537.7,348.25
5-Oct-17,10/1/2017,43009,2552.1,349.5
6-Oct-17,10/1/2017,43009,2549.3,350
9-Oct-17,10/1/2017,43009,2544.7,349.5
10-Oct-17,10/1/2017,43009,2550.6,349.25
11-Oct-17,10/1/2017,43009,2555.2,346
12-Oct-17,10/1/2017,43009,2550.9,349
13-Oct-17,10/1/2017,43009,2553.2,352.75
16-Oct-17,10/1/2017,43009,2557.6,350.5
17-Oct-17,10/1/2017,43009,2559.4,350
18-Oct-17,10/1/2017,43009,2561.3,348.5
19-Oct-17,10/1/2017,43009,2562.1,349
20-Oct-17,10/1/2017,43009,2575.2,344.5
23-Oct-17,10/1/2017,43009,2565,351.25
24-Oct-17,10/1/2017,43009,2569.1,352.75
25-Oct-17,10/1/2017,43009,2557.2,351
26-Oct-17,10/1/2017,43009,2560.4,350.5
27-Oct-17,10/1/2017,43009,2581.1,348.75
30-Oct-17,10/1/2017,43009,2572.8,348.75
31-Oct-17,10/1/2017,43009,2575.3,345.75
1-Nov-17,11/1/2017,43040,2579.4,348.25
2-Nov-17,11/1/2017,43040,2579.9,350.5
3-Nov-17,11/1/2017,43040,2587.8,348.25
6-Nov-17,11/1/2017,43040,2591.1,348
7-Nov-17,11/1/2017,43040,2590.6,347.75
8-Nov-17,11/1/2017,43040,2594.4,348.25
9-Nov-17,11/1/2017,43040,2584.6,341.5
10-Nov-17,11/1/2017,43040,2582.3,343.5
13-Nov-17,11/1/2017,43040,2584.8,342.25
14-Nov-17,11/1/2017,43040,2578.9,337.5
15-Nov-17,11/1/2017,43040,2564.6,338.25
16-Nov-17,11/1/2017,43040,2585.6,336.5
17-Nov-17,11/1/2017,43040,2578.9,343
20-Nov-17,11/1/2017,43040,2582.1,345
21-Nov-17,11/1/2017,43040,2599,345
22-Nov-17,11/1/2017,43040,2597.1,345.25
24-Nov-17,11/1/2017,43040,2602.4,342.25
27-Nov-17,11/1/2017,43040,2601.4,338.75
28-Nov-17,11/1/2017,43040,2627,336.25
29-Nov-17,11/1/2017,43040,2626.1,339
30-Nov-17,11/1/2017,43040,2647.6,341.75
1-Dec-17,12/1/2017,43070,2642.2,344.75
4-Dec-17,12/1/2017,43070,2639.4,339.5
5-Dec-17,12/1/2017,43070,2629.6,339.75
6-Dec-17,12/1/2017,43070,2629.3,339.25
7-Dec-17,12/1/2017,43070,2637,338.75
8-Dec-17,12/1/2017,43070,2651.5,340
11-Dec-17,12/1/2017,43070,2660,336.5
12-Dec-17,12/1/2017,43070,2664.1,335.75
13-Dec-17,12/1/2017,43070,2662.9,336.75
14-Dec-17,12/1/2017,43070,2652,336.25
15-Dec-17,12/1/2017,43070,2675.8,347.5
18-Dec-17,12/1/2017,43070,2690.2,347
19-Dec-17,12/1/2017,43070,2681.5,347.5
20-Dec-17,12/1/2017,43070,2679.3,349.25
21-Dec-17,12/1/2017,43070,2684.6,351.25
22-Dec-17,12/1/2017,43070,2683.3,352
26-Dec-17,12/1/2017,43070,2680.5,352.75
27-Dec-17,12/1/2017,43070,2682.6,353.75
28-Dec-17,12/1/2017,43070,2687.5,352
29-Dec-17,12/1/2017,43070,2673.6,350.75
2-Jan-18,1/1/2018,43101,2695.8,353.25
3-Jan-18,1/1/2018,43101,2713.1,353
4-Jan-18,1/1/2018,43101,2724,351
5-Jan-18,1/1/2018,43101,2743.2,351.25
8-Jan-18,1/1/2018,43101,2747.7,347.25
9-Jan-18,1/1/2018,43101,2751.3,349
10-Jan-18,1/1/2018,43101,2748.2,349
11-Jan-18,1/1/2018,43101,2767.6,348.75
12-Jan-18,1/1/2018,43101,2786.2,346.25
16-Jan-18,1/1/2018,43101,2776.4,348.25
17-Jan-18,1/1/2018,43101,2802.6,353
18-Jan-18,1/1/2018,43101,2798,351.5
19-Jan-18,1/1/2018,43101,2810.3,352.5
22-Jan-18,1/1/2018,43101,2833,352
23-Jan-18,1/1/2018,43101,2839.1,351.25
24-Jan-18,1/1/2018,43101,2837.5,356.5
25-Jan-18,1/1/2018,43101,2839.3,355.25
26-Jan-18,1/1/2018,43101,2872.9,356.5
29-Jan-18,1/1/2018,43101,2853.5,358.75
30-Jan-18,1/1/2018,43101,2822.4,361.5
31-Jan-18,1/1/2018,43101,2823.8,361.5
1-Feb-18,2/1/2018,43132,2822,361.75
2-Feb-18,2/1/2018,43132,2762.1,361.5
5-Feb-18,2/1/2018,43132,2648.9,358.75
6-Feb-18,2/1/2018,43132,2695.1,363.5
7-Feb-18,2/1/2018,43132,2681.7,365.25
8-Feb-18,2/1/2018,43132,2581,365.75
9-Feb-18,2/1/2018,43132,2619.6,362
12-Feb-18,2/1/2018,43132,2656,367
13-Feb-18,2/1/2018,43132,2662.9,366.75
14-Feb-18,2/1/2018,43132,2698.6,367.25
15-Feb-18,2/1/2018,43132,2731.2,367.75
16-Feb-18,2/1/2018,43132,2732.2,367.5
20-Feb-18,2/1/2018,43132,2716.3,365.5
21-Feb-18,2/1/2018,43132,2701.3,365.75
22-Feb-18,2/1/2018,43132,2704,366.75
23-Feb-18,2/1/2018,43132,2747.3,366.25
26-Feb-18,2/1/2018,43132,2779.6,368.5
27-Feb-18,2/1/2018,43132,2744.3,370.5
28-Feb-18,2/1/2018,43132,2713.8,374.5
1-Mar-18,3/1/2018,43160,2677.7,378.75
2-Mar-18,3/1/2018,43160,2691.3,377.25
5-Mar-18,3/1/2018,43160,2720.9,378.25
6-Mar-18,3/1/2018,43160,2728.1,379.75
7-Mar-18,3/1/2018,43160,2726.8,379.25
8-Mar-18,3/1/2018,43160,2739,385.75
9-Mar-18,3/1/2018,43160,2786.6,383
12-Mar-18,3/1/2018,43160,2783,384.25
13-Mar-18,3/1/2018,43160,2765.3,385.5
14-Mar-18,3/1/2018,43160,2749.5,383.5
15-Mar-18,3/1/2018,43160,2747.3,386.75
16-Mar-18,3/1/2018,43160,2752,382.75
19-Mar-18,3/1/2018,43160,2712.9,375
20-Mar-18,3/1/2018,43160,2716.9,374.5
21-Mar-18,3/1/2018,43160,2711.9,375
22-Mar-18,3/1/2018,43160,2643.7,376
23-Mar-18,3/1/2018,43160,2588.3,377.25
26-Mar-18,3/1/2018,43160,2658.6,374
27-Mar-18,3/1/2018,43160,2612.6,374
28-Mar-18,3/1/2018,43160,2605,373.5
29-Mar-18,3/1/2018,43160,2640.9,387.75
2-Apr-18,4/1/2018,43191,2581.9,387.25
3-Apr-18,4/1/2018,43191,2614.5,388.5
4-Apr-18,4/1/2018,43191,2644.7,381
5-Apr-18,4/1/2018,43191,2662.8,389.5
6-Apr-18,4/1/2018,43191,2604.5,388.5
9-Apr-18,4/1/2018,43191,2613.2,390.75
10-Apr-18,4/1/2018,43191,2656.9,389.25
11-Apr-18,4/1/2018,43191,2642.2,387
12-Apr-18,4/1/2018,43191,2664,388.75
13-Apr-18,4/1/2018,43191,2656.3,386.25
16-Apr-18,4/1/2018,43191,2677.8,382.5
17-Apr-18,4/1/2018,43191,2706.4,380.25
18-Apr-18,4/1/2018,43191,2708.6,383
19-Apr-18,4/1/2018,43191,2693.1,382
20-Apr-18,4/1/2018,43191,2670.1,376.5
23-Apr-18,4/1/2018,43191,2670.3,378.5
24-Apr-18,4/1/2018,43191,2634.6,381.25
25-Apr-18,4/1/2018,43191,2639.4,386.5
26-Apr-18,4/1/2018,43191,2666.9,386
27-Apr-18,4/1/2018,43191,2669.9,389.5
30-Apr-18,4/1/2018,43191,2648.1,392.5
1-May-18,5/1/2018,43221,2654.8,396.75
2-May-18,5/1/2018,43221,2635.7,396
3-May-18,5/1/2018,43221,2629.7,399.5
4-May-18,5/1/2018,43221,2663.4,398.75
7-May-18,5/1/2018,43221,2672.6,393.25
8-May-18,5/1/2018,43221,2671.9,395.5
9-May-18,5/1/2018,43221,2697.8,394.75
10-May-18,5/1/2018,43221,2723.1,394.75
11-May-18,5/1/2018,43221,2727.7,389.75
14-May-18,5/1/2018,43221,2730.1,389
15-May-18,5/1/2018,43221,2711.5,402.25
16-May-18,5/1/2018,43221,2722.5,399.25
17-May-18,5/1/2018,43221,2720.1,395.25
18-May-18,5/1/2018,43221,2713,402.5
21-May-18,5/1/2018,43221,2733,402.75
22-May-18,5/1/2018,43221,2724.4,404.75
23-May-18,5/1/2018,43221,2733.3,408.5
24-May-18,5/1/2018,43221,2727.8,404.25
25-May-18,5/1/2018,43221,2721.3,406
29-May-18,5/1/2018,43221,2689.9,400
30-May-18,5/1/2018,43221,2724,393.5
31-May-18,5/1/2018,43221,2705.3,394
1-Jun-18,6/1/2018,43252,2734.6,391.5
4-Jun-18,6/1/2018,43252,2746.9,380.75
5-Jun-18,6/1/2018,43252,2748.8,383.75
6-Jun-18,6/1/2018,43252,2772.4,378.25
7-Jun-18,6/1/2018,43252,2770.4,376.25
8-Jun-18,6/1/2018,43252,2779,377.75
11-Jun-18,6/1/2018,43252,2782,367.25
12-Jun-18,6/1/2018,43252,2786.9,377.5
13-Jun-18,6/1/2018,43252,2775.6,376
14-Jun-18,6/1/2018,43252,2782.5,363
15-Jun-18,6/1/2018,43252,2779.7,361.25
18-Jun-18,6/1/2018,43252,2773.8,356
19-Jun-18,6/1/2018,43252,2762.6,353.75
20-Jun-18,6/1/2018,43252,2767.3,354.25
21-Jun-18,6/1/2018,43252,2749.8,357
22-Jun-18,6/1/2018,43252,2754.9,357.25
25-Jun-18,6/1/2018,43252,2717.1,350.5
26-Jun-18,6/1/2018,43252,2723.1,352.5
27-Jun-18,6/1/2018,43252,2699.6,352.5
28-Jun-18,6/1/2018,43252,2716.3,345
29-Jun-18,6/1/2018,43252,2718.4,350.25
2-Jul-18,7/1/2018,43282,2726.7,337.5
3-Jul-18,7/1/2018,43282,2713.2,342.75
5-Jul-18,7/1/2018,43282,2736.6,343.5
6-Jul-18,7/1/2018,43282,2759.8,351.75
9-Jul-18,7/1/2018,43282,2784.2,345.75
10-Jul-18,7/1/2018,43282,2793.8,339.75
11-Jul-18,7/1/2018,43282,2774,331.25
12-Jul-18,7/1/2018,43282,2798.3,336.5
13-Jul-18,7/1/2018,43282,2801.3,330.25
16-Jul-18,7/1/2018,43282,2798.4,341.75
17-Jul-18,7/1/2018,43282,2809.6,346.25
18-Jul-18,7/1/2018,43282,2815.6,347.25
19-Jul-18,7/1/2018,43282,2804.5,351.25
20-Jul-18,7/1/2018,43282,2801.8,355.25
23-Jul-18,7/1/2018,43282,2807,357.25
24-Jul-18,7/1/2018,43282,2820.4,352
25-Jul-18,7/1/2018,43282,2846.1,359.25
26-Jul-18,7/1/2018,43282,2837.4,361.5
27-Jul-18,7/1/2018,43282,2818.8,362
30-Jul-18,7/1/2018,43282,2802.6,367.25
31-Jul-18,7/1/2018,43282,2816.3,372.25
1-Aug-18,8/1/2018,43313,2813.4,365
2-Aug-18,8/1/2018,43313,2827.2,366.75
3-Aug-18,8/1/2018,43313,2840.4,369.75
6-Aug-18,8/1/2018,43313,2850.4,371
7-Aug-18,8/1/2018,43313,2858.5,370.75
8-Aug-18,8/1/2018,43313,2857.7,371.25
9-Aug-18,8/1/2018,43313,2853.6,369.25
10-Aug-18,8/1/2018,43313,2833.3,357.75
13-Aug-18,8/1/2018,43313,2821.9,356.5
14-Aug-18,8/1/2018,43313,2840,362.25
15-Aug-18,8/1/2018,43313,2818.4,361.5
16-Aug-18,8/1/2018,43313,2840.7,365.25
17-Aug-18,8/1/2018,43313,2850.1,364.25
20-Aug-18,8/1/2018,43313,2857.1,362
21-Aug-18,8/1/2018,43313,2863,359.75
22-Aug-18,8/1/2018,43313,2861.8,352.5
23-Aug-18,8/1/2018,43313,2857,346.75
24-Aug-18,8/1/2018,43313,2874.7,348.5
27-Aug-18,8/1/2018,43313,2896.7,346.75
28-Aug-18,8/1/2018,43313,2897.5,341
29-Aug-18,8/1/2018,43313,2914,341.25
30-Aug-18,8/1/2018,43313,2901.1,341
31-Aug-18,8/1/2018,43313,2901.5,351
4-Sep-18,9/1/2018,43344,2896.7,354.5
5-Sep-18,9/1/2018,43344,2888.6,351.75
6-Sep-18,9/1/2018,43344,2878.1,353.5
7-Sep-18,9/1/2018,43344,2871.7,354.25
10-Sep-18,9/1/2018,43344,2877.1,355.5
11-Sep-18,9/1/2018,43344,2887.9,355.25
12-Sep-18,9/1/2018,43344,2888.9,341.5
13-Sep-18,9/1/2018,43344,2904.2,336.25
14-Sep-18,9/1/2018,43344,2905,337
17-Sep-18,9/1/2018,43344,2888.8,348
18-Sep-18,9/1/2018,43344,2904.3,343.25
19-Sep-18,9/1/2018,43344,2908,345.75
20-Sep-18,9/1/2018,43344,2930.8,352.5
21-Sep-18,9/1/2018,43344,2929.7,357.25
24-Sep-18,9/1/2018,43344,2919.4,360.5
25-Sep-18,9/1/2018,43344,2915.6,363.75
26-Sep-18,9/1/2018,43344,2906,363
27-Sep-18,9/1/2018,43344,2914,364.75
28-Sep-18,9/1/2018,43344,2914,356.25
1-Oct-18,10/1/2018,43374,2924.6,365.75
2-Oct-18,10/1/2018,43374,2923.4,367.5
3-Oct-18,10/1/2018,43374,2925.5,364.75
4-Oct-18,10/1/2018,43374,2901.6,367.5
5-Oct-18,10/1/2018,43374,2885.6,368.25
8-Oct-18,10/1/2018,43374,2884.4,366.5
9-Oct-18,10/1/2018,43374,2880.3,364.5
10-Oct-18,10/1/2018,43374,2785.7,362.75
11-Oct-18,10/1/2018,43374,2728.4,369.25
12-Oct-18,10/1/2018,43374,2767.1,373.75
15-Oct-18,10/1/2018,43374,2750.8,378.25
16-Oct-18,10/1/2018,43374,2809.9,375.25
17-Oct-18,10/1/2018,43374,2809.2,374.25
18-Oct-18,10/1/2018,43374,2768.8,370.75
19-Oct-18,10/1/2018,43374,2767.8,367
22-Oct-18,10/1/2018,43374,2755.9,369.5
23-Oct-18,10/1/2018,43374,2740.7,370.25
24-Oct-18,10/1/2018,43374,2656.1,368.25
25-Oct-18,10/1/2018,43374,2705.6,361
26-Oct-18,10/1/2018,43374,2658.7,367.75
29-Oct-18,10/1/2018,43374,2641.3,366.75
30-Oct-18,10/1/2018,43374,2682.6,364.75
31-Oct-18,10/1/2018,43374,2711.7,363.25
1-Nov-18,11/1/2018,43405,2740.4,366.75
2-Nov-18,11/1/2018,43405,2723.1,371.25
5-Nov-18,11/1/2018,43405,2738.3,374
6-Nov-18,11/1/2018,43405,2755.5,373.25
7-Nov-18,11/1/2018,43405,2813.9,372.25
8-Nov-18,11/1/2018,43405,2806.8,373.5
9-Nov-18,11/1/2018,43405,2781,369.75
12-Nov-18,11/1/2018,43405,2726.2,371.25
13-Nov-18,11/1/2018,43405,2722.2,366.5
14-Nov-18,11/1/2018,43405,2701.6,367
15-Nov-18,11/1/2018,43405,2730.2,367.5
16-Nov-18,11/1/2018,43405,2736.3,364.75
19-Nov-18,11/1/2018,43405,2690.7,362.25
20-Nov-18,11/1/2018,43405,2641.9,361.25
21-Nov-18,11/1/2018,43405,2649.9,361.75
23-Nov-18,11/1/2018,43405,2632.6,359
26-Nov-18,11/1/2018,43405,2673.5,356
27-Nov-18,11/1/2018,43405,2682.2,356.5
28-Nov-18,11/1/2018,43405,2743.8,360.5
29-Nov-18,11/1/2018,43405,2737.8,360.25
30-Nov-18,11/1/2018,43405,2760.2,366.5
3-Dec-18,12/1/2018,43435,2790.4,371.25
4-Dec-18,12/1/2018,43435,2700.1,374.25
6-Dec-18,12/1/2018,43435,2696,372
7-Dec-18,12/1/2018,43435,2633.1,374
10-Dec-18,12/1/2018,43435,2637.7,374.25
11-Dec-18,12/1/2018,43435,2636.8,375
12-Dec-18,12/1/2018,43435,2651.1,376.25
13-Dec-18,12/1/2018,43435,2650.5,375.5
14-Dec-18,12/1/2018,43435,2600,376.75
17-Dec-18,12/1/2018,43435,2545.9,384
18-Dec-18,12/1/2018,43435,2546.2,385.5
19-Dec-18,12/1/2018,43435,2507,381.75
20-Dec-18,12/1/2018,43435,2467.4,375.25
21-Dec-18,12/1/2018,43435,2416.6,378.5
24-Dec-18,12/1/2018,43435,2351.1,377.75
26-Dec-18,12/1/2018,43435,2467.7,373.25
27-Dec-18,12/1/2018,43435,2488.8,374.5
28-Dec-18,12/1/2018,43435,2485.7,375.5
31-Dec-18,12/1/2018,43435,2506.9,375
2-Jan-19,1/1/2019,43466,2510,375.75
3-Jan-19,1/1/2019,43466,2447.9,379.75
4-Jan-19,1/1/2019,43466,2531.9,383
7-Jan-19,1/1/2019,43466,2549.7,382.25
8-Jan-19,1/1/2019,43466,2574.4,380
9-Jan-19,1/1/2019,43466,2585,382
10-Jan-19,1/1/2019,43466,2596.6,376.25
11-Jan-19,1/1/2019,43466,2596.3,378.25
14-Jan-19,1/1/2019,43466,2582.6,378.5
15-Jan-19,1/1/2019,43466,2610.3,371.25
16-Jan-19,1/1/2019,43466,2616.1,374
17-Jan-19,1/1/2019,43466,2636,380
18-Jan-19,1/1/2019,43466,2670.7,381.75
22-Jan-19,1/1/2019,43466,2632.9,379
23-Jan-19,1/1/2019,43466,2638.7,378.75
24-Jan-19,1/1/2019,43466,2642.3,377
25-Jan-19,1/1/2019,43466,2664.8,380.25
28-Jan-19,1/1/2019,43466,2643.9,379.75
29-Jan-19,1/1/2019,43466,2640,377.25
30-Jan-19,1/1/2019,43466,2681.1,381.25
31-Jan-19,1/1/2019,43466,2704.1,376.5
1-Feb-19,2/1/2019,43497,2706.5,378.25
4-Feb-19,2/1/2019,43497,2724.9,379.25
5-Feb-19,2/1/2019,43497,2737.7,380.75
6-Feb-19,2/1/2019,43497,2731.6,380
7-Feb-19,2/1/2019,43497,2706.1,376.5
8-Feb-19,2/1/2019,43497,2707.9,374.25
11-Feb-19,2/1/2019,43497,2709.8,372.75
12-Feb-19,2/1/2019,43497,2744.7,378.25
13-Feb-19,2/1/2019,43497,2753,378.75
14-Feb-19,2/1/2019,43497,2745.7,374.75
15-Feb-19,2/1/2019,43497,2775.6,374.75
19-Feb-19,2/1/2019,43497,2779.8,369.75
20-Feb-19,2/1/2019,43497,2784.7,370.75
21-Feb-19,2/1/2019,43497,2774.9,375.5
22-Feb-19,2/1/2019,43497,2792.7,375.25
25-Feb-19,2/1/2019,43497,2796.1,370.5
26-Feb-19,2/1/2019,43497,2793.9,366.25
27-Feb-19,2/1/2019,43497,2792.4,363.75
28-Feb-19,2/1/2019,43497,2784.5,362
1-Mar-19,3/1/2019,43525,2803.7,364
4-Mar-19,3/1/2019,43525,2792.8,365
5-Mar-19,3/1/2019,43525,2789.7,366
6-Mar-19,3/1/2019,43525,2771.5,362.5
7-Mar-19,3/1/2019,43525,2748.9,356
8-Mar-19,3/1/2019,43525,2743.1,354.75
11-Mar-19,3/1/2019,43525,2783.3,352.5
12-Mar-19,3/1/2019,43525,2791.5,356.5
13-Mar-19,3/1/2019,43525,2810.9,357.25
14-Mar-19,3/1/2019,43525,2808.5,361.5
15-Mar-19,3/1/2019,43525,2822.5,373.25
18-Mar-19,3/1/2019,43525,2832.9,371.5
19-Mar-19,3/1/2019,43525,2832.6,371.25
20-Mar-19,3/1/2019,43525,2824.2,371.5
21-Mar-19,3/1/2019,43525,2854.9,376.25
22-Mar-19,3/1/2019,43525,2800.7,378.25
25-Mar-19,3/1/2019,43525,2798.4,379.75
26-Mar-19,3/1/2019,43525,2818.5,377.25
27-Mar-19,3/1/2019,43525,2805.4,373.75
28-Mar-19,3/1/2019,43525,2815.4,374
