Date,Region,Cash,Contract,Futures
3/20/2014,North,4.99,Sep,4.82
3/27/2014,North,5.02,Sep,4.92
4/3/2014,North,5.36,Sep,5.03
4/10/2014,North,5.41,Sep,5.07
4/17/2014,North,5.36,Sep,4.98
4/24/2014,North,5.4,Sep,5.05
5/1/2014,North,5.46,Sep,5.03
5/8/2014,North,5.54,Sep,5.13
5/15/2014,North,5.23,Sep,4.81
5/22/2014,North,5.16,Sep,4.74
5/29/2014,North,5.08,Sep,4.63
6/5/2014,North,4.88,Sep,4.44
6/12/2014,North,4.67,Sep,4.4
6/19/2014,North,4.74,Sep,4.44
6/26/2014,North,4.66,Sep,4.39
1/1/2015,Central,3.71,Dec,4.2
1/8/2015,Central,3.68,Dec,4.17
1/15/2015,Central,3.84,Dec,4.08
1/22/2015,Central,3.45,Dec,4.13
1/29/2015,Central,3.34,Dec,4.03
2/5/2015,Central,3.59,Dec,4.16
2/12/2015,Central,3.63,Dec,4.13
2/19/2015,Central,3.71,Dec,4.2
2/26/2015,Central,3.33,Dec,4.14
3/5/2015,Central,3.6,Dec,4.14
3/12/2015,Central,3.62,Dec,4.12
3/19/2015,Central,3.7,Dec,3.99
3/26/2015,Central,3.84,Dec,4.15
4/2/2015,Central,3.36,Dec,4.11
4/9/2015,Central,3.61,Dec,4.04
4/16/2015,Central,3.63,Dec,4
4/23/2015,Central,3.2,Dec,3.95
4/30/2015,Central,3.2,Dec,3.84
5/7/2015,Central,3.38,Dec,3.77
5/14/2015,Central,3.49,Dec,3.85
5/21/2015,Central,3.47,Dec,3.82
5/28/2015,Central,3.57,Dec,3.7
6/4/2015,Central,3.53,Dec,3.81
6/11/2015,Central,3.56,Dec,3.74
6/18/2015,Central,3.59,Dec,3.73
6/25/2015,Central,3.77,Dec,3.92
1/1/2015,Central,3.71,Jul,4.11
1/8/2015,Central,3.68,Jul,4.1
1/15/2015,Central,3.84,Jul,3.94
1/22/2015,Central,3.45,Jul,3.99
1/29/2015,Central,3.34,Jul,3.88
2/5/2015,Central,3.59,Jul,4.01
2/12/2015,Central,3.63,Jul,3.98
2/19/2015,Central,3.71,Jul,4.05
2/26/2015,Central,3.33,Jul,3.97
3/5/2015,Central,3.6,Jul,3.98
3/12/2015,Central,3.62,Jul,3.96
3/19/2015,Central,3.7,Jul,3.82
3/26/2015,Central,3.84,Jul,3.99
4/2/2015,Central,3.36,Jul,3.95
4/9/2015,Central,3.61,Jul,3.86
4/16/2015,Central,3.63,Jul,3.83
4/23/2015,Central,3.2,Jul,3.77
4/30/2015,Central,3.2,Jul,3.66
5/7/2015,Central,3.38,Jul,3.62
5/14/2015,Central,3.49,Jul,3.68
5/21/2015,Central,3.47,Jul,3.65
5/28/2015,Central,3.57,Jul,3.54
6/4/2015,Central,3.53,Jul,3.64
6/11/2015,Central,3.56,Jul,3.57
6/18/2015,Central,3.59,Jul,3.58
6/25/2015,Central,3.77,Jul,3.77
1/1/2015,Central,3.71,Sep,4.14
1/8/2015,Central,3.68,Sep,4.12
1/15/2015,Central,3.84,Sep,4
1/22/2015,Central,3.45,Sep,4.05
1/29/2015,Central,3.34,Sep,3.95
2/5/2015,Central,3.59,Sep,4.08
2/12/2015,Central,3.63,Sep,4.05
2/19/2015,Central,3.71,Sep,4.12
2/26/2015,Central,3.33,Sep,4.04
3/5/2015,Central,3.6,Sep,4.06
