stock1,stock2,stock3,stock4,stock5,stock6,stock7,stock8
12.75785101,9.267183249,5.757489866,2.269338726,12.30770689,8.673370069,4.989823895,1.39002886
12.75785101,9.164663362,5.638115814,1.912013847,13.0118156,9.259731145,5.53997801,1.771045
12.75785101,9.42729093,6.05524875,2.55072734,12.60758078,9.311101415,6.10021159,2.75349387
12.75785101,9.135394891,5.520381592,1.684108074,12.19827913,8.50224474,4.900157677,1.315067013
12.75785101,9.178332916,5.616072263,2.253087537,11.68506565,8.450262334,5.223768308,2.206229091
12.75785101,9.417133789,6.017577365,2.6163848,11.91453783,8.506220312,5.089681464,1.678120477
12.75785101,9.254907378,5.763691234,2.364584932,13.17770712,9.81487132,6.338348245,2.660777684
12.75785101,9.02271181,5.314899667,1.516660063,14.29035074,10.24942846,6.317551568,2.311860448
12.75785101,9.065394183,5.440688412,1.708277681,13.39136959,9.505017713,5.560802845,1.621188235
12.75785101,9.260588259,5.689616408,1.89814551,14.31062521,10.22535028,6.191468653,2.315359692
12.75785101,9.192331306,5.6277858,1.730246915,13.73866109,9.833876632,5.940688416,2.209364219
12.75785101,9.076014846,5.29268005,1.489213182,12.96799322,9.290254709,5.74496835,1.992491226
12.75785101,9.097916209,5.474246959,1.899292073,14.26959243,10.42624802,6.622520111,2.868438863
12.75785101,9.062739847,5.328847889,1.886599936,12.43693505,8.96639283,5.517186299,1.989543516
12.75785101,9.294776029,5.796600476,2.00282982,14.08130477,10.12755369,6.113196666,2.009893826
12.75785101,8.994004132,5.282006908,1.585752182,12.78941174,9.183069469,5.60576656,2.106963499
12.75785101,9.280854213,5.763995219,2.235261722,13.17783695,9.507452957,5.901988752,2.00828717
12.75785101,9.321150096,5.783996806,2.495563225,11.95611505,8.456240725,5.07327053,1.615879133
12.75785101,9.079062477,5.431617428,1.458675286,14.36651139,10.33823967,6.298725838,2.150848644
12.75785101,9.302519982,5.883511241,2.561902785,11.87064983,8.693553926,5.562282307,2.415138761
12.75785101,9.248342861,5.851802086,2.300277245,13.38129314,9.631113116,6.004759174,2.208026961
12.75785101,9.146622224,5.600670957,1.64932995,13.81100068,10.06551972,6.356645325,2.575290671
12.75785101,9.444698357,6.142003633,2.804057944,12.46680321,9.193182974,5.985742815,2.633703477
12.75785101,9.075459103,5.414939567,1.784220452,12.556223,9.098327732,5.548538879,2.038042844
12.75785101,9.37798224,5.980053766,2.690158904,11.3755146,8.383581935,5.383567706,2.366802047
12.75785101,9.004564653,5.360428964,1.829431597,12.0974083,8.482657961,4.944201148,1.324688542
12.75785101,9.186846142,5.476723132,1.654556349,13.6243552,9.832541802,6.198341695,2.421193961
12.75785101,9.234346319,5.662637665,1.448093895,14.21865725,10.18758477,6.164469984,2.129947297
12.75785101,9.132840801,5.525981038,2.09335642,12.05138789,8.579064315,5.137834214,1.787672261
12.75785101,9.19631526,5.637119523,2.492900658,11.72263294,8.666830336,5.666752975,2.63505623
12.75785101,9.370789894,6.081889319,3.042949094,11.14087988,8.162829359,5.242507154,2.491862551
12.75785101,9.040687888,5.36196129,1.136152638,14.57598789,10.15239618,5.72481402,1.494567407
12.75785101,9.132796043,5.537840863,1.940648351,13.51835074,9.873780149,6.391876791,3.038102209
12.75785101,9.261091019,5.791782556,2.553964321,12.10611633,8.892898863,5.75300762,2.550056948
12.75785101,9.089641197,5.442345088,2.245346748,12.67140441,9.435312908,6.145932929,2.658616657
12.75785101,9.147628874,5.575276621,2.179868966,11.72833208,8.475546644,5.124691851,1.768129053
12.75785101,9.006271244,5.257991295,1.566388218,12.15249816,8.32919672,4.405156775,0.672645674
12.75785101,8.988175298,5.284987905,1.267684783,14.13517548,10.09839469,5.960414192,1.886168337
12.75785101,9.269192951,5.797048297,2.581684945,11.69545474,8.55160465,5.367600269,2.175869964
12.75785101,9.175307989,5.607719666,1.875507298,12.8735455,9.097784855,5.408560354,1.676317182
12.75785101,9.07889341,5.408278293,1.803968718,12.43978871,8.573720121,4.844774154,1.33734442
12.75785101,9.369716547,5.964746784,2.504083908,13.03828071,9.400941673,5.692380313,1.795138505
12.75785101,9.217069113,5.715477063,1.883894204,13.13250424,9.431890475,5.666288837,1.974079072
12.75785101,8.936449954,5.085119948,1.84490999,11.99192044,8.630326209,5.295913853,2.119641763
12.75785101,9.318478864,5.865376581,2.329331779,12.65884688,9.267392837,5.895404421,2.481534149
12.75785101,9.126012409,5.537825852,1.858592869,12.9149762,9.36847372,5.827395897,1.932824747
12.75785101,8.986672869,5.282981964,1.857184646,12.72475241,9.383516593,6.006933002,2.623071717
12.75785101,9.290769151,5.833347618,2.475311611,12.15123392,8.801990358,5.463693653,1.993020157
12.75785101,9.15683446,5.684130409,2.595591078,11.11778431,8.046797808,4.961410858,2.031982258
12.75785101,9.248871855,5.785773865,1.968683839,14.43882588,10.31412366,6.291340738,2.063675978
12.75785101,9.147667607,5.636410357,2.514282374,11.20911317,7.985305159,4.813563427,1.918541197
12.75785101,9.190521836,5.666935198,2.288964495,10.62714542,7.286333698,4.039918928,0.754738736
12.75785101,9.271453711,5.755257447,2.559394587,11.6907801,8.649587357,5.683842762,2.657718146
12.75785101,9.114013075,5.539807201,1.658439792,14.06481678,10.17018977,6.337435629,2.377245221
12.75785101,8.999853484,5.283312227,1.986168607,11.38327829,8.038065972,4.814829211,1.530542701
12.75785101,9.430727886,6.15173279,2.760108579,12.3631665,8.894798983,5.49819692,2.244213577
12.75785101,8.72362935,4.78908277,1.107585423,12.09965543,8.634674229,5.232591188,1.985735482
12.75785101,8.845680807,4.976845158,1.093904133,12.98608412,9.360450011,5.695392906,2.13619143
12.75785101,9.1064123,5.499289998,1.965522126,12.45242438,8.792423692,5.124597594,1.523034651
12.75785101,9.020465335,5.213768153,1.115931785,13.41601391,9.384874931,5.331311667,1.218477505
12.75785101,8.581031914,4.459514374,0.367381989,13.2018501,9.090272481,4.941509449,0.920130044
12.75785101,9.299200604,6.014433719,2.916766627,12.52184371,9.308552128,6.101530627,3.032578949
12.75785101,9.366354346,6.008439938,2.79636293,12.98420637,9.57517609,6.194751238,2.797259829
12.75785101,9.47267349,6.123039466,3.020466567,11.40122649,8.335344258,5.350942313,2.330322985
12.75785101,9.311231907,5.880449547,2.901318645,11.4435773,8.423932082,5.324670269,2.066672908
12.75785101,9.388985839,6.076677004,3.154937973,11.31597757,8.510568166,5.570760126,2.679941545
12.75785101,9.139650545,5.458007124,1.663299418,13.28272102,9.565950525,5.993024302,2.218192959
12.75785101,9.335782797,5.955226678,2.52532584,12.37597145,8.722764487,5.074626511,1.387619384
12.75785101,9.231678775,5.741723869,1.983004955,13.33697311,9.62539589,6.013593486,2.292061254
12.75785101,9.375641608,6.062643618,2.830691472,12.22808982,8.934825844,5.694634115,2.590242356
12.75785101,9.209614518,5.623962167,2.094093174,12.78604409,9.264617409,5.787742919,2.278979252
12.75785101,8.708466003,4.788151522,0.439423286,13.85580336,9.902040105,6.020141454,2.249549036
12.75785101,9.33654765,5.834313783,2.484003875,12.34757198,9.098811138,5.829500042,2.443951062
12.75785101,9.123424681,5.516152408,1.987817565,12.06214685,8.289261436,4.65000903,1.032714683
12.75785101,9.296453431,5.804308129,2.110526655,14.06402465,10.5765778,7.084226418,3.210000013
12.75785101,9.309215167,5.843351565,2.601161758,11.69470026,8.330977183,5.024952361,1.848884781
12.75785101,8.845208835,4.954402404,0.930285403,14.00049538,9.795299242,5.721419437,1.625960344
12.75785101,9.487732435,6.183292262,2.856603904,12.56685403,9.423071209,6.336860946,3.227296362
12.75785101,9.201592787,5.695848022,2.289746305,12.13285073,8.73994111,5.345669141,2.01682624
12.75785101,9.425940995,6.082730501,2.516719173,12.67278528,9.18255943,5.781253389,2.3634267
12.75785101,9.027376692,5.334687789,1.56376883,13.54209929,9.777351614,6.107589355,2.397726316
12.75785101,9.036999082,5.326892532,1.741130535,13.36211978,9.685469382,6.011720485,2.27680373
12.75785101,9.232070101,5.753942309,2.27077041,13.39764755,10.0579016,6.766799665,3.271374446
12.75785101,9.125199275,5.549366416,1.880874339,13.60228092,9.798995829,6.013141136,2.198546519
12.75785101,9.286806535,5.888935895,2.354042357,11.60052219,8.183442125,4.789825476,1.400684746
12.75785101,8.961612356,5.124073697,1.079075604,12.72370107,8.688116308,4.750984938,1.084118481
12.75785101,9.173130519,5.564403511,2.122971308,12.5005713,9.143010023,5.708103118,2.076983322
12.75785101,9.590841179,6.307941065,2.968826703,11.69296131,8.489698223,5.278280114,2.289221613
12.75785101,9.129565485,5.511626402,2.305531698,11.56850736,8.407265759,5.170867933,2.028207969
12.75785101,9.270793559,5.832280468,2.503677298,11.75928622,8.445213899,4.996938548,1.381092214
12.75785101,9.27563638,5.864684674,2.416115512,12.37797412,8.978196357,5.872984171,2.599644236
12.75785101,9.592340082,6.417875912,3.445998121,10.94093213,7.952991895,4.966627206,2.090226815
12.75785101,9.210750045,5.608138341,1.912633188,12.61259063,8.963396195,5.39528543,1.764130778
12.75785101,9.113318837,5.518685182,2.002271833,12.82911727,9.180285606,5.598717034,1.935291486
12.75785101,9.265463837,5.746707445,2.625666628,11.39440527,8.252740245,5.134414492,2.31850256
12.75785101,9.418110095,6.016638415,2.725285761,12.54894758,9.27690464,6.055161829,3.061480051
12.75785101,9.02640738,5.297933943,1.595779413,12.29147669,8.735820725,5.230442453,1.614276787
12.75785101,9.307525039,5.933608404,2.54309319,12.09217034,8.816858119,5.499540149,2.265749475
12.75785101,9.181749956,5.630328297,2.049825005,11.80189297,8.380147262,4.943063735,1.508344363
12.75785101,9.235088103,5.718679102,1.969216946,13.42407489,9.853676175,6.244668871,2.701952088
12.75785101,9.174485688,5.667246504,1.779577839,13.82887475,9.673899047,5.649942185,1.673075486
12.75785101,9.221695345,5.726898593,2.479571675,11.60396578,8.248098001,4.933981593,1.678879093
12.75785101,9.130441701,5.569850962,1.870569151,13.14283227,9.205437532,5.296365286,1.543610432
12.75785101,9.239765515,5.7351561,2.213080057,12.23837136,8.819981285,5.352437019,1.981206016
12.75785101,9.1527672,5.5819889,1.670774196,14.36521771,10.5797963,6.797546294,3.023162323
12.75785101,9.371247353,6.013604066,2.587991604,11.74568391,8.254661066,4.828901048,1.510638898
12.75785101,9.102210888,5.428659729,2.155297968,10.87486055,7.663752554,4.511573751,1.299392501
12.75785101,9.214960434,5.765940686,2.375391092,11.73540782,8.422402854,5.098895768,1.630585974
12.75785101,9.564575743,6.265864188,2.88304493,11.8069565,8.49833557,5.201133439,1.934790143
12.75785101,9.028974792,5.36484921,1.454326461,14.30328408,10.37467676,6.327135327,2.349171046
12.75785101,9.626449191,6.485330801,3.558239591,10.71925932,7.817705301,4.98544233,2.104501383
12.75785101,9.345545684,5.955912178,2.21573017,12.34237946,8.681230659,5.062547872,1.748646666
12.75785101,9.142164052,5.516803912,1.951968325,13.31368508,9.683148487,6.013405706,2.328061065
12.75785101,9.551525063,6.426795529,3.534032032,11.48308039,8.383299025,5.262130956,2.123501386
12.75785101,9.055320972,5.402091723,1.808629271,12.6574773,9.002939367,5.39238613,1.781484792
12.75785101,9.306436808,5.824503451,2.285676602,11.99052146,8.463898721,4.904932489,1.307022202
12.75785101,9.003678063,5.296915545,1.94081685,12.05330877,8.837555064,5.738290602,2.768425035
12.75785101,9.312125646,5.901083745,2.598338293,12.77499545,9.375270054,6.018384719,2.437643489
12.75785101,9.273291127,5.815129,2.567293856,11.71277605,8.468831666,5.253474718,1.998798577
12.75785101,8.920411345,5.035026364,1.620553072,11.49361956,8.298473436,5.262379413,2.229870336
12.75785101,9.22546745,5.663549211,2.064570719,12.71152755,8.937903016,5.083424809,1.208538405
12.75785101,9.167476806,5.565776785,1.991703223,12.36961671,8.932413292,5.477071134,1.940856922
12.75785101,9.210188379,5.770082727,1.875680594,13.53828732,9.755760586,5.911864278,1.977566941
12.75785101,9.234027624,5.754159698,1.796463237,14.02039728,9.936436442,5.824566418,1.843397354
12.75785101,9.175746704,5.643379198,2.013112448,13.29198476,9.52275962,5.774774648,2.012367717
12.75785101,9.21281903,5.740156622,2.348500634,12.05802374,8.557145018,5.14329645,1.561028725
12.75785101,9.04718551,5.340979734,1.644558193,12.84816191,9.267510941,5.788479951,2.148849041
12.75785101,8.807444845,4.832484899,0.73409953,13.74346516,9.482488188,5.333359941,1.446865182
12.75785101,9.312516255,5.883589829,2.466396862,12.58964875,9.228873732,5.819860346,2.355777942
12.75785101,8.89242412,5.092077436,1.265685973,13.56923891,9.69155451,5.87630404,2.000579178
12.75785101,9.035442849,5.35653392,1.983769994,13.52339817,10.08697584,6.702842361,3.094379804
12.75785101,9.260746904,5.788699671,2.222024959,13.07076918,9.581286571,6.156408812,2.383730399
12.75785101,9.040928794,5.322416189,1.838107413,13.24617065,9.630286242,6.017260531,2.392362919
12.75785101,9.402807983,6.069058522,2.234738655,13.98697811,10.33618612,6.670779651,2.981075578
12.75785101,9.126092778,5.529265921,2.174030226,12.47637089,9.14187926,5.817871748,2.417430237
12.75785101,9.44660832,6.177987343,2.859571513,11.53007758,8.415570237,5.395011037,2.228038609
12.75785101,9.182446856,5.575741754,2.174249895,11.82367641,8.374436159,4.810080666,1.243269453
12.75785101,9.064164109,5.376646681,1.881679359,11.76073729,8.511165622,5.29973107,1.951507157
12.75785101,9.506644425,6.263112598,3.028286874,13.02963825,9.533417757,6.203571619,2.967864751
12.75785101,9.217643929,5.766011937,2.320313531,12.12471304,8.41822196,4.655372357,0.848672742
12.75785101,9.397177751,6.034845368,2.519152642,12.8246967,9.440703503,6.046276217,2.698195487
12.75785101,8.923952169,5.017211771,1.360789434,12.55162274,8.944759984,5.330037939,1.450139049
12.75785101,8.822640213,4.92170708,1.11271763,13.80571961,9.736995408,5.667117776,1.673145832
12.75785101,8.850309147,4.882790797,1.148889065,11.96782034,8.421230085,4.809137806,1.382731087
12.75785101,8.84366179,4.993262669,1.464354107,13.1828818,9.528202873,5.83221294,2.131007122
12.75785101,9.05952667,5.448747578,1.776057825,13.06518744,9.61485848,6.216537743,2.793348231
12.75785101,9.20874389,5.559341452,1.933214142,12.08465881,8.405278855,4.821370197,1.086223274
12.75785101,9.289643885,5.864488088,2.424639025,12.23134056,9.106144636,5.877243197,2.564868989
12.75785101,9.014291282,5.281785066,1.250844646,13.11536767,9.347755532,5.681711159,1.934730005
12.75785101,9.306511118,5.877212616,2.652223709,12.63558591,9.283684398,6.007703457,2.683518782
12.75785101,9.289076027,5.850881866,2.721639226,11.44097228,8.468796591,5.529076515,2.435375381
12.75785101,9.326907055,5.931613247,2.380508319,13.00132038,9.468464761,6.00446642,2.689333894
12.75785101,9.366363232,6.049396817,2.774660814,12.62485138,9.110349953,5.752307377,2.234428802
12.75785101,9.076435424,5.428763886,1.898148277,12.20204717,8.497678302,4.807890994,1.162122252
12.75785101,9.009686662,5.372428726,1.831335387,12.02950546,8.702180036,5.413800912,2.071701648
12.75785101,9.340232783,5.896789316,2.285454136,13.72480524,10.0059596,6.304709434,2.71960549
12.75785101,9.165947303,5.545386094,1.78059575,12.6237939,8.839254935,5.01754734,1.36223649
12.75785101,9.080541524,5.373946359,1.308213259,14.54207325,10.40264191,6.30982032,2.362329567
12.75785101,9.074842423,5.532039717,2.046878275,12.36940796,9.037792228,5.651654304,2.406390873
12.75785101,9.106990321,5.553787481,1.955422628,14.10079351,10.21349956,6.326565685,2.336602044
12.75785101,9.247243426,5.718937442,2.336988658,12.00351272,8.676110712,5.298779959,1.784434901
12.75785101,9.304136729,5.902423082,2.588267652,11.67189537,8.508242241,5.308665378,1.788197026
12.75785101,9.392529432,5.964512578,2.336414956,13.92154432,10.08417594,6.341871771,2.482150511
12.75785101,9.037923306,5.297392195,1.588231555,12.96729686,9.358725827,5.801721028,2.335149254
12.75785101,9.333041478,5.932320412,2.606635766,13.19623022,9.798150892,6.515938949,3.158484906
12.75785101,9.148879452,5.630727031,2.168828293,12.67831669,8.971657727,5.2877003,1.663785809
12.75785101,9.237808002,5.774991818,2.359221732,12.87827521,9.434780509,6.049699723,2.782387061
12.75785101,9.362607538,5.942770514,2.664080267,12.15276945,8.978919846,5.680885089,2.586020204
12.75785101,9.252487665,5.850676358,2.845140487,11.9132181,9.058155421,6.011438891,2.86872396
12.75785101,9.22110922,5.634755216,2.273886468,11.55154779,7.961617362,4.350080151,0.628912223
12.75785101,9.3223008,5.916966676,2.438874784,12.28365234,8.703558891,5.154052314,1.695538606
12.75785101,8.951134955,5.168999685,1.296118849,13.13363438,9.441524895,5.813755442,2.04759819
12.75785101,8.917062558,5.099313377,1.333902948,12.62250229,8.997497162,5.39700109,1.707291248
12.75785101,8.929592385,5.191995963,1.544287226,12.01380931,8.426624052,4.79572946,1.205977889
12.75785101,9.217112438,5.611573926,1.82870962,13.241435,9.709339128,6.107898733,2.610940925
12.75785101,9.117006959,5.473102757,1.789443101,12.85919689,9.115308039,5.416613025,1.502056022
12.75785101,9.22853034,5.724055073,2.283077927,12.40230385,8.963819348,5.590894785,2.058808063
12.75785101,9.314130381,5.829841463,2.514955289,12.38834628,8.897311914,5.489610172,1.847488506
12.75785101,9.110551694,5.464323784,1.785757005,12.4299893,8.935092387,5.621221466,2.254932661
12.75785101,9.092957072,5.422031239,1.970340072,13.05410333,9.446485844,5.804420311,2.008178321
12.75785101,9.057371785,5.313116015,1.524874275,12.63203297,8.992412104,5.318376752,1.654174627
12.75785101,8.841808646,4.983603538,1.613411749,11.70598346,8.625955323,5.506419246,2.271261777
12.75785101,9.287354783,5.842976531,1.846025929,13.24887156,9.557106856,5.807210725,2.054998159
12.75785101,9.025688011,5.308542976,1.275836775,14.42413523,10.31943986,6.146859259,1.903761016
12.75785101,8.992361134,5.239227342,1.553079875,14.00939668,10.04249151,6.032345024,2.070474377
12.75785101,9.452646597,6.159199818,2.676673091,12.63621335,9.126671126,5.629250157,1.994328394
12.75785101,9.252707815,5.714889535,2.349152803,12.16778876,8.764982519,5.463267021,2.300584951
12.75785101,9.130298537,5.525058828,1.848075711,12.82981577,9.198031241,5.638550029,2.125711825
12.75785101,9.25794595,5.883286434,2.416646668,12.46836936,8.946395048,5.449800284,1.968827407
12.75785101,9.062854007,5.395872006,1.44002678,13.38169053,9.443052665,5.569518895,1.930571454
12.75785101,9.310953221,5.921865323,2.519499708,11.82841077,8.383488695,5.038334449,1.543468912
12.75785101,9.421386353,6.114227062,2.916611994,10.51514938,7.407233116,4.366396923,1.20723532
12.75785101,8.990646823,5.256608547,1.768636803,11.98011997,8.754146932,5.692271847,2.489053644
12.75785101,9.118800894,5.507885558,2.125291781,13.79514643,10.10675464,6.492139338,2.608451755
12.75785101,8.959949098,5.080710879,1.035631399,13.96783291,9.84587751,5.697957592,1.486435991
12.75785101,9.432770956,6.085533097,2.723781272,11.95005676,8.826601529,5.695671017,2.57974644
12.75785101,9.17021766,5.494542736,1.804912893,12.34849237,8.815833615,5.34644126,2.007046485
12.75785101,8.968543595,5.261239993,1.422859584,12.64665634,9.002457385,5.417636933,1.976548342
12.75785101,9.106470985,5.512140683,1.620891355,13.24317676,9.429589421,5.693117104,1.956982261
12.75785101,9.037819814,5.448238191,1.633651103,13.74783092,9.859542061,5.99112668,2.052023084
12.75785101,9.439360541,6.224681639,2.899795798,11.62052351,8.426598018,5.228884301,2.151969311
12.75785101,9.3224419,5.881691393,2.326692237,12.8856571,9.520863297,6.214542102,2.796315446
12.75785101,8.871453872,4.985014165,0.522640608,16.06182925,11.27053414,6.544013116,1.813877243
12.75785101,9.348491242,6.125134634,2.784015279,12.67480311,9.162682834,5.624937187,2.241850428
12.75785101,9.135427377,5.499489844,1.89725027,12.87040937,9.452870631,6.152875527,2.596281085
12.75785101,9.069947076,5.326331963,1.590857353,13.35381094,9.579876836,5.733996547,1.829844697
12.75785101,9.132522374,5.562272741,1.998202886,13.0346336,9.43446397,5.816794882,2.040545587
12.75785101,8.691655705,4.709980401,1.008215695,13.49068623,9.472064666,5.437573714,1.279340632
12.75785101,9.479311555,6.21644566,2.771286657,13.0643729,9.706727791,6.236125769,2.64501558
12.75785101,9.352211752,5.988829154,2.825811903,11.26903605,8.082927356,4.920771157,1.893712414
12.75785101,9.256026491,5.774703427,2.216231761,13.23467354,9.621860466,6.024114289,2.522743568
12.75785101,9.059975725,5.347826598,1.49295714,12.6806612,8.962009638,5.32905009,1.540173803
12.75785101,9.184069693,5.593994734,1.966308856,13.02656788,9.086025973,5.289560559,1.530807406
12.75785101,9.233240483,5.715620754,2.648335741,11.07122599,7.960770407,4.87884711,1.484042116
12.75785101,9.19304522,5.595426937,1.843335675,13.4803935,9.879408305,6.296797126,2.730326451
12.75785101,9.123126197,5.428604855,1.839092759,11.60719345,8.043324165,4.518251606,0.830547302
12.75785101,9.226397241,5.702751651,1.640198515,14.27366601,10.09002295,5.922066805,1.60816907
12.75785101,9.021303641,5.333993913,1.755605875,12.34290067,8.694899946,5.100537211,1.3105117
12.75785101,9.227061157,5.693474887,1.988611148,13.13199401,9.504694178,6.004897021,2.293466558
12.75785101,9.480828089,6.217602232,2.715699946,12.92967334,9.470951311,6.094941346,2.809253321
