Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
14.377,12.66913325,12.6712392,11.68284792,11.68733124,NA,NA,NA
14.377,14.04980182,14.03571485,14.36799418,14.64420555,NA,NA,NA
14.377,14.97229522,14.95652582,15.22300362,15.00871745,NA,NA,NA
14.377,14.45122142,14.45392052,14.28230177,14.98516873,NA,NA,NA
14.377,13.9193771,13.9243772,11.5538161,11.52668092,NA,NA,NA
14.377,14.55529955,14.57643025,15.29634551,15.37612035,NA,NA,NA
14.377,14.89644551,14.8819064,13.69120973,13.45707216,NA,NA,NA
14.377,14.33815091,14.33645227,16.4070213,16.91712282,NA,NA,NA
14.377,14.86492893,14.86615639,14.11789755,14.33136677,NA,NA,NA
14.377,14.7016849,14.70401072,15.28691143,14.88375814,NA,NA,NA
14.377,12.85084799,12.84451844,13.71822596,13.82251448,NA,NA,NA
14.377,14.67905026,14.67894683,15.26829164,14.0046029,NA,NA,NA
14.377,14.03648273,14.03206937,14.932684,14.86849723,NA,NA,NA
14.377,13.73695877,13.73830455,14.37426945,14.10921418,NA,NA,NA
14.377,14.65285541,14.64897369,16.17673116,15.36084482,NA,NA,NA
14.377,15.91686666,15.93628747,15.32150983,15.37866701,NA,NA,NA
14.377,13.44023793,13.45087437,14.24734197,13.69768003,NA,NA,NA
14.377,16.18844703,16.19292579,16.16967653,16.21627815,NA,NA,NA
14.377,13.79937672,13.80701406,16.22236082,16.43857511,NA,NA,NA
14.377,14.03895635,14.04869235,13.78975941,14.32513169,NA,NA,NA
14.377,15.57566018,15.59329107,16.97778998,17.24184458,NA,NA,NA
14.377,15.09258047,15.09684069,14.63639252,13.73465671,NA,NA,NA
14.377,15.58036022,15.58542417,15.88079976,16.17003332,NA,NA,NA
14.377,14.55018304,14.52594408,14.54723601,14.45134664,NA,NA,NA
14.377,13.86724845,13.86348544,12.82702422,12.82639404,NA,NA,NA
14.377,13.60408931,13.59572189,13.88316221,13.79898826,NA,NA,NA
14.377,14.6684381,14.66433972,18.61619882,18.3484287,NA,NA,NA
14.377,13.6790052,13.67617354,13.30791314,13.43628064,NA,NA,NA
14.377,13.31105055,13.30784194,12.91371855,13.25749989,NA,NA,NA
14.377,12.85203704,12.83199221,12.01222636,11.38742904,NA,NA,NA
14.377,13.54310775,13.55796073,13.74474018,13.5834472,NA,NA,NA
14.377,12.48705032,12.46701498,12.68123666,12.91937724,NA,NA,NA
14.377,12.88377166,12.87471776,12.29489095,12.51037507,NA,NA,NA
14.377,17.50893017,17.4946118,18.42066824,19.30323142,NA,NA,NA
14.377,12.88403111,12.88516636,13.40917825,13.85681262,NA,NA,NA
14.377,15.11191863,15.09101696,13.38956136,13.68218369,NA,NA,NA
14.377,14.8024105,14.79058627,12.65683309,12.26444128,NA,NA,NA
14.377,13.68327809,13.67657411,14.2173406,14.54462453,NA,NA,NA
14.377,16.05285688,16.04818636,15.33981576,16.32916817,NA,NA,NA
14.377,15.95901654,15.94972012,14.04586869,13.28758363,NA,NA,NA
14.377,15.52841659,15.54797019,15.55292549,15.53403055,NA,NA,NA
14.377,16.00744206,15.99144254,15.89108694,16.0337083,NA,NA,NA
14.377,14.91936106,14.91593902,14.51335436,14.91304041,NA,NA,NA
14.377,14.8216382,14.82895474,16.7789164,16.42507026,NA,NA,NA
14.377,17.18606617,17.17992611,16.9127408,17.46712134,NA,NA,NA
14.377,14.40651401,14.40949059,16.46461589,16.15189025,NA,NA,NA
14.377,15.09869886,15.09848446,13.46217454,12.99300624,NA,NA,NA
14.377,13.93935365,13.93396549,13.43550881,13.0573701,NA,NA,NA
14.377,15.12227622,15.116539,15.61645056,15.31636959,NA,NA,NA
14.377,16.02547428,16.01011698,14.08076113,14.65441705,NA,NA,NA
14.377,14.38719457,14.38007841,13.04155391,12.24824397,NA,NA,NA
14.377,16.36683651,16.36446647,17.0384732,16.60637859,NA,NA,NA
14.377,13.93885173,13.9288148,13.17033727,13.18761809,NA,NA,NA
14.377,14.74515476,14.73838422,15.7036683,15.14286792,NA,NA,NA
14.377,14.88114407,14.87528859,15.79189387,15.5984362,NA,NA,NA
14.377,17.67330099,17.66716338,16.56330597,16.18404448,NA,NA,NA
14.377,17.41685309,17.41137466,17.0936956,17.85644225,NA,NA,NA
14.377,15.32349615,15.31764818,15.24051808,15.70559387,NA,NA,NA
14.377,12.99487348,13.00587712,12.44658224,13.15008,NA,NA,NA
14.377,13.10409585,13.10117336,12.83895166,12.72824037,NA,NA,NA
14.377,13.25659276,13.24841623,13.36048451,13.02321995,NA,NA,NA
14.377,13.00617809,13.00728092,13.4353885,13.76198213,NA,NA,NA
14.377,12.69815335,12.7039972,13.12422504,13.30698018,NA,NA,NA
14.377,15.51405834,15.49375475,15.84941657,16.09134046,NA,NA,NA
14.377,14.68822164,14.69747155,13.61073929,14.05208629,NA,NA,NA
14.377,17.28910521,17.28598031,16.06606927,16.4565484,NA,NA,NA
14.377,15.16430282,15.14655394,15.61667194,15.5488965,NA,NA,NA
14.377,15.44076796,15.43423925,15.46203199,15.03744628,NA,NA,NA
14.377,14.83374992,14.84231973,16.20776892,16.78550055,NA,NA,NA
14.377,13.12481828,13.11712847,12.99241788,13.44345615,NA,NA,NA
14.377,14.28861918,14.27712703,13.97351494,14.17701217,NA,NA,NA
14.377,13.36118313,13.34763364,16.04929179,16.82473065,NA,NA,NA
14.377,15.14905195,15.1610505,14.73280731,15.02495801,NA,NA,NA
14.377,13.52525891,13.54132033,15.74603878,15.43335029,NA,NA,NA
14.377,16.2237267,16.23513276,15.99448853,15.8078156,NA,NA,NA
14.377,13.53582043,13.53271608,14.80826518,15.21706253,NA,NA,NA
14.377,14.47516219,14.4824421,15.60704143,16.03756106,NA,NA,NA
14.377,15.03689009,15.03008598,16.32534301,15.93998681,NA,NA,NA
14.377,13.50657569,13.50236601,13.92374968,14.49944403,NA,NA,NA
14.377,13.24720471,13.24466536,14.13397212,14.24900758,NA,NA,NA
14.377,13.33101264,13.32927913,14.86615011,14.8936168,NA,NA,NA
14.377,12.25316333,12.25855974,13.14371132,13.28981864,NA,NA,NA
14.377,13.83357057,13.84582189,16.05498717,16.31040512,NA,NA,NA
14.377,13.89395151,13.88951324,14.03342147,15.30045494,NA,NA,NA
14.377,14.10666955,14.09345419,14.16010939,14.0771601,NA,NA,NA
14.377,16.90459851,16.90453924,15.51972824,15.2399593,NA,NA,NA
14.377,13.53770006,13.52840062,12.17662902,12.44601126,NA,NA,NA
14.377,14.45504539,14.45092506,13.75812559,13.80167203,NA,NA,NA
14.377,13.0138826,13.01148993,13.10731134,13.76449927,NA,NA,NA
14.377,15.88691415,15.90047773,17.592655,16.80626123,NA,NA,NA
14.377,15.93136836,15.93540512,14.82369637,14.18306462,NA,NA,NA
14.377,13.26312951,13.24906987,12.04610733,11.57601683,NA,NA,NA
14.377,13.58082189,13.60400309,13.77845464,13.79051155,NA,NA,NA
14.377,13.79115008,13.7925084,16.5005782,16.21578584,NA,NA,NA
14.377,12.98120619,12.95891651,12.28177904,11.78690524,NA,NA,NA
14.377,13.52440763,13.51560544,12.81023132,12.74377949,NA,NA,NA
14.377,13.83420503,13.83604728,14.49146741,14.64494134,NA,NA,NA
14.377,14.79370604,14.80915504,15.10112183,15.49380062,NA,NA,NA
