P_1_5,P_2_5,P_3_5,P_4_5,P_5_5
3.496613957,3.861398129,4.041526348,2.83505135,2.524990051
3.496613957,3.642087915,3.735605911,4.062835813,5.286547494
3.496613957,3.761374434,3.583078616,3.620565382,4.220051241
3.496613957,3.317819717,3.592965246,4.512282194,5.267481531
3.496613957,2.622442885,2.798999209,1.657690502,2.198925229
3.496613957,2.814843209,2.564515562,1.161854578,2.383988922
3.496613957,3.754809971,4.04316381,5.352214007,5.749520649
3.496613957,2.464888314,2.546481375,1.954145951,2.07893029
3.496613957,3.376448075,3.153476803,1.444925278,1.097263216
3.496613957,2.444227666,2.180408059,1.121311784,1.279788794
3.496613957,4.343466575,4.112352662,3.773609947,3.248702448
3.496613957,3.073436674,3.144225854,3.5340147,2.468139794
3.496613957,2.223404172,2.342630588,3.352505944,3.769213847
3.496613957,2.935457201,2.860626524,4.375180884,4.306726254
3.496613957,3.803829091,3.930683369,4.20590698,4.389491651
3.496613957,2.738564874,3.128412189,2.10358653,3.054657264
3.496613957,3.101824902,3.118529726,3.909971149,3.895475055
3.496613957,3.271923406,3.412438028,2.969656465,2.355545536
3.496613957,4.779636667,4.618177563,4.464891031,5.037918992
3.496613957,3.991916242,3.885410095,1.959649909,2.661427278
3.496613957,3.411341888,3.364971431,2.810761031,3.273895986
3.496613957,3.210530884,3.301916435,3.816138141,3.843591908
3.496613957,3.700625008,3.558262102,3.977081999,4.047171604
3.496613957,3.16679946,3.043541998,2.413777221,1.881093444
3.496613957,3.456855098,3.25725246,3.717471024,4.898590823
3.496613957,3.035559029,3.194572096,2.471175162,1.951022341
3.496613957,2.811160811,2.775577381,3.31269848,3.231062472
3.496613957,3.061948703,2.889631829,4.954879348,4.920289907
3.496613957,3.486915432,3.630128495,2.719529892,2.884847963
3.496613957,2.241850049,2.372807809,1.394299468,0.591229908
3.496613957,3.35054483,3.209674764,4.3982906,4.858925787
3.496613957,2.131499539,2.133644109,2.714588136,3.623481071
3.496613957,2.546896361,2.448112288,2.439704345,1.772496528
3.496613957,3.259384997,3.100702892,3.223686788,1.983332271
3.496613957,3.672226664,3.505863517,3.692294699,4.189480447
3.496613957,3.551577884,3.271953282,4.425983001,5.251076431
3.496613957,3.532450456,3.293812383,4.059192753,3.636227536
3.496613957,2.731223421,2.715190961,2.575943161,2.311601303
3.496613957,3.300349995,3.25259808,2.969353507,2.560682958
3.496613957,4.038162851,3.846333038,3.798781438,4.685247742
3.496613957,2.157864886,2.472303809,3.986276576,4.789291033
3.496613957,2.863580247,2.791920373,1.369671672,1.002186155
3.496613957,2.088235066,1.838848007,2.573817445,2.610656703
3.496613957,3.913023232,4.16773588,5.645832762,5.09465116
3.496613957,4.545919239,4.506840412,4.475123206,4.472893833
3.496613957,2.86373149,3.054357631,2.33646126,1.765840127
3.496613957,4.341242833,4.211191822,5.229822526,5.244848354
3.496613957,3.302531734,3.244473466,3.479057557,4.010093284
3.496613957,3.605127409,3.75964627,4.948738993,4.960341843
3.496613957,3.567663111,3.534943969,3.240794284,2.779735571
3.496613957,3.764412295,4.117121408,2.441655891,2.224627136
3.496613957,2.443946906,2.479710604,3.857026777,3.627953453
3.496613957,2.193373016,2.434758437,2.97330396,1.986047121
3.496613957,3.732003136,3.595192982,3.367577822,3.548777325
3.496613957,3.226153779,3.004626371,4.089817344,3.326287695
3.496613957,3.399525269,3.000615628,2.679821635,3.043904863
3.496613957,2.831448075,2.619542518,2.171912927,2.996202592
3.496613957,4.443586496,4.476794782,4.709789526,4.254224786
3.496613957,4.231527809,3.90884215,3.983776346,4.590100143
3.496613957,4.102268104,3.759831859,2.136613725,0.760933795
3.496613957,3.19661301,2.992824343,2.634745598,2.214984357
3.496613957,3.633959851,3.717626243,3.527767653,3.120275343
3.496613957,3.206962104,3.389543411,4.032995527,5.344124269
3.496613957,3.32558702,3.37828931,3.043332225,3.678317537
3.496613957,3.114826223,3.285280348,2.709524886,3.497921737
3.496613957,3.404401188,3.46674326,3.148124066,3.367994645
3.496613957,3.507532591,3.433363917,2.034496531,2.16343834
3.496613957,2.979450982,2.916486232,2.187074658,1.870170018
3.496613957,3.408498646,3.395870193,2.945300237,2.569057858
3.496613957,3.345019803,3.324034443,4.464403802,5.207451978
3.496613957,4.107358143,3.936428454,5.067019949,5.038825183
3.496613957,3.3024401,3.109373008,1.919909381,1.625383876
3.496613957,2.541967345,2.516799098,2.751088089,3.178399744
3.496613957,2.937290844,3.045193781,3.314990887,2.56186663
3.496613957,3.528597128,3.658947309,1.791728765,1.441236035
3.496613957,3.781339843,3.710145536,3.859148492,3.744198706
3.496613957,3.132216015,3.411029264,3.364460938,3.001071179
3.496613957,3.220369363,3.221305062,2.121850296,2.837592396
3.496613957,3.488790068,3.552276459,3.211848608,2.790241248
3.496613957,3.388077023,3.265885843,2.405174626,1.57542761
3.496613957,3.716038132,3.723694325,2.875003166,2.862934816
3.496613957,3.347453772,3.295233869,3.809025538,3.649777757
3.496613957,3.66792415,3.773378494,2.913575201,3.04162247
3.496613957,3.757960243,3.855560181,3.419574269,4.138952921
3.496613957,3.922059949,3.759731703,4.05208568,4.716059346
3.496613957,2.638108425,2.507859485,2.476273629,1.884036011
3.496613957,3.316919531,3.470972224,3.736028291,4.244595113
3.496613957,2.709287226,2.973408578,2.958371269,3.383440813
3.496613957,3.12852811,3.085441822,1.209608879,0.895685321
3.496613957,3.814572198,3.739640234,2.00778168,2.623425345
3.496613957,3.751846917,3.777679562,4.747516423,4.770233422
3.496613957,4.523792806,4.441900442,5.390524992,5.861046067
3.496613957,3.915509268,3.766967841,3.703347392,3.72498071
3.496613957,3.163446578,3.381087428,3.496424012,3.071036727
3.496613957,3.096502899,3.32931681,3.516384805,2.995454188
3.496613957,2.405601597,2.712625414,3.087983993,3.363573243
3.496613957,3.749778793,3.555201466,2.091554206,1.586920613
3.496613957,3.235641768,3.345236407,3.528204468,4.098193424
3.496613957,2.434215483,2.674682204,3.841536486,4.258459953
3.496613957,2.892106752,2.735517234,4.43562898,4.735147572
3.496613957,3.510008731,3.478247714,2.119139616,2.842269687
3.496613957,3.856600726,3.559263003,3.027357906,2.930505439
3.496613957,5.24600101,4.881748419,4.323712565,4.460468218
3.496613957,4.062800723,3.964002435,4.348112341,4.913463026
3.496613957,4.066462927,4.028256922,2.00298117,2.860072072
3.496613957,3.930842387,4.217382482,3.843295287,4.460044743
3.496613957,2.839882695,2.747641162,3.623037606,3.534018326
3.496613957,3.165743699,3.070544669,3.453846542,3.747865363
3.496613957,4.097311909,4.026449681,5.21542884,5.464817031
3.496613957,3.395142773,3.579181629,3.134640128,2.577379647
3.496613957,3.739398445,4.006932917,3.834409044,4.469819916
3.496613957,2.12547279,2.394688321,1.939036635,2.047239206
3.496613957,3.371815693,3.184782833,4.404003163,4.00093903
3.496613957,3.756160897,3.640166782,4.348971164,3.905764565
3.496613957,3.16585623,3.280964792,4.380216264,4.826327001
3.496613957,3.704000576,3.717966318,4.415635754,4.048670403
3.496613957,4.361144479,4.049111691,3.797116188,3.410348494
3.496613957,3.006531421,3.310959637,4.161598392,4.031723363
3.496613957,3.369964474,3.233565408,2.654353563,2.089880149
3.496613957,3.700690598,3.711783842,4.51963758,4.046329151
3.496613957,3.038085832,2.967431073,3.389951572,3.868966097
3.496613957,3.485476269,3.833288472,4.404595236,3.570573228
3.496613957,4.254909819,4.347258637,3.223899632,2.862738347
3.496613957,5.942416199,6.030352606,4.990467703,5.226069227
3.496613957,3.458414023,3.112738216,3.717570665,3.945613278
3.496613957,3.49754135,3.292952958,2.99877075,2.558297119
3.496613957,4.60044252,4.614420954,4.061445831,4.194072432
3.496613957,3.160852634,2.980537774,0.562325204,0.486351116
3.496613957,3.421901777,3.693481291,3.380344642,3.788285662
3.496613957,3.478026815,3.339043111,3.52610599,3.129404393
3.496613957,2.760163252,2.826315198,2.434432594,2.28883121
3.496613957,4.548905376,4.568672517,5.352036368,5.542559529
3.496613957,3.446942991,3.480528409,4.883334158,4.845734743
3.496613957,3.227398697,3.229027537,3.15035269,2.860983307
3.496613957,3.630816424,3.706516688,3.626259005,3.502504943
3.496613957,3.1149816,3.565953169,4.198167186,4.477924132
3.496613957,3.75583015,3.563896321,3.384650685,2.816793032
3.496613957,3.051455497,3.012499362,2.909757003,2.690187563
3.496613957,1.675265966,1.672521001,1.109662044,0.622182242
3.496613957,3.457811844,3.067686899,2.145300997,1.394042788
3.496613957,3.901223533,3.539295714,4.397618892,3.957267643
3.496613957,3.417429528,3.246102376,1.910654569,1.222084688
3.496613957,3.256639315,3.160951266,3.247706888,3.265510934
3.496613957,3.279136459,3.332911849,5.159721038,5.044890128
3.496613957,3.277208539,3.26924626,2.957815681,3.975333925
3.496613957,3.358336625,3.49906545,3.189517836,2.428216388
3.496613957,4.190401853,4.226930451,3.766248536,4.45424879
3.496613957,3.090951561,3.442082652,1.175089716,1.905297173
3.496613957,3.995025766,4.298205299,3.610119591,3.467319569
3.496613957,3.709551447,3.833790916,4.224440732,3.919369526
3.496613957,3.830421708,3.374892605,3.175063351,2.937356292
3.496613957,4.790622456,4.720456026,3.387334605,3.140984756
3.496613957,3.820581545,3.748747351,4.647865054,4.628195681
3.496613957,4.252570764,4.541315326,4.085095778,3.301849065
3.496613957,5.399673487,5.465982789,5.027171698,5.366421992
3.496613957,3.705599463,3.988248851,4.913271333,4.857709065
3.496613957,3.985083645,3.930447574,4.234514488,4.000322731
3.496613957,3.600910454,3.37664359,2.678311415,2.832966149
3.496613957,4.543324597,4.364918518,4.001642046,4.141028027
3.496613957,4.667945185,4.257224569,4.894600578,5.06950613
3.496613957,3.905430179,3.915947897,4.032267064,3.607433813
3.496613957,1.664325934,1.706754617,0.016938096,0.804253626
3.496613957,3.146121031,2.866469944,3.529929201,3.980395915
3.496613957,4.957932208,5.251990177,5.224204477,5.077608994
3.496613957,3.280351811,3.732136758,4.27659043,4.365035049
3.496613957,4.550660954,4.150340573,3.078788024,3.877951746
3.496613957,1.920653301,2.013488304,2.521584569,2.816634249
3.496613957,2.792294713,2.575703094,2.565252694,2.646223705
3.496613957,2.900296782,2.656702899,4.363934753,3.862783882
3.496613957,2.351168474,2.327715465,2.955948646,3.45157709
3.496613957,2.840709859,2.719518729,2.335210019,2.049883247
3.496613957,3.695513825,3.63972615,2.730846426,1.884291895
3.496613957,4.458952621,4.450116557,3.706489854,3.727700752
3.496613957,3.488367342,3.637860946,3.62162916,2.851529444
3.496613957,3.362330347,3.449234468,2.171503047,1.211427345
3.496613957,4.113975285,4.302920202,4.259341098,4.052152101
3.496613957,2.720981532,2.602864554,3.875846315,4.454475912
3.496613957,3.181403673,2.915094156,3.150451023,4.161389106
3.496613957,2.816139619,2.719813739,1.907229788,1.720547798
3.496613957,2.512536291,2.524277472,2.330021382,1.826715578
3.496613957,4.9584746,4.993585679,3.632166763,3.405199876
3.496613957,3.446319183,3.570085213,2.232503892,1.814912868
3.496613957,4.240408715,4.159960252,5.360850978,5.273549543
3.496613957,2.191031361,1.858034706,1.165131737,0.54125434
3.496613957,4.887167392,4.746612433,4.112882654,4.010832133
3.496613957,4.2174047,4.031190513,3.306300837,2.240171484
3.496613957,3.7940896,3.830618004,4.798507664,4.700063133
3.496613957,3.21334629,3.432837673,3.108740879,3.278001434
3.496613957,3.799551437,3.552520413,4.181280621,4.326857424
3.496613957,2.719885875,2.33867122,2.74780284,2.260518355
3.496613957,3.366634142,3.618451035,5.478188685,5.803175455
3.496613957,4.213174911,4.051034566,4.568311693,5.368224145
3.496613957,4.552291764,4.726493041,4.751396416,4.362139761
3.496613957,3.052674326,3.118840765,2.937705687,2.605236001
3.496613957,3.331949797,3.859818949,3.910091542,4.044375944
3.496613957,2.935059664,2.922052042,3.226713539,2.659440773
3.496613957,2.933827511,3.033922374,3.512455037,3.281812891
3.496613957,3.695630741,3.47976371,4.536433296,3.7867453
3.496613957,3.316185909,3.282383963,4.152680466,3.772326327
3.496613957,3.14120831,3.126673813,2.612042832,2.43601025
3.496613957,3.02002404,3.118613775,3.680341574,2.642102662
3.496613957,2.572638443,3.080514873,4.820491728,4.650999402
3.496613957,3.274436499,2.996354266,2.933756178,2.495596171
3.496613957,3.386946066,3.405498134,2.522640846,3.043232918
3.496613957,4.208844884,4.234270403,3.777742114,4.750278943
3.496613957,4.027041584,3.418879911,2.304196806,3.240371379
3.496613957,3.103056089,2.752309075,4.709261353,3.908970753
3.496613957,4.505732049,4.397864392,2.710218449,1.489564349
3.496613957,5.126465093,5.287318629,4.789448574,4.950998736
3.496613957,3.061049482,3.1903111,3.383579184,2.936719964
3.496613957,3.780617755,3.589733435,4.023718006,4.352634404
3.496613957,3.169372542,2.903792495,2.468119811,2.788927
3.496613957,4.016761257,3.965003,2.438445778,1.826184948
3.496613957,4.266887502,4.37238491,5.062490422,5.070782704
3.496613957,2.811015308,2.78017438,3.007695321,3.103324743
3.496613957,3.397927861,3.027128309,3.747986395,4.220163559
3.496613957,2.886494956,3.019870862,2.497502472,3.12233335
3.496613957,2.584722095,2.572746186,3.01510075,3.56932775
3.496613957,3.321446111,3.345657365,2.966195433,3.432407383
3.496613957,1.928015291,2.340292771,2.668950396,3.001773168
3.496613957,3.745273036,3.861741113,3.628730077,3.978233208
3.496613957,2.928300265,3.01526952,2.773468907,2.727657651
3.496613957,3.591166349,3.431505728,4.78658981,4.43422082
3.496613957,2.63522233,2.94914975,3.431685982,3.032988265
3.496613957,5.237056588,5.042098919,5.359163497,5.372077549
3.496613957,3.491899215,3.217682954,3.788028081,4.544320729
3.496613957,3.388605079,3.54511445,3.320567549,2.716715092
3.496613957,4.749413566,4.389923078,4.150010327,4.428905254
3.496613957,4.315580633,4.389002452,5.516872653,6.15607968
3.496613957,4.096405228,4.15736174,3.839315873,4.781937561
3.496613957,2.723536312,2.841681683,3.918408558,4.13127375
3.496613957,3.394400957,3.569847503,3.123931826,3.638556626
3.496613957,3.34026345,3.160949668,5.002999218,4.588661461
3.496613957,4.194084268,3.991970491,3.309281041,2.671181277
3.496613957,2.774853269,2.59442615,1.976399335,2.593007735
3.496613957,2.941757606,2.860513508,2.243157357,3.140291145
3.496613957,4.43126142,4.260904709,3.630090272,4.454034162
3.496613957,3.76857006,4.063706027,4.071649326,4.399412581
3.496613957,5.09197446,4.908258761,3.997159372,4.630574535
3.496613957,4.799371617,4.586393492,4.601498297,4.495123359
3.496613957,2.85984211,2.801215121,2.58638801,2.58574712
3.496613957,3.525593419,3.50044488,1.906855314,1.836342651
3.496613957,4.069380938,3.905223713,3.346862756,3.782371948
3.496613957,3.320391007,3.000064813,3.99634036,3.992735872
3.496613957,3.6443176,3.73447931,4.082955727,3.575967807
3.496613957,3.606942943,3.724236867,4.135862526,3.967347036
3.496613957,3.954949968,3.945533472,3.882779144,4.299185325
3.496613957,2.911390433,2.844886414,2.798996203,3.512602528
3.496613957,3.420419542,3.685766299,3.498145488,2.997081466
3.496613957,3.188958346,3.223804793,3.389300642,4.327487231
3.496613957,3.104493476,2.75805987,1.748709374,1.316532645
3.496613957,4.323755626,3.924532198,2.434467812,2.591121786
3.496613957,3.851595346,3.945477025,4.502958477,4.696142965
3.496613957,3.231167336,3.310262194,3.482568523,2.860968901
3.496613957,4.832982068,4.71514712,3.744289487,4.365586731
3.496613957,3.401273738,3.671106044,3.050124013,3.507683274
3.496613957,3.548750324,3.599094996,2.979530757,2.826724792
3.496613957,2.403667908,2.779874829,2.076439817,2.930785263
3.496613957,4.253628744,4.441252037,5.093256945,5.246730343
3.496613957,2.820922344,3.159229908,2.836469786,2.881084505
3.496613957,3.322386324,3.861844294,3.048231906,2.503188935
3.496613957,3.324499539,3.369732785,2.706056737,2.611709119
3.496613957,3.505104142,3.675323977,5.863359717,6.255706227
3.496613957,3.382567811,3.445304377,3.609479882,3.887636929
3.496613957,3.041088226,3.199296629,3.101047047,2.114853195
3.496613957,2.848897086,3.002762168,3.667444676,4.036625743
3.496613957,3.963875313,3.861744315,3.616122826,4.014558009
3.496613957,4.931110353,4.723936929,4.284811078,4.885341231
3.496613957,4.471134474,4.487218914,5.275209576,5.361077254
3.496613957,3.919066807,3.61357375,3.518789257,4.182175731
3.496613957,2.864331631,2.925907761,3.630747092,4.317554824
3.496613957,2.416703223,2.657928208,1.877198937,2.715212692
3.496613957,4.943256404,4.640867224,4.226932404,3.842189095
3.496613957,3.710553062,3.842743404,4.47230164,4.202603207
3.496613957,3.015039933,2.999123651,4.015127301,4.042351687
3.496613957,2.816662473,2.790291584,3.677343113,3.791431763
3.496613957,3.624330962,3.459371893,3.670137053,4.118395372
3.496613957,3.882426858,3.706159456,3.402075351,3.371713471
3.496613957,2.257820849,2.075815034,1.121524563,1.421335956
3.496613957,3.43697525,3.557615864,2.94805842,3.108937263
3.496613957,2.283723823,2.394770884,2.273535675,2.983796447
3.496613957,4.093225489,3.928541915,3.89229729,4.195492276
3.496613957,3.407558695,3.376616466,4.134353157,3.428141996
3.496613957,3.150395353,3.036267078,2.977091754,2.852908357
3.496613957,4.556283537,4.391702931,4.40679395,3.367888537
3.496613957,3.224026427,3.352497095,4.224091448,4.42546645
3.496613957,3.827743861,3.827447439,2.993632822,3.14179134
3.496613957,3.334834713,3.198582007,3.28062693,2.993129602
3.496613957,2.969837856,2.907558191,3.374136501,3.076499605
3.496613957,3.517524571,3.492458551,3.161726206,3.354882248
3.496613957,3.376403408,3.453850972,1.362408567,0.186675994
3.496613957,4.380659249,4.290852228,4.40828827,4.643117729
3.496613957,3.468232315,3.591996297,3.834912479,4.347248456
3.496613957,4.409809249,4.363989809,4.69544174,4.968607637
3.496613957,2.939747601,2.869271443,3.575831946,3.420283984
3.496613957,3.898712459,4.159808863,3.963721295,3.818262063
3.496613957,5.294618635,5.288412714,3.725032216,3.977322876
3.496613957,3.445279436,3.465411971,3.848117823,3.833572703
3.496613957,4.600901738,4.575702098,4.853983197,4.359625173
3.496613957,3.352774955,3.492316629,3.975034249,4.558032886
3.496613957,3.93801227,4.067516499,3.674436066,3.172764879
3.496613957,3.937639525,4.002675212,4.105492859,4.231837748
3.496613957,3.509943884,3.284115946,4.222525787,4.01400177
3.496613957,3.346305992,3.228664404,3.712514382,4.05685094
3.496613957,2.730120283,2.592534261,2.102473055,1.479017388
3.496613957,4.371180252,4.129728326,3.843166893,3.853926402
3.496613957,3.403877123,3.648258736,2.698741707,2.419831666
3.496613957,3.359037198,3.431352139,2.668160888,2.513093385
3.496613957,3.462851992,3.490470852,4.179803962,4.893496148
3.496613957,3.827499696,3.724549247,3.453019524,3.945949589
3.496613957,4.192847481,3.834306674,4.393031718,4.636584293
3.496613957,2.812078776,2.8894719,2.658289272,2.787728766
3.496613957,3.626364543,3.503290162,3.841996393,3.719637618
3.496613957,3.971316325,3.802325336,4.970050132,4.765426665
3.496613957,2.709741417,2.864458747,1.96599678,3.076069518
3.496613957,3.633542069,3.900997249,4.929057872,4.896576272
3.496613957,3.694712004,3.766254389,3.77286458,3.466850635
3.496613957,2.471045502,2.489131895,4.35066837,4.205852766
3.496613957,3.468816594,4.001187998,4.402014717,4.491649305
3.496613957,4.410217572,4.039688953,3.601809755,3.854463777
3.496613957,3.387830482,3.373887424,4.474469745,4.454123363
3.496613957,3.663361587,3.941905326,4.867218593,5.15055732
3.496613957,4.216892774,4.130197589,4.244655016,4.196841776
3.496613957,3.478745811,3.559762193,3.495800482,2.927519252
3.496613957,3.327091302,3.332878939,3.488844366,3.639327114
3.496613957,3.154002858,2.687483839,2.982643124,3.275732083
3.496613957,2.51211197,2.600946279,1.595857774,1.279600877
3.496613957,2.75251531,2.491882916,1.075254903,1.333287646
3.496613957,4.33651815,4.525840035,5.444752321,5.618652506
3.496613957,2.968779158,2.78734087,3.616373825,3.439584532
3.496613957,4.34092285,4.313292229,4.72994134,4.316009576
3.496613957,2.454035317,2.613092024,2.167206671,2.413536682
3.496613957,3.069169732,2.840982904,1.839711143,2.535228628
3.496613957,3.81857768,3.766278909,3.522104621,3.194718377
3.496613957,3.408174186,3.303283312,2.979299401,2.637508514
3.496613957,2.711115743,2.663691003,3.682013,2.794725539
3.496613957,3.936746542,4.164019078,4.470776198,3.717641621
3.496613957,3.765232659,3.535930484,2.328361788,2.656746508
3.496613957,4.740076435,4.892264285,4.434977382,3.094688696
3.496613957,2.556903845,2.880870885,3.383569277,2.112969016
3.496613957,3.324489996,3.559734612,6.04067116,5.924817649
3.496613957,3.082752039,3.122920561,2.825325759,2.938736178
3.496613957,2.923187527,3.057414503,3.276252919,3.473822905
3.496613957,4.664997255,4.552597802,4.267542585,3.900656831
3.496613957,2.878478835,2.848322184,2.236083938,1.485056271
3.496613957,4.456019333,4.182218572,3.589881929,3.014718957
3.496613957,2.930697443,3.06382278,1.316907456,1.431426765
3.496613957,4.110447687,4.153406955,4.137977703,4.202674692
3.496613957,1.731526639,2.019014005,2.316312343,1.800557425
3.496613957,4.271322781,4.350056377,5.147198107,5.100737791
3.496613957,3.088380503,2.776794732,2.498530756,3.623086132
3.496613957,3.193230782,3.195456657,2.749890794,2.352102392
3.496613957,3.949193666,3.944531965,4.72855609,4.161433531
3.496613957,3.54749486,3.658484285,3.064490647,3.373987084
3.496613957,4.654462611,4.271816895,3.451556322,3.849823879
3.496613957,3.266235848,3.44933212,3.22226514,3.807440042
3.496613957,3.207847382,3.105728277,3.592185603,3.454277137
3.496613957,3.797201986,3.77858811,3.443247718,3.515233012
3.496613957,3.174830108,3.142396102,3.610630862,3.349416229
3.496613957,3.495752804,3.39075693,2.608705216,2.989933392
3.496613957,2.53608916,2.253187166,3.114017575,2.876816578
3.496613957,2.618369326,2.616984545,2.610508345,2.539719751
3.496613957,3.449273824,3.024850819,3.1041952,3.16587382
3.496613957,2.317283529,2.553443898,2.416890853,2.615835122
3.496613957,3.420372137,3.303303818,3.207401693,3.310440474
3.496613957,2.206644488,2.193368035,2.025242116,1.843585395
3.496613957,3.448689413,3.340837971,3.786737273,3.233102757
3.496613957,3.246198223,3.019494312,2.922043487,2.713895175
3.496613957,2.902832162,3.294999878,3.517561767,3.218776755
3.496613957,4.08200433,4.148048678,4.426276962,3.929677945
3.496613957,4.351171339,4.18844686,2.859907895,2.623199582
3.496613957,4.04993854,4.406181633,5.595762463,6.328484806
3.496613957,3.224796347,3.212556753,2.360681983,3.302761454
3.496613957,3.321976866,3.178541795,3.254848517,3.651634177
3.496613957,4.601684085,4.080002778,2.851254858,2.746726604
3.496613957,3.450186408,3.393434717,3.329504066,2.643658416
3.496613957,2.42440618,2.708612302,3.734665437,3.077736332
3.496613957,4.676827826,4.690499333,5.133772557,4.786750622
3.496613957,3.061554347,3.028993479,3.57752141,4.033385755
3.496613957,3.927924955,4.029591403,3.684391711,3.791234532
3.496613957,3.597172167,3.674329595,4.311249174,4.333868943
3.496613957,4.1024029,4.107166307,5.096203972,5.242849717
3.496613957,2.724711419,2.716429139,3.244367857,2.802096198
3.496613957,2.338999941,2.414534817,3.398570782,2.901694096
3.496613957,2.257390572,2.092389016,1.700432834,2.163780848
3.496613957,2.331804763,2.513954577,1.99909125,1.617079341
3.496613957,4.069696959,3.799818445,4.181767761,4.672519678
3.496613957,2.928633214,3.015076273,3.335629794,2.815945687
3.496613957,3.040633637,2.964788512,3.503410339,2.173500444
3.496613957,3.214105291,3.072677525,3.435249621,4.086143962
3.496613957,3.923139571,3.958789671,3.545041043,4.093743482
3.496613957,3.723771367,3.818778491,3.797923936,3.7512866
3.496613957,3.036833291,3.372430029,3.88061123,4.128866049
3.496613957,2.541042359,2.866250672,3.635985215,2.947134981
3.496613957,4.138106376,4.313398896,4.784071758,4.721663558
3.496613957,4.54268803,4.40274164,5.441959678,5.852788174
3.496613957,3.702125361,3.667330485,3.292827468,3.509921753
3.496613957,4.067749653,4.274012699,4.285730408,3.853186545
3.496613957,3.249193326,3.174002014,4.266270695,3.896217093
3.496613957,4.23697229,4.240124057,4.6033164,4.31677689
3.496613957,3.63404333,3.373317762,4.667356134,4.554611438
3.496613957,3.839069596,3.615599766,4.043033043,4.476741604
3.496613957,3.662043428,3.725195371,4.024205785,4.268514419
3.496613957,3.865895276,4.01655392,4.623648734,5.121587699
3.496613957,3.534087453,3.348446286,3.421360945,2.857428649
3.496613957,3.104536802,3.151453824,3.011861774,2.685195001
3.496613957,4.313081958,3.963966114,3.696850697,4.050307926
3.496613957,2.613081522,2.576797004,2.704550304,3.143554406
3.496613957,4.395900675,4.232374123,5.227215488,4.947172984
3.496613957,4.021830911,3.663812871,2.919510588,2.632810485
3.496613957,3.57961155,3.341324945,1.978626961,2.585752638
3.496613957,2.340575952,2.389130525,3.155343699,3.935689218
3.496613957,4.579658875,4.273235093,4.516922321,4.814879456
3.496613957,3.81855517,3.629857698,2.061436366,1.247808396
3.496613957,3.87363256,3.729848096,2.985782571,2.848028762
3.496613957,2.48070924,2.755717774,2.579842521,2.093865027
3.496613957,2.714961794,2.691093689,2.464544093,2.312644137
3.496613957,3.702750891,3.914291586,3.722427771,3.687803184
3.496613957,4.441116035,4.178193422,4.318832014,5.041709466
3.496613957,3.067080659,3.285143413,4.409724975,4.372214104
3.496613957,4.127898243,4.473271366,4.11116637,3.91407722
3.496613957,4.853855859,4.764664016,4.096384065,4.56632671
3.496613957,2.427579942,2.630871534,3.44060035,3.691740189
3.496613957,3.103723424,2.925956982,2.169254252,1.660966744
3.496613957,4.430808149,4.003872394,3.958398705,4.312411832
3.496613957,3.679870603,3.456740906,4.855893814,4.758559047
3.496613957,3.208766829,3.250679498,2.290955573,2.689186393
3.496613957,3.917269331,3.528254315,3.883870165,4.246207516
3.496613957,3.830994172,3.963061335,3.768580105,4.269025683
3.496613957,3.716652444,3.575598004,4.220019176,4.137534987
3.496613957,2.862779527,2.834108581,2.717909588,2.536987818
3.496613957,3.080546214,3.197644698,2.469130179,3.024936514
3.496613957,3.597741864,3.43741429,5.194805899,4.489215622
3.496613957,4.153162989,4.302002212,4.120190764,3.560277339
3.496613957,2.192357518,2.398300962,2.424716394,2.057661949
3.496613957,3.756799728,3.547870968,4.63060101,4.566537398
3.496613957,3.53917439,3.229133446,2.714238331,2.955893295
3.496613957,4.537956193,4.632342953,4.717671506,4.147030069
3.496613957,2.664568297,3.018876489,1.762753181,1.421661231
3.496613957,4.542620211,4.335103374,4.263467394,4.821350713
3.496613957,3.568225723,3.815293061,3.76434758,3.932124922
3.496613957,3.33876447,3.360847911,2.500588149,3.340474903
3.496613957,3.833555559,3.439222834,1.846501319,1.769759472
3.496613957,3.391885752,3.409241659,2.124375065,1.520873045
3.496613957,3.966717741,4.203784436,4.639005436,4.042184824
3.496613957,3.161963468,2.842382001,3.243335425,3.363805077
3.496613957,2.754271182,2.524611747,2.673922024,2.027611754
3.496613957,4.375887759,4.431035482,4.0018577,4.116155695
3.496613957,3.230645175,3.131241268,2.389990154,1.441295666
3.496613957,3.410363196,3.240617295,4.081113782,4.397173518
3.496613957,4.561278483,4.268196565,5.453850797,5.46705852
3.496613957,3.481015012,3.407659778,2.776508717,2.285201955
3.496613957,3.355101635,3.419236172,3.692189215,3.879154353
3.496613957,4.028534455,3.795007781,2.779855922,2.538166618
3.496613957,4.168269419,4.117879057,4.273969292,4.774349583
3.496613957,2.599000302,2.54177097,2.652683775,2.499873452
3.496613957,3.31845232,3.233860095,2.541295346,2.768073612
3.496613957,2.281864312,2.596909665,1.613342856,2.14301991
3.496613957,4.521887355,4.48566502,4.876655195,4.357297777
3.496613957,3.455625849,3.778048815,4.416129601,4.506694122
3.496613957,3.970722264,3.987808139,3.484654998,3.294698126
3.496613957,2.672958242,2.893388207,2.227180385,2.235994354
3.496613957,2.666562372,2.408015595,3.017907698,2.263204165
3.496613957,4.205465303,4.067707405,2.448108553,2.256854248
3.496613957,3.372253748,3.654083501,2.957835668,2.266672222
