P_1_8,P_2_8,P_3_8,P_4_8,P_5_8,P_6_8,P_7_8,P_8_8
3.662404104,3.351434146,3.400930444,3.549173326,3.569294908,3.352449714,3.078613568,4.260348868
3.662404104,5.133586563,4.950961725,4.602593087,4.690565127,4.784559976,4.806406514,4.40092809
3.662404104,3.983761847,4.058737,4.108515262,3.565757972,3.450069214,3.346752678,3.630481927
3.662404104,4.764032164,4.864350271,4.96328623,4.405861677,4.893874191,4.521364386,3.972987525
3.662404104,3.525218776,3.274120966,2.251986786,2.519975129,2.728623777,2.677591668,2.024121528
3.662404104,4.392340339,4.461825016,4.508791393,4.263116245,4.144247776,4.486231072,3.949155122
3.662404104,3.479631996,3.701117887,4.122866105,3.777327789,3.622193194,3.204427965,3.78059504
3.662404104,4.227267853,4.606485084,4.663937535,4.606370438,4.268675311,4.020125081,4.154019665
3.662404104,4.061301298,3.816126858,5.855725688,5.833941628,6.097106895,5.852619628,5.987501401
3.662404104,2.934684228,2.757567253,4.101175706,4.050361588,4.321038405,4.000302232,3.311481632
3.662404104,3.605098746,3.466764346,4.287392863,4.253071187,4.100796282,3.304200765,2.826885082
3.662404104,3.984230944,3.912295165,4.030259284,3.834472346,3.873999385,3.925867482,3.388701182
3.662404104,2.97347911,2.903312985,4.086383716,4.366123837,4.346349821,4.231769746,3.640500942
3.662404104,4.64636967,4.594854375,4.957464303,5.930154471,5.923976279,5.492942499,5.392162465
3.662404104,3.044058424,3.065252817,3.088102814,3.217980772,3.024301826,3.012061255,3.650331607
3.662404104,3.607459753,3.350902161,5.161973561,4.79875639,5.331697724,5.124067537,5.392500602
3.662404104,3.08932871,3.413799677,4.21378524,4.370932156,4.442439806,4.527172979,4.715914158
3.662404104,4.627701829,4.707318396,5.437726131,5.667352313,5.477382693,5.580984599,5.037305153
3.662404104,3.051918332,2.922039622,3.892804402,4.194552552,4.52081488,4.408336482,4.947114487
3.662404104,4.303883333,4.524287977,4.313594294,3.977432726,3.898007298,3.829614364,4.11181696
3.662404104,5.031567603,5.319332081,5.107166975,4.697318774,4.881255044,4.493612266,4.20614796
3.662404104,3.733805082,3.73562304,3.929426235,4.625742134,4.399202034,4.258152569,4.457085779
3.662404104,3.960285374,3.999003578,4.69299286,4.177235596,4.303707102,4.141361019,3.970549045
3.662404104,3.244908883,3.055566393,3.560653021,3.523896268,3.478674566,3.713925721,4.146455093
3.662404104,3.425705039,3.305474028,2.909119468,3.197417068,3.201555507,2.94664901,2.568201716
3.662404104,2.887150353,2.773666496,2.186595719,2.378656517,2.868854834,3.114027142,2.570196332
3.662404104,3.050292451,3.063091242,2.927989878,2.31664745,2.686169,3.266414335,3.155170108
3.662404104,3.684980987,3.599556464,2.945317884,2.320153492,2.489874313,2.827038585,2.981185804
3.662404104,4.035751469,3.958184565,3.809051481,3.46367372,3.105699834,3.190152239,3.516856177
3.662404104,4.904300096,4.673937084,5.885205414,5.997538107,5.990704985,5.798720044,5.774018444
3.662404104,4.689364896,4.412990175,5.464024147,5.23200865,4.770090851,4.853816191,4.667329929
3.662404104,2.416227296,2.817977156,4.265518204,4.532408594,4.671012193,4.625598148,5.122945443
3.662404104,3.879138822,3.71481377,4.25768411,3.856739842,4.019728576,4.151520272,4.537016646
3.662404104,4.137460142,4.115034833,4.893220469,5.044063416,5.077977979,4.859733015,4.578279372
3.662404104,3.774841474,3.275899218,4.165435999,4.505990513,4.587334425,4.641391539,4.501002803
3.662404104,3.215777157,3.037838683,4.6033135,4.570439477,4.65460101,4.387780353,4.295741853
3.662404104,3.623194024,3.559158256,3.208683956,3.030256405,3.065046422,2.944846772,2.059066518
3.662404104,4.495299614,4.628199335,2.915971198,2.835890254,2.666690449,3.045944552,2.987715067
3.662404104,3.970071505,4.073072088,3.706350471,2.619996332,2.605445341,2.677930029,2.440799208
3.662404104,3.644247676,3.999951621,4.877156483,4.750780079,4.172777906,3.60103109,2.944570289
3.662404104,3.180239306,3.193255114,3.454887962,3.835421992,4.063157034,4.080423875,3.936887495
3.662404104,4.477981567,4.590076533,4.570617588,4.216335451,4.43714672,4.790523995,4.798754371
3.662404104,3.736122167,3.712797406,1.843108707,1.117392063,1.114066014,0.81277072,0.715275244
3.662404104,4.233125225,4.244340333,3.876015775,3.87053365,3.601985135,4.275504298,4.391985363
3.662404104,4.313213487,4.704835501,3.683151485,4.014580943,3.749927223,3.977951799,3.301966782
3.662404104,3.807320387,3.670502177,3.572853178,4.057970758,4.266816726,4.52662254,4.139888628
3.662404104,3.183872373,3.320229643,4.525666042,4.744541524,4.645784281,4.819244293,4.523298841
3.662404104,4.002639168,3.75910189,2.258994383,2.143007245,2.014301946,2.057295192,2.313662912
3.662404104,2.567629767,2.550430292,2.142886108,2.019561209,2.254068795,2.005782313,1.918705248
3.662404104,3.542724274,3.747369851,5.489455887,6.031156726,5.929469031,6.243401769,6.180125917
3.662404104,2.620192042,3.176267874,3.339263943,3.61062133,3.5586069,3.861894232,4.015494203
3.662404104,3.964375471,3.850758402,3.916202419,4.412409997,4.288920977,3.897533227,4.101570716
3.662404104,4.305736862,4.214341175,5.334030845,5.667699958,5.59287279,5.229713508,4.71381205
3.662404104,4.563352386,4.554726271,4.192549502,4.028739314,3.794654251,3.862738787,3.822773007
3.662404104,3.174593101,3.27753527,4.30358953,4.466509678,4.796489971,4.76774634,4.240114292
3.662404104,4.191166451,4.16254574,3.295008632,2.812708659,2.705487513,2.958445873,2.847659812
3.662404104,4.186551776,4.268454735,5.459483038,5.839529765,5.704716862,5.489646822,4.989800556
3.662404104,3.183114205,3.337798389,3.689381312,3.481452009,3.209470604,3.325744289,3.562893827
3.662404104,3.409869043,3.154964376,3.885697906,3.596864375,3.483008635,2.989016961,3.447892079
3.662404104,4.713976348,4.961299414,5.006942628,4.882867098,4.711772299,4.591930309,4.140607586
3.662404104,3.199883833,3.232437713,4.077554728,4.383084492,4.097345464,4.400370654,4.523102454
3.662404104,2.908736294,3.129267113,2.375508445,2.216573859,2.420290405,2.204796718,2.034693211
3.662404104,4.413370528,4.107554358,2.323918214,2.12645881,1.926296947,2.03229319,2.352271918
3.662404104,5.101491539,5.1256636,5.300890467,5.798323017,5.905580043,5.473250481,5.438636422
3.662404104,3.887594637,3.526879536,3.603780672,3.605567563,4.068501588,4.061033593,3.697760664
3.662404104,3.323800644,3.547451591,1.755239795,2.025307652,1.936883494,2.203856104,1.962439647
3.662404104,5.259998836,5.15615988,5.311591662,5.651206203,5.184588286,4.664314411,4.987551132
3.662404104,2.849700291,2.973674573,3.820688708,3.824550788,4.360954688,4.167065718,3.148593477
3.662404104,2.968001796,3.116662887,3.234296862,2.528075142,2.369368779,2.505779668,2.813703864
3.662404104,4.458707661,4.397197632,3.744463934,4.088160092,4.31265592,4.36933601,3.273573671
3.662404104,4.208108761,4.169763285,3.721326443,4.344964953,4.187225826,4.304576214,4.21780553
3.662404104,4.309643962,3.814920835,2.967990259,2.576050054,2.624154518,2.416655042,2.634285813
3.662404104,3.530417346,3.491923389,3.681374031,3.576351916,3.158908529,3.287170633,3.710255145
3.662404104,3.935417694,3.872165584,4.011415669,3.887501093,3.981948084,3.936687353,4.533871086
3.662404104,4.614491713,4.254514627,3.337790061,3.365319597,3.211507698,3.179338327,3.161228149
3.662404104,3.789933683,3.557220255,2.777777134,3.220508241,3.015074518,3.452383529,3.622908875
3.662404104,3.752964406,3.802548914,3.798092982,3.852904651,4.265605827,3.926484987,3.800870022
3.662404104,3.061583931,2.855342578,2.670586442,2.240459304,1.875244531,2.023585771,2.026739618
3.662404104,4.415451778,4.140786782,2.612233833,2.634034405,2.229099595,1.977388539,1.773425126
3.662404104,3.490298851,3.503431202,3.155695416,2.355722257,2.5581889,2.804750558,3.575538824
3.662404104,4.080647132,4.081694558,3.984013168,4.317756151,4.375481246,4.294217378,4.268335923
3.662404104,4.018445976,3.940551762,4.969949115,4.840474529,4.940152718,4.668674059,5.143718832
3.662404104,5.434725945,5.191816774,6.009793931,6.3804745,6.733201599,6.595357588,6.420745624
3.662404104,3.093240722,3.460059603,4.933982053,4.832447323,4.848376465,4.67845561,5.568168766
3.662404104,3.077108445,3.393196766,2.416363196,2.694282548,2.864334622,2.722690731,1.751430997
3.662404104,4.294515985,4.115140674,3.585981555,3.40741734,3.562893554,3.574076032,3.769379487
3.662404104,3.57126878,3.675329316,1.451327919,2.25667335,2.033314428,1.706448465,1.613063423
3.662404104,5.024157087,5.049607731,4.288993405,4.008213906,3.958073659,3.966939287,3.604684943
3.662404104,3.592590056,3.826798997,4.444583894,5.363588738,5.053801391,4.951285119,4.636865935
3.662404104,2.750370811,2.963008306,2.360965645,2.853367346,3.098395819,3.503582433,3.273912857
3.662404104,3.879988286,3.806119214,3.444048584,3.988707264,3.752293854,4.035855961,3.065973327
3.662404104,3.109306803,3.400054042,2.942977994,2.449949744,2.39521281,2.704445013,2.342589769
3.662404104,3.135646415,3.428829804,2.363509929,2.285314891,2.343371682,2.243487896,1.796747813
3.662404104,4.377809122,4.191244836,3.854382431,3.538375748,3.32207992,3.548300562,4.026907161
3.662404104,2.300684254,2.250903716,2.591878348,1.551638882,1.579897788,1.07771254,1.741820607
3.662404104,4.016695655,3.784204774,3.162585483,2.552681906,2.523117761,3.002740449,3.42938288
3.662404104,3.751848728,3.663572019,2.709270723,2.546964946,2.439502438,2.442038966,1.705362738
3.662404104,3.730750782,3.325403359,2.981427556,3.463512783,3.131177555,3.238496914,3.797253544
3.662404104,4.141953603,4.506771754,4.767388305,4.368886602,4.596739521,4.954517963,4.553076734
3.662404104,4.08492276,4.085115304,2.921609347,1.758241859,1.576878089,1.409572096,1.072712562
3.662404104,2.951699048,3.25964339,3.193443573,3.356119946,3.110846063,3.30547984,3.839061685
3.662404104,3.524938238,3.517707416,4.066143671,3.79566071,3.693477042,3.841760426,4.720074514
3.662404104,4.030429873,4.457382835,2.973228804,3.454865533,2.913394269,3.049503394,3.373471964
3.662404104,3.912314188,4.091363356,3.910651915,3.228100126,3.141319079,2.893483355,3.161169627
3.662404104,4.786586834,4.410126535,5.159518605,5.544882545,6.079571966,6.060888341,6.239537
3.662404104,3.419404314,3.25237044,3.952914117,3.231404745,3.145733273,3.660615982,4.292417449
3.662404104,3.51128316,3.406345403,2.823724749,1.788886367,1.94191318,1.93446018,1.399910099
3.662404104,3.727646567,3.303896038,4.04065888,5.030273146,5.564612339,5.314182991,5.400735982
3.662404104,4.573283136,4.349651324,5.529471844,5.505756182,5.208788294,5.308508194,4.683253908
3.662404104,4.401123392,4.26177017,3.81322392,4.156896903,4.026211068,3.974900385,3.30597864
3.662404104,3.481295705,3.480306548,2.749372177,3.212060322,3.193269917,3.377970052,3.480221599
3.662404104,3.435510109,3.474971345,3.609812859,3.193456759,3.264544163,2.744865299,3.261872498
3.662404104,3.041539124,3.194662398,0.795436973,0.299561502,0.364063874,0.132568723,0.671133443
3.662404104,3.799430228,3.745884234,3.383772779,3.176898129,2.730800616,2.279036334,2.3062872
3.662404104,3.852896136,4.223916345,3.595353876,3.284670105,3.39990562,3.91952572,3.232529323
3.662404104,3.839864657,3.751595972,2.345383079,2.931113788,2.526557588,2.340989145,2.157444681
3.662404104,2.817123362,2.926283354,3.348597534,3.644262711,3.885480313,3.854684809,4.083553277
3.662404104,3.721233399,3.920898724,3.862597766,4.16890427,4.189160187,3.97353858,4.055409932
3.662404104,4.357914403,4.755202388,4.822071375,4.837215244,4.750437578,4.729779296,5.214276172
3.662404104,2.44154779,2.413040547,1.376478992,0.786141193,0.625644932,1.041092703,0.159032938
3.662404104,3.97809024,4.017409258,3.5928319,3.531314789,3.456053366,2.658919304,4.23311324
3.662404104,3.056857879,3.077063024,2.09445579,1.937179894,2.094497559,2.337143978,2.485416821
3.662404104,3.916051358,3.638368247,4.897876103,5.283758719,5.154127302,4.826891951,4.625249974
3.662404104,4.309485856,4.411377092,5.549102647,6.183284644,6.467882765,6.738358159,6.471567922
3.662404104,3.565320975,3.579505601,2.934657104,2.58309928,2.375001916,2.109257728,2.252989511
3.662404104,5.10516114,5.023734108,3.62023208,3.225619017,3.095736465,2.926813017,3.151213883
3.662404104,3.05048149,2.858330872,2.699469816,1.991371913,2.136082743,2.364735692,2.599075951
3.662404104,3.910061284,3.698748964,3.023297885,3.553930867,3.227474744,3.480950765,4.040580633
3.662404104,3.187425478,3.418870261,3.281686215,3.155478966,3.269701872,3.063781862,3.136859115
3.662404104,4.001696548,3.790694245,2.215214909,2.684104202,2.629449901,2.144709733,2.336207811
3.662404104,3.493515863,3.5603006,4.1184556,3.422510348,3.419954994,3.520836095,3.378758123
3.662404104,3.206062398,3.16777349,2.676812778,3.00473061,2.951236032,3.378846631,3.209438814
3.662404104,2.819089574,2.84192612,0.748945041,-0.018228656,0.089645346,-0.010644545,0.672322955
3.662404104,4.735811011,4.731410507,4.397321539,4.26602528,4.35482386,3.924109328,3.755295479
3.662404104,2.68282997,2.850605168,2.388507722,2.493249647,2.406916931,2.277788106,2.249421912
3.662404104,4.012760566,3.871871618,4.180530417,3.782160353,3.675595257,4.322191577,3.476418776
3.662404104,3.742977974,3.489006935,4.201994532,4.804186806,4.762690966,4.218922418,4.104159415
3.662404104,3.822769861,3.922830117,3.640905557,4.161714306,4.416660723,4.072908566,4.525550642
3.662404104,2.850073041,2.565240264,1.414293754,0.869435259,1.168402057,1.11737377,0.973425561
3.662404104,3.665613208,4.115939348,3.890675355,3.43080248,3.223051101,3.167214945,4.250613873
3.662404104,4.601416971,4.295045464,3.234901758,3.425348337,3.491699545,3.342460595,3.872047024
3.662404104,2.845438936,2.706349912,0.982120843,1.342200054,1.264186813,1.47356372,1.431516388
3.662404104,4.737524855,4.824391272,5.504427029,5.414537973,5.822122037,6.184910167,6.108959238
3.662404104,4.437731191,4.169128904,4.3591297,4.810505106,4.250359045,4.762794332,4.736966502
3.662404104,3.882481984,3.761653945,3.957357677,2.966203693,3.076614576,3.185369808,3.196119841
3.662404104,3.370279255,3.717062319,4.375355265,4.579584953,4.163727979,4.255864479,4.747279894
3.662404104,2.925821239,2.803100857,1.785258804,1.849225763,2.049211835,1.875924009,1.782378846
3.662404104,3.179909633,3.291133284,3.240773863,2.802042912,3.164312993,3.702855191,3.998469249
3.662404104,3.908968478,3.747711698,3.055976027,3.412955086,3.765738456,3.779512196,4.140900196
3.662404104,3.496227147,3.523238016,4.003574202,4.072982498,4.046861742,4.254275624,4.758775478
3.662404104,4.368461696,4.264069276,4.64704137,4.528852757,4.360971939,4.207485998,4.673313076
3.662404104,2.266529777,2.555036413,2.58413607,2.413552878,3.328273962,3.644209773,3.81168431
3.662404104,3.587403883,3.116976469,4.131503259,4.418238543,4.106479938,4.18799622,3.553950051
3.662404104,3.775823484,3.879679135,5.148449161,4.915147099,5.091928123,4.96514786,4.1557929
3.662404104,2.831155482,3.098061528,2.7868814,3.155525721,3.513433736,3.35895839,2.846131395
3.662404104,3.33894977,3.425279753,4.184549111,4.198754585,4.824343771,5.025415511,4.274084573
3.662404104,2.986702315,3.014551537,4.227473739,3.914693545,3.85470814,3.88171118,3.442753767
3.662404104,2.623797832,2.635166429,2.990288804,3.37566591,3.340459267,3.411779975,3.563518172
3.662404104,3.472450154,3.543529836,2.147584375,2.601827028,2.565054851,2.224414887,2.50230802
3.662404104,4.273209185,4.553647223,5.554833408,5.722701334,5.783344458,5.286562538,5.860010429
3.662404104,3.123831583,3.20342494,3.329786432,2.536181287,2.257104541,2.090479536,2.412675716
3.662404104,2.773846787,2.83476495,3.327245415,2.866437761,2.626578125,2.794439511,2.81106351
3.662404104,3.962691637,4.009251377,4.043519111,4.51038417,4.458704243,4.594444676,3.876434022
3.662404104,3.882147133,3.822014752,3.601126852,3.78563542,3.636860848,3.231467337,3.34691704
3.662404104,3.506912672,3.586384696,2.34661082,3.211704745,3.430546812,3.404412826,3.62688103
3.662404104,4.933083811,5.076246893,4.552382854,4.968489836,5.036009706,4.883226487,4.693564391
3.662404104,3.064301394,3.184978424,3.74967649,3.671971118,3.499439978,3.57753042,2.775360831
3.662404104,4.263625242,4.30637054,4.012172567,3.697432818,3.752359024,3.722661974,3.643107288
3.662404104,4.483110107,4.415474358,5.127962239,4.62263675,4.440132236,4.721284552,4.86290152
3.662404104,3.963209257,3.819214306,3.48019909,3.831088133,4.049702581,3.677404847,3.100999211
3.662404104,4.340019985,4.548726944,4.123309992,3.480232892,3.514474525,3.140416297,2.79405275
3.662404104,4.326130073,4.326043437,5.231146958,4.395798013,4.351725993,4.440775642,4.008700697
3.662404104,4.532279094,4.331893829,4.671730414,4.911676644,4.661838145,4.503124572,4.654718111
3.662404104,5.232246458,5.226724451,4.762489457,4.916944221,5.066377622,4.368901864,4.355734928
3.662404104,4.166439762,4.397408392,4.01557337,4.314736256,4.549983334,5.013028872,4.853828682
3.662404104,3.396120572,3.522045625,4.615911745,5.233535936,5.120295498,5.145123725,5.812448177
3.662404104,4.003054971,3.781090113,4.526738874,5.19912982,4.760282241,4.683287235,4.962666907
3.662404104,4.349396699,4.300187581,4.798902489,4.81313665,4.375179508,3.917728949,3.68334649
3.662404104,2.466489286,2.135959177,2.420944084,2.254262159,2.271750756,2.135039281,1.787819569
3.662404104,3.886577019,3.833872158,4.396039949,4.652897907,4.652819156,4.617092306,5.342841136
3.662404104,3.747478943,3.699906943,2.634533614,2.49986053,2.514753213,2.210467788,2.577797349
3.662404104,3.673730175,4.07681791,3.703653427,3.613117793,3.904871561,3.245287234,2.998402961
3.662404104,4.78398868,4.715171258,3.510884897,4.203716811,4.158918397,4.464379366,4.432426246
3.662404104,4.147853022,4.160398841,2.478680647,1.76012349,1.859084938,1.803819614,1.267176777
3.662404104,2.856764919,2.698108492,2.462032957,2.844511086,2.864696099,2.932820623,3.544960419
3.662404104,4.65929431,4.836990254,4.910632242,4.751202236,4.330931466,3.995982501,3.726810245
3.662404104,4.056433745,4.114440247,4.335610229,4.313122219,4.488557574,4.278446518,4.413203914
3.662404104,2.66134245,2.682342551,2.921813806,2.270797223,2.706543082,2.869889395,2.68430089
3.662404104,4.096293184,4.285776993,4.475340855,4.606216192,4.559469806,4.18955846,4.430084013
3.662404104,4.118300205,4.101829575,2.279557941,3.331278531,3.171278704,2.928640467,2.528519928
3.662404104,4.910374647,4.954853355,5.002879437,5.018634599,4.895365382,4.655743258,4.276370769
3.662404104,2.675386474,2.394101537,2.065858169,2.015291065,2.202712353,2.715853378,2.971096531
3.662404104,4.309777621,3.987779588,3.454527192,3.957582751,4.150469334,4.267090772,4.453409141
3.662404104,3.757459066,3.568558897,3.67756519,4.340841835,4.167488506,4.146593992,4.165514818
3.662404104,4.432677007,4.099513423,3.908788251,3.402677305,3.285352534,3.656958922,3.092440718
3.662404104,3.857828932,3.595212655,2.168503738,2.190674216,2.493791232,2.434123276,1.691630211
3.662404104,4.4844796,4.366326316,4.724102363,4.546277112,4.395169304,4.394642776,4.478319608
3.662404104,3.558441191,3.248381474,3.692483546,3.260948989,3.238315952,3.482839492,3.404154461
3.662404104,3.615959457,3.665196152,4.115963353,4.396881015,4.600183793,4.56619274,5.279074638
3.662404104,4.031459315,4.230930703,3.060214053,2.798033829,2.980965594,2.469854439,2.927730294
3.662404104,3.82914857,3.932357294,4.266461805,5.486275281,5.289496276,5.241625632,4.159350801
3.662404104,3.947805188,3.751238684,3.743325902,4.303935388,4.315957312,4.523461276,4.453061978
3.662404104,3.482114434,3.786106754,4.679734154,5.44937614,5.345911775,4.975422828,5.301238099
3.662404104,2.751973668,2.946534483,1.884845958,2.395844186,2.749029341,2.250306519,1.596222196
3.662404104,3.142381144,2.867013681,1.445467867,2.644421726,2.560501274,2.726545901,1.91186401
3.662404104,3.902028921,4.220288844,5.480707133,5.8699141,6.116327912,5.910168048,4.682747062
3.662404104,2.616488075,2.705802794,2.185599918,2.297435981,2.925376405,3.116062129,2.976277615
3.662404104,3.612194351,3.368103706,1.709275181,1.366382154,1.296781126,1.021039999,1.839600903
3.662404104,2.639786014,2.348511258,1.403831011,1.530077351,1.647933217,1.403233835,1.030963058
3.662404104,4.471632311,4.217492149,3.898815676,3.415629941,3.333448345,3.577480645,3.425834829
3.662404104,3.22058673,3.298927584,3.699926769,2.638877435,2.499517028,2.464565163,2.821052694
3.662404104,2.425470281,2.556306305,3.497052066,3.894710798,3.60241153,3.605182755,3.778981493
3.662404104,3.138779833,3.05696842,4.481656857,4.402384061,4.591804151,4.20812923,4.253026829
3.662404104,3.905535519,4.046431338,4.288037407,4.463670935,4.827108341,4.973615011,5.088757238
3.662404104,2.864192962,3.295656227,2.286880345,3.200199724,2.993311052,3.517470049,2.938928371
3.662404104,3.308959446,3.327740886,4.030706551,4.014829345,3.288755244,3.507987364,4.008907762
3.662404104,3.434350566,3.589244367,3.16072925,2.557349844,2.414380603,2.541014653,3.118426439
3.662404104,4.925569036,4.748192257,4.566669,5.106966883,5.367478612,5.729110959,6.374554877
3.662404104,4.159144023,4.040655778,2.184750185,2.80723998,2.881062806,2.789779484,2.963847379
3.662404104,3.608163461,3.557803335,3.069352118,3.493997441,3.565281871,3.571223839,3.426811779
3.662404104,3.39384645,3.494076379,4.017386999,4.039054751,3.745389417,3.648953952,2.807753
3.662404104,3.854472964,3.697170741,4.060303163,4.10919231,4.61733865,4.335570473,3.948698563
3.662404104,3.376388674,3.240186056,2.620727403,2.133635821,2.26629454,2.47222258,2.171532658
3.662404104,3.668598782,3.448522118,3.920681828,5.070598811,5.518313112,5.176104434,5.174250154
3.662404104,3.230603246,3.405083332,2.660937078,2.107883354,1.751412965,2.201765154,2.423912919
3.662404104,2.966040664,2.926226146,3.469093807,3.403779072,3.251854318,3.192993935,2.842718183
3.662404104,3.208809622,3.01835454,5.043705415,4.984851081,4.392527121,4.518782858,4.955872656
3.662404104,3.631331653,3.789622434,2.95560121,3.111617142,2.785946919,2.912210245,3.50112111
3.662404104,2.391085063,2.533924969,1.566080336,0.764848056,1.145828691,1.280619959,1.737743771
3.662404104,3.52585966,3.371488193,4.511389021,4.930929142,5.415113129,4.934879624,4.554336376
3.662404104,2.283284957,2.285805601,2.897854861,3.762272878,3.579689691,3.762560663,3.748610761
3.662404104,2.756480883,2.649245998,2.659726328,1.975266618,2.008627743,2.315669096,1.498361344
3.662404104,3.358887502,3.183861111,3.312086909,2.092656059,2.294549543,2.485336916,2.136031364
3.662404104,3.84552775,3.663947788,3.845190671,4.319556313,4.441589527,4.693535354,4.277261712
3.662404104,3.783042285,3.474235849,4.572698698,5.393014791,5.355525424,5.132860334,4.787691228
3.662404104,3.735396462,3.472967372,4.169815825,3.739942264,3.662576632,3.706195057,4.036631133
3.662404104,2.99447638,2.976204915,2.843947803,2.57623195,2.9719896,2.938309584,2.814738561
3.662404104,3.412945129,3.361690768,3.099401203,2.693137897,2.318131684,2.267783346,2.945711569
3.662404104,4.152999468,3.940232923,3.930985997,4.756866758,4.888375673,4.790863614,5.356315097
3.662404104,2.309301456,2.65629345,4.160305072,4.938991967,5.02279883,4.385062757,5.1300806
3.662404104,3.080165219,3.002588479,1.683369968,1.330768319,1.348836354,1.310442014,0.131491528
3.662404104,2.346213421,2.072332439,2.759113436,2.789606243,3.101478791,3.522587957,3.060857652
3.662404104,4.096799817,4.377935217,5.762863144,5.235886612,5.578760246,5.546751033,5.349978572
3.662404104,4.629517081,4.585979556,4.544364809,4.55189944,4.683366501,4.791169732,5.25308005
3.662404104,3.052920475,3.264987068,2.570880207,2.017516561,1.670241236,1.440495321,1.436120917
3.662404104,4.511273185,4.367045606,5.362177441,5.416199832,5.760664978,5.10131895,4.520207331
3.662404104,3.438064085,3.374227211,3.592120455,4.101290512,4.208501508,4.098793088,3.961257902
3.662404104,3.804628378,3.975165355,5.111461756,5.136749414,4.993912742,4.521337942,4.669936195
3.662404104,3.702304951,3.666613813,3.389702229,2.942009926,2.539180049,3.143247327,3.405809885
3.662404104,3.85226938,4.241548153,2.588532754,2.359839607,2.263549095,2.169346946,2.329598028
3.662404104,2.630663404,2.67092514,3.991767464,3.736019692,3.409412955,3.144792196,4.097268466
3.662404104,2.375473803,2.641733919,3.168062851,2.164665641,2.351128533,2.569630841,2.680214726
3.662404104,3.910118992,3.760049623,3.535101271,3.734697693,3.411371482,3.078026154,3.809812871
3.662404104,3.371480671,3.127846686,4.178585843,3.405211,3.376617775,3.785848454,4.509381394
3.662404104,3.525344527,3.085070476,2.776881546,3.10932902,2.946723424,3.164065862,3.725889783
3.662404104,3.070567103,2.835169707,2.418078741,3.226923447,3.579210548,3.624236826,3.290742321
3.662404104,4.63602543,4.673269432,4.863780251,4.415803727,4.323212021,4.352947734,4.603039168
3.662404104,4.393442187,4.036857639,4.09102371,4.659012067,4.92938311,5.008995531,5.38804849
3.662404104,4.248769325,3.87079854,2.328914043,0.951529739,1.065891002,0.817861651,1.264070767
3.662404104,3.422345851,3.197200179,2.832316915,2.435122523,1.9719987,1.864449831,2.858994965
3.662404104,3.816386962,3.90925457,3.686729694,3.288857831,3.459338695,3.129720398,3.143822356
3.662404104,3.341065947,3.542251248,4.20196613,5.506259135,5.419879984,5.306750513,5.691154345
3.662404104,3.47299734,3.531340289,3.185354309,3.816112136,4.234374073,4.120176857,3.686284804
3.662404104,3.232143085,3.420279745,2.89518707,3.656462052,3.758619254,3.888348624,3.535293168
3.662404104,3.558568356,3.627190805,3.334679151,3.554945833,3.963595561,4.036207775,3.911832765
3.662404104,3.638149391,3.557280461,2.237958494,2.37944306,2.487318494,2.565763716,2.999082697
3.662404104,3.200195975,3.132206255,2.443497558,2.10904033,1.851948998,1.896493242,1.536010931
3.662404104,3.643918924,3.628479869,3.129380398,2.730299325,2.548595243,2.548341564,2.484266408
3.662404104,3.529104846,3.504273694,4.594331954,5.347267521,5.070880927,5.315798729,4.777864583
3.662404104,4.258505432,4.0703851,5.168666621,5.142801122,5.098173348,4.978085394,5.274173929
3.662404104,3.501601262,3.288309836,2.096414424,1.767061746,1.736616138,2.150354904,2.292895115
3.662404104,2.72586418,2.698176858,2.92268685,3.28584456,3.749918038,3.927087255,4.09675711
3.662404104,3.047058591,3.166631023,3.452197117,2.740545146,2.799710204,2.912447214,2.662987527
3.662404104,3.67014583,3.814078627,2.021996675,1.682481666,1.947352937,1.665197227,1.522793924
3.662404104,4.018540228,3.940676781,4.045911771,3.92860162,3.710486829,3.806539664,3.583694724
3.662404104,3.169856474,3.476377202,3.455774827,3.110729843,2.785694874,3.039257604,4.226522358
3.662404104,3.411518153,3.412036809,2.393367839,3.077087292,3.151978959,3.516456409,2.917583729
3.662404104,3.624537486,3.694408014,3.355359798,2.881051966,3.257066737,3.540420068,4.026590609
3.662404104,3.566124851,3.432454432,2.616655188,1.825379825,1.795817231,2.036566768,2.431839168
3.662404104,3.890901787,3.900979357,3.097062928,3.107511274,2.9617519,2.720652381,2.055391196
3.662404104,3.535009336,3.477336148,3.98539256,3.837105513,3.836991744,3.932942288,4.20685731
3.662404104,3.808092938,3.92605414,3.130270519,3.227023774,3.577884592,3.898866297,4.227916752
3.662404104,3.921690312,4.028159667,3.644143434,4.356206403,3.942912476,4.084662772,3.938620867
3.662404104,4.09017359,3.912403058,4.213062002,4.851174425,4.808568344,5.252374335,4.530594361
3.662404104,2.842938855,2.699787594,2.660222601,2.081334454,2.30806413,2.256759233,3.146973325
3.662404104,3.463936541,3.631749954,3.885655824,4.396155658,4.489696938,4.391470718,3.333132761
3.662404104,2.864084528,3.154399736,3.166951735,3.591735739,4.053460314,3.777697037,2.803643795
3.662404104,3.293699736,3.246280941,1.44102555,1.121666108,1.055357301,1.105912319,0.944679766
3.662404104,3.947717353,3.864212874,2.223196944,2.802737866,2.912302166,2.980513311,2.336668099
3.662404104,3.817643775,3.845386774,4.817473695,4.851301967,4.948343424,5.092466834,4.869542997
