spot1,spot2,spot3,spot4,spot5,spot6,spot7,spot8
3.490478542,4.249665929,4.685701933,4.0891445,3.792290231,4.061776946,4.46383235,4.84914222
3.490478542,4.180076755,4.039972117,3.190758119,3.94669555,4.123932397,3.912336674,4.017545181
3.490478542,4.319307946,4.364847924,5.006214665,4.453010436,5.087456769,5.234954678,4.804612819
3.490478542,5.351302642,5.130763732,4.973363758,5.403276185,5.448199587,5.710580341,5.364413473
3.490478542,4.895116945,5.015003551,5.157271707,4.923389216,5.495329864,5.829756007,5.639051697
3.490478542,4.562228677,4.752251462,4.264544774,4.335397541,4.290028,4.347508014,5.19466081
3.490478542,3.265552201,3.347227868,2.111538933,2.160220391,2.719315013,2.839549619,2.935116705
3.490478542,3.689346535,3.61225859,2.523041532,1.763277596,2.251742031,2.874427194,2.76642925
3.490478542,4.272844671,4.365679526,4.085697055,3.697027075,3.320201913,2.905663325,2.362781478
3.490478542,3.157732333,2.932753057,2.476890523,2.519662278,2.597031385,2.859670088,3.177758913
3.490478542,3.646947109,3.682938588,3.551581309,4.02831606,4.03871929,3.870203393,3.47531394
3.490478542,3.768643989,3.588342245,2.989906942,2.865526898,3.28205886,3.020950732,2.559963122
3.490478542,4.694264257,4.307643844,4.869178688,4.679014673,4.450368066,4.357532455,4.977098321
3.490478542,3.218503011,3.357618431,3.683326351,4.150415422,4.245752029,4.693056288,4.893879385
3.490478542,3.014015128,3.286541025,3.999997096,4.535679371,4.763694266,5.300452474,5.450760554
3.490478542,3.765135294,3.920141682,3.809032426,3.982078717,4.16744908,3.720042457,4.214161146
3.490478542,4.337168501,4.752718291,3.888184183,3.593130283,3.894667583,3.765589325,4.510494327
3.490478542,3.350404825,3.814928023,2.854005345,2.278908204,2.11370559,2.199932998,2.329693865
3.490478542,2.401100885,2.801847701,3.058394193,3.2550226,3.447720987,3.741149001,3.07235806
3.490478542,4.285687173,4.479215619,5.048366285,5.502776898,5.39500557,5.690035773,5.415186778
3.490478542,3.763048075,3.842832855,2.620269725,3.107788716,3.367522766,3.38121408,3.348393893
3.490478542,2.493276262,2.594049722,2.373637137,2.213448792,2.186667385,2.190510461,2.458565482
3.490478542,3.504400081,3.772083598,2.639393695,2.35710184,2.53057709,2.472479649,2.163830859
3.490478542,3.31929441,3.38341423,3.232008159,3.913470329,3.83403804,3.839292576,4.396440852
3.490478542,3.285776447,3.291266343,3.390152,3.28577524,4.144891436,4.481223299,3.977646729
3.490478542,3.703655619,3.570315899,2.838575558,1.945464967,2.468178826,2.530216621,2.034160996
3.490478542,4.952100997,5.198411198,6.225784788,6.086978245,5.938830431,6.117687492,6.162499368
3.490478542,4.253798126,4.525932129,3.281640209,2.742947365,2.888122827,2.822675784,3.183844999
3.490478542,4.383548819,4.362719749,4.153867228,4.322783018,4.406670445,4.352824771,3.33764962
3.490478542,2.495348824,2.590073452,2.321948845,1.859146298,2.145271795,2.341288794,2.483912746
3.490478542,4.137985311,4.147384552,3.351503428,3.107171737,2.966282934,3.627283881,2.571778075
3.490478542,3.431537733,3.535687566,3.768358825,3.467593003,3.40442534,3.443794214,3.45959647
3.490478542,3.23322583,3.541189025,4.674183464,3.794486323,4.036540468,4.11582074,3.67282136
3.490478542,4.20811402,4.386044581,5.084457439,5.557180161,5.660536623,5.626897613,5.076649082
3.490478542,4.087884337,4.188287478,3.31193627,2.735117475,2.760106658,2.670932666,2.526242388
3.490478542,3.841655079,4.080051276,4.520730322,3.903989683,4.20703312,4.173659971,4.396175416
3.490478542,3.337282954,3.242879123,3.556918152,3.605238982,3.740037636,3.594495681,4.156862887
3.490478542,2.913416838,3.212565323,3.682625308,3.229722299,3.542509829,4.052238713,2.98629154
3.490478542,3.783839302,3.854729213,3.782729365,4.437527299,4.494823994,4.330408183,4.712780329
3.490478542,3.102593327,3.36010228,3.198269532,2.009728732,2.212747154,2.034158808,2.298455548
3.490478542,3.573475792,3.687538402,3.856535839,4.330740246,4.639134822,4.378384717,4.044941326
3.490478542,2.701798088,2.785918025,2.284596997,2.345659167,2.371896306,2.813639638,2.588723488
3.490478542,3.653637335,4.173687672,4.635962144,4.608360029,4.929352262,5.122054908,5.582819356
3.490478542,4.847049673,4.599320927,4.130221084,4.281024387,4.408752623,4.137130155,3.673470455
3.490478542,4.931864819,4.768096099,5.372415417,5.292248953,5.686191334,6.000649658,5.754882442
3.490478542,3.570546349,3.711333384,4.442284663,4.59340435,4.491097697,4.315399711,4.44464838
3.490478542,3.95855972,4.241488588,3.632947625,3.241298216,3.576706728,3.665537793,3.334993916
3.490478542,2.967710615,3.158884872,2.917792635,2.718576377,3.06905825,3.149701082,2.897086899
3.490478542,3.926746294,4.033709974,4.070184435,3.359814663,3.317913212,3.638855982,3.364331604
3.490478542,2.776533469,2.884420106,3.592223797,4.07572487,4.026386558,3.929654715,4.343264185
3.490478542,2.977880578,3.162201201,2.478080272,2.25957244,2.823571636,3.063311154,3.215087127
3.490478542,4.864720444,4.890274719,5.283280415,5.224850959,5.586916799,6.172264886,6.328258954
3.490478542,2.672942399,2.859151777,2.759903118,2.428530351,2.565368797,2.557659778,1.454946242
3.490478542,4.592708175,4.541948472,3.636986468,3.807508962,3.862472098,3.877255757,4.536053618
3.490478542,4.05411793,3.849442733,4.273217654,4.612721903,4.8536832,4.871544871,5.510030518
3.490478542,3.949226963,3.93435352,2.697041748,2.94401632,2.584752512,2.626055215,3.584801678
3.490478542,3.284151101,3.17337217,1.272046636,1.337386603,1.539339391,1.575679821,1.28468129
3.490478542,4.678334909,4.885707655,4.34117665,4.50520531,4.722003846,4.951126168,4.908233955
3.490478542,2.265524269,2.533587684,1.220874256,1.360627341,1.421660726,1.417157987,1.164923951
3.490478542,3.665740411,3.410346775,4.212269873,3.705732818,3.894650326,4.06451016,3.49610813
3.490478542,2.858374704,3.144087024,3.301745514,3.078596744,3.199686405,3.622878505,3.599528351
3.490478542,3.623691963,3.890663904,4.578751131,4.310836464,4.00585159,4.685650918,4.335858554
3.490478542,3.947410023,3.800041946,4.049312617,3.868502921,4.159812447,3.73258481,4.234656346
3.490478542,3.668652155,3.736456637,4.920747844,4.260240625,4.428402845,4.506836863,4.157312301
3.490478542,3.046692955,3.070777723,2.317980862,1.680427803,2.130070329,2.240684576,2.694116077
3.490478542,3.96937938,4.507280191,4.964004517,5.234235184,5.29331997,5.254040343,4.617594568
3.490478542,3.043414227,2.649755593,3.21243333,3.611473651,4.082541323,4.159708648,4.279712723
3.490478542,3.916186964,4.033603955,4.870741667,4.810973257,4.737435406,4.579292,4.466864955
3.490478542,2.553011206,2.448026443,3.883501907,4.275248096,4.805760606,4.659146592,3.455256261
3.490478542,3.77792593,3.772679865,3.894028035,4.123791589,4.35446497,3.997116756,3.246339053
3.490478542,3.429884831,3.806683946,2.902783564,3.003949199,3.151715812,3.021498847,2.998808162
3.490478542,3.084591788,2.973864136,2.540335867,1.737790096,2.007806736,1.948775101,2.297125219
3.490478542,2.955921887,3.191526009,2.733390181,2.135372872,2.566866649,2.881701261,3.285336521
3.490478542,3.667849197,3.990246044,2.997229621,2.867426142,3.101814998,2.951134264,2.379231041
3.490478542,4.025591679,4.08451202,3.274121749,3.694910966,3.814664522,4.188696253,3.638738743
3.490478542,3.862318044,3.925420527,4.150284202,4.025765099,3.908130346,4.206876662,4.4044679
3.490478542,3.436076889,3.523830363,3.502458335,3.262003969,3.513572421,3.462090213,3.021131323
3.490478542,3.434799985,3.565310261,2.890668287,3.755543931,4.030926908,3.934930807,4.29710656
3.490478542,5.028041457,4.978128898,3.552886661,3.02187979,2.817822338,2.741469158,2.113774615
3.490478542,5.184155999,5.046341842,4.545087668,3.61554891,3.79909997,4.154768312,2.804874185
3.490478542,3.504205234,3.577249694,4.63980806,4.413394046,4.573003266,4.477406654,5.214065518
3.490478542,3.98748079,3.825211079,3.431706527,2.617639026,2.720385633,2.274179156,2.248643965
3.490478542,4.466546108,4.615994163,4.252244499,4.42523632,4.675320914,4.74786182,4.90233729
3.490478542,3.82648585,3.800940636,1.243059986,1.214020962,1.414941504,1.748501122,1.963223883
3.490478542,3.798246236,3.658811545,4.630829897,4.603183448,4.735248764,4.852612919,4.202293804
3.490478542,4.105200667,4.269402665,3.589880391,2.969121424,3.619659209,3.477181339,3.833166156
3.490478542,2.977649709,3.265629393,3.307102395,1.85533543,2.178794158,2.525651658,2.43720902
3.490478542,3.101189239,3.026089361,3.072660113,2.316015359,2.659511478,2.455484391,2.542260853
3.490478542,3.313237659,3.303815757,4.3645494,2.646718126,2.914073547,2.815802102,3.003963252
3.490478542,3.833322196,3.973183856,2.762550769,2.793336287,3.093789012,3.137379594,3.671935837
3.490478542,4.098127941,4.066682703,3.79641178,3.610209979,3.690503133,3.710082251,3.942015361
3.490478542,4.108971891,4.091904007,4.160602612,3.687851868,3.570147091,4.018937144,4.574208859
3.490478542,3.161641942,3.305875103,4.879610931,4.902342751,5.151945754,4.751536619,3.804551887
3.490478542,3.101954917,3.240333709,2.533214031,2.533177958,2.406756326,2.428955055,1.904687827
3.490478542,3.004706331,2.852460942,3.432040758,3.063189117,3.055926224,2.955383413,3.153171985
3.490478542,4.113427288,4.156489637,4.675640551,4.451014417,4.880355449,4.85528043,4.363656853
3.490478542,3.258727881,3.437774548,3.472811172,2.824243625,3.200816587,3.073319983,3.08800376
3.490478542,3.961686184,3.765581598,3.640840977,3.77381715,3.790860074,3.827031389,2.634460695
3.490478542,3.030937692,2.93157492,2.350419342,2.182085419,2.556586595,2.528774111,1.568251966
3.490478542,3.014366977,3.45759863,2.935125195,2.983599064,3.369496648,3.242099085,2.460969026
3.490478542,2.382774497,2.236425942,2.209459517,1.29904489,1.034158594,1.566189952,0.542206035
3.490478542,3.843484759,3.771106998,4.497435937,4.231002012,4.527388646,4.451499263,4.501515111
3.490478542,4.575102261,4.547274718,4.407569203,4.467626811,4.622439558,4.593518183,4.933693372
3.490478542,3.987053071,3.999503878,4.253179409,4.587021844,5.015836471,5.272234378,5.25955704
3.490478542,4.984849254,4.738980937,4.506529484,4.266904318,4.596491459,4.685119087,4.595488038
3.490478542,3.032057578,2.921871842,2.989089216,2.269455349,2.527379481,2.82225142,3.109258078
3.490478542,3.793921987,3.889087855,3.059719861,1.26672484,1.780313596,1.866449038,1.766082719
3.490478542,3.186539269,3.265516855,3.002446398,3.553283642,3.83924246,3.58368027,3.629212081
3.490478542,3.026891154,3.33872675,2.000721448,2.067090412,1.940016238,2.301853761,2.471351093
3.490478542,3.318095462,3.3605821,5.1204225,5.547085797,5.746609302,5.968961874,5.526550514
3.490478542,5.202742781,5.143912613,5.433672271,5.405184999,5.439106041,5.572262503,4.963237916
3.490478542,3.508800899,3.526318879,3.07989514,1.766244465,1.68110464,2.100534575,1.881561062
3.490478542,3.290683465,3.031275742,3.274381529,3.23936674,3.816405501,4.249031737,4.169454481
3.490478542,4.571693778,4.528785639,4.905181885,4.787385409,4.982397524,5.20922561,5.290078705
3.490478542,4.552463106,4.658165401,4.790382072,5.020415699,4.850833102,5.061658064,5.162869314
3.490478542,3.181674054,3.461326006,3.474238472,3.788805516,3.726338798,3.610526757,3.244736989
3.490478542,4.381672804,4.636391236,4.672818524,4.483193761,4.55465483,4.484221508,4.129798529
3.490478542,4.653648794,4.83851796,5.667749437,5.02211087,4.992623235,5.2074349,5.46486239
3.490478542,3.937904123,3.958172401,2.828564812,3.038824341,3.44455036,3.104117242,3.558519223
3.490478542,2.877292308,2.593314287,3.83857798,3.479953716,3.921771171,3.903660731,3.630889165
3.490478542,3.782336032,3.668562364,3.444385243,3.959358084,4.143475269,4.095277113,3.363947392
3.490478542,2.564373977,2.991397614,1.965347754,0.640771174,1.346936959,1.760782647,2.82377871
3.490478542,2.979794719,2.921400096,2.798308078,2.149778121,2.052620095,2.728412751,2.876777828
3.490478542,3.974158438,3.806929025,3.85420244,3.869889716,3.955175497,3.968582523,3.61725349
3.490478542,3.83500401,3.905113827,3.388653207,3.897932203,3.653299606,3.905056445,2.761179979
3.490478542,4.280094679,4.280984258,3.939272922,3.225366362,3.065055369,3.222041921,3.428026334
3.490478542,2.999982159,2.780781954,3.835142998,3.718464351,4.039968453,4.2340491,3.486321262
3.490478542,2.678775115,2.878302426,1.681507015,1.465875393,1.28358613,1.584850493,1.70423455
3.490478542,2.888543971,2.845794083,3.838925958,2.840028132,3.078223694,3.154304395,3.896543424
3.490478542,5.047074073,5.060259392,6.131846448,6.387224573,6.094886301,6.542468722,6.135055372
3.490478542,3.263068333,3.203091835,2.48329419,3.406402659,3.586122798,3.431257823,3.520640622
3.490478542,5.528800498,5.190056195,6.167810741,6.211526911,6.44906819,6.672970915,6.012698429
3.490478542,5.050320407,5.288138462,5.305388353,5.418102336,5.360751378,5.173058689,5.521157525
3.490478542,3.541488593,3.48514197,3.198083504,3.566290302,3.637016332,3.852878719,4.33065774
3.490478542,3.883842986,4.05083492,2.419594486,2.027699765,2.734732325,2.670104389,2.284592881
3.490478542,3.634184825,3.56877773,4.204946699,4.041685164,4.262566015,4.124551464,3.623480546
3.490478542,4.027830207,4.064779373,5.59868329,5.543413954,6.149082631,6.246545667,6.826913358
3.490478542,4.645692294,4.549699777,3.854354449,3.113688382,3.17451061,3.07189172,3.76685084
3.490478542,3.093156395,3.119318366,3.727385715,2.230319516,2.478869831,3.226946702,2.990093741
3.490478542,4.266843413,4.29563762,3.391661926,2.99849781,3.108591864,2.983857088,3.16529254
3.490478542,3.602303242,3.798861783,3.532736838,3.173000783,2.963351868,2.764953275,3.171874033
3.490478542,2.81905524,2.832962611,3.248182459,3.1645941,3.000736856,2.944616036,3.145645276
3.490478542,3.642626453,3.61395317,4.144639753,3.539235952,3.681672071,4.090061102,2.837909432
3.490478542,4.049268834,4.207105536,3.656182829,4.196063394,4.454610555,4.120033415,3.850350815
3.490478542,2.74884875,2.823168439,2.848525297,2.149940899,2.588347536,3.030591028,3.683053402
3.490478542,3.446430166,3.182894852,4.118231038,3.372436814,3.171674881,3.339800169,3.127757031
3.490478542,4.294664961,4.21331503,4.960777557,4.780779883,4.207388147,4.343562102,3.910453464
3.490478542,3.575945554,3.771222081,3.828161287,3.736432296,3.992607089,4.252889139,4.714901524
3.490478542,4.040351315,4.143627074,4.139198126,3.875016362,3.818603322,3.832370303,2.838809449
3.490478542,3.389568826,3.425036041,3.456516961,3.524993203,3.08853721,3.250390576,3.47556607
3.490478542,4.577256566,4.455053654,3.735770446,3.235997883,3.635165382,4.301206299,4.021630366
3.490478542,3.769085843,3.701487024,3.215891907,3.170273112,3.178373677,3.486703554,3.478874363
3.490478542,4.15333837,4.019606663,3.452925009,3.720268427,3.693968319,3.623779577,3.179616445
3.490478542,4.674954519,4.516144925,5.068280426,5.420732854,5.181167004,5.015718337,5.583678645
3.490478542,3.571385112,3.948855201,2.334201047,2.476420513,2.626115408,2.595750098,2.362037561
3.490478542,2.404641203,2.488477039,4.536451767,3.759120034,4.375880358,4.603212807,5.337809854
3.490478542,3.028643075,3.284737939,4.496773967,5.290463442,5.511929183,5.563669879,5.054894717
3.490478542,3.740750456,3.771200599,3.165442684,3.010289841,2.757004407,2.845369221,3.100483501
3.490478542,4.589241794,4.433990329,5.083028257,4.423838356,4.624286734,4.896814562,4.350389177
3.490478542,3.554613713,3.415497994,2.140286584,2.391858881,2.832487336,2.916419572,2.529739103
3.490478542,4.198874296,4.494912386,4.205173391,4.060333286,3.835495375,3.546086735,3.227661138
3.490478542,3.852683096,3.696056117,3.032379744,3.794896783,4.12096044,4.165610484,3.95963054
3.490478542,2.960241906,3.057514497,2.710701694,1.81986957,1.69330318,1.151952386,2.371880284
3.490478542,2.534600653,2.61936919,1.994601359,1.483973485,1.428451804,1.916794234,2.151723434
3.490478542,4.308945526,4.298201619,5.525222754,5.581452608,5.830807173,5.929192048,6.694431908
3.490478542,4.174870609,4.233013249,3.903553306,4.185364557,4.279589706,3.924161523,3.610366724
3.490478542,4.206369653,4.072044793,2.313104806,1.469861953,1.877021395,2.099519175,1.373425721
3.490478542,3.904800036,4.083831416,4.289300289,3.547348258,3.696220784,3.384175774,2.902874746
3.490478542,4.123761743,4.019714313,4.820213638,4.564338876,4.636208952,4.539357442,4.18576166
3.490478542,4.070113979,3.990086599,5.01516221,4.813087115,4.581346886,4.826750024,5.073111836
3.490478542,3.509347052,3.572738947,3.658424804,3.176036019,3.338769498,3.488190454,4.006371456
3.490478542,3.13579776,3.219618648,3.697681525,3.335441095,3.526102521,4.062843731,3.490998333
3.490478542,3.216074493,3.223757833,3.975173361,3.38391274,3.553123432,3.604407618,2.405429392
3.490478542,3.334120442,3.543399747,3.024764709,3.279114818,3.660116273,3.883169786,3.79372577
3.490478542,2.064761752,2.092280267,1.351333618,1.360857636,1.670116425,1.909822771,1.940512463
3.490478542,4.588059819,4.410000485,3.897770253,3.635569733,4.04778509,3.832129458,3.964738774
3.490478542,3.691587736,3.705794367,4.601682543,4.307837023,4.56519874,4.451458907,4.701545455
3.490478542,3.978197006,4.229711402,5.606572343,4.626369349,4.842074918,5.065368999,5.399281275
3.490478542,3.584342981,3.612696389,4.961828114,4.11319421,4.378034507,4.361335135,3.738685252
3.490478542,1.908787475,2.047924415,3.749791006,3.694078458,3.515966757,3.800686292,3.693432168
3.490478542,4.762485644,4.78807096,4.018219707,4.209192401,4.371567984,4.71918798,4.39175054
3.490478542,3.661152722,3.608941229,3.608196453,3.518100191,3.626284918,3.333678393,3.26478013
3.490478542,3.609996306,3.554145983,5.317521278,5.291150295,5.380432311,5.394523685,4.540807347
3.490478542,3.13239551,3.35209378,3.661587205,3.506628693,3.556852293,3.868191306,3.43133578
3.490478542,4.070881162,3.8445619,4.314773832,4.495592741,4.221711243,4.170690544,4.421441786
3.490478542,4.210247076,4.256158848,3.752715474,4.040947146,4.034289648,3.82637208,3.729759355
3.490478542,4.316573753,4.278045777,4.286382623,4.000820035,4.047815934,3.936701612,3.561545538
3.490478542,4.334471971,4.607624499,6.369830463,6.111487322,6.382971022,6.247246245,6.051838169
3.490478542,3.637249369,3.944569487,3.763851401,4.055118991,3.989649843,4.055870812,4.031712965
3.490478542,4.434391554,4.081417775,4.124997575,3.599220377,3.879327416,3.964306386,4.417100718
3.490478542,4.169493083,4.242480704,4.872567673,4.708274176,4.618108334,4.392124864,4.333631168
3.490478542,3.896175917,3.462960568,3.219659967,2.973602681,3.445345528,3.863836737,2.987671
3.490478542,3.826244847,3.665463391,3.175285573,2.203751571,2.688593336,3.154462748,3.533908869
3.490478542,3.869961546,4.056826239,3.625038242,3.50269822,3.793180237,4.288279097,3.721197061
3.490478542,3.122023048,2.769233915,2.822631934,2.396097596,2.55123124,2.941232894,2.904776584
3.490478542,3.542891508,3.615439039,3.548550279,3.330344115,3.328978991,3.689413394,3.801701502
3.490478542,3.891517382,3.531613381,3.696885183,4.339720485,4.503194392,4.498090278,4.300836871
3.490478542,2.92596679,2.897086624,3.627275811,3.657857546,3.938447757,3.561626831,3.920588015
3.490478542,3.63083313,3.404489049,3.254756671,3.43407149,3.51342911,3.51941643,3.594302949
3.490478542,3.137519863,3.347074091,3.922035617,4.85499728,5.034650702,5.062682811,5.734088907
3.490478542,2.733067268,2.990850625,2.300013119,1.163350652,1.370631147,1.520086409,1.643483117
3.490478542,2.859821726,3.131072262,2.279640253,2.420492397,2.807194542,3.176168706,2.657486748
3.490478542,3.850087679,4.143764897,4.569275129,4.21571004,4.350233872,4.24955582,3.911986444
3.490478542,2.503607401,2.686275423,2.616054425,2.77615513,3.194620607,3.127369975,3.489969055
3.490478542,3.521800696,3.359048386,4.898312694,4.618658034,4.553983889,5.102329869,4.946222937
3.490478542,3.893994876,3.905359384,3.857258795,3.491624512,3.683647518,3.551920306,3.708810703
3.490478542,3.345580295,3.392794673,3.81380978,3.774163471,4.031099971,4.578780073,4.381542552
3.490478542,3.773787314,3.734557145,3.400415882,2.423733248,2.223670633,2.152680427,2.130828538
3.490478542,3.094988879,3.232053326,4.518015764,4.313856488,4.479336285,4.618439423,4.973103936
3.490478542,4.428266501,4.389141367,5.091529572,5.280019582,5.348372463,5.276049373,5.415705515
3.490478542,2.936931565,3.022997293,2.81299466,3.269690698,3.312407882,3.579085843,3.4433673
3.490478542,4.738204937,5.017716115,5.690467672,5.65622732,5.637924016,5.198859907,4.711766726
3.490478542,3.335617698,3.543809819,2.145572863,2.012949872,2.247364229,2.385159245,1.897746869
3.490478542,4.325153227,4.652223817,3.956517856,4.334054413,4.231998883,3.944298612,3.654416412
3.490478542,3.436733644,3.516034406,3.425626884,2.905642242,2.905959433,3.024130921,3.446099708
3.490478542,3.470015727,3.80145963,2.673948114,2.794832753,2.978947732,2.857591089,3.507105688
3.490478542,3.791497308,3.924449304,3.413716691,3.306255877,3.455976038,3.802733783,3.395011033
3.490478542,3.34820134,3.330994254,3.764421046,4.419431713,4.240137541,4.008623406,4.28587897
3.490478542,5.309483439,5.578228633,4.700755508,4.60255552,4.839885942,4.468574157,3.455179468
3.490478542,4.49384854,4.214137239,3.877348301,3.318159572,3.300607776,3.449938536,2.967843617
3.490478542,3.799395826,3.84788752,4.427156869,4.347941717,4.656266278,4.661514721,4.125173472
3.490478542,3.240205651,3.231147652,3.19453057,3.51962343,3.782121895,3.99871933,3.058212349
3.490478542,3.112423076,2.999198895,2.558680375,2.109684835,2.795941966,2.761006571,3.065510537
3.490478542,3.630340679,3.680875705,3.334667884,3.711939063,4.177555587,4.444484469,3.43171462
3.490478542,3.210194067,3.146382222,2.46207834,1.724358146,2.057026713,2.560575049,2.353713257
3.490478542,4.957950407,4.995676424,5.508678475,5.239630473,5.405434674,5.635703191,5.427159201
3.490478542,4.548694978,4.376787739,3.577887124,4.195716075,4.33512101,4.05365268,4.035304146
3.490478542,4.115676202,3.883934889,4.452653807,4.201936957,4.479745915,4.44002296,3.449508849
3.490478542,3.533669816,3.575325111,3.281848179,3.456219623,3.322771417,3.03476621,3.421616437
3.490478542,4.249589961,4.179353278,3.210139569,3.027412133,3.592701078,3.659435387,3.880900235
3.490478542,3.459857955,3.70143399,2.861198157,2.517858193,3.081835483,3.535941669,3.308637067
3.490478542,4.669336641,4.76332294,5.070699982,5.286141178,5.239551046,4.793715391,5.009314975
3.490478542,3.160851805,3.139629077,3.493774819,3.169092121,2.881573088,2.766410494,2.902339716
3.490478542,4.445131213,4.295886966,3.464182987,3.408100775,3.602765582,3.841976686,3.897572356
3.490478542,3.818634448,3.751963403,2.659418904,2.155185289,2.749181982,2.94884565,3.166301728
3.490478542,2.957258443,3.123676025,3.557900371,3.769487381,4.029763402,4.352358329,4.291018903
3.490478542,3.671400875,4.109686599,4.22601219,3.647528023,4.235020763,4.186731365,3.896387168
3.490478542,4.178101052,4.631476489,4.343885166,4.248116564,4.854569697,4.922431484,4.923731615
3.490478542,4.223838409,4.07399239,4.638959345,4.467950854,4.4594365,4.497462652,5.226197289
3.490478542,2.753947131,2.766299376,3.772564333,3.442786097,3.891945474,3.88461245,3.017148537
3.490478542,4.480662479,4.68339788,4.589916985,4.9434931,5.297806628,5.346005422,5.182270178
3.490478542,2.781138827,2.556379311,0.707656751,0.478298997,0.732852757,1.196010379,1.247893541
3.490478542,3.827568074,4.038967162,2.712017144,2.767476571,2.859273283,3.453065533,3.014126279
3.490478542,3.793874755,3.867956601,3.980734989,3.410074569,3.754974305,4.059348556,5.204801798
3.490478542,4.104185482,3.946599377,2.80966677,2.346122509,2.17687257,2.87841941,3.945400102
3.490478542,4.382823347,4.65698789,3.464917312,2.301846449,2.333446675,2.362375106,2.17050175
3.490478542,3.064841798,3.205669331,5.005801959,4.693252789,4.770429162,4.805312535,4.878237875
3.490478542,3.238979624,3.458660944,3.206326961,1.855468085,1.892234945,2.047941402,2.292347747
3.490478542,3.470052043,3.558629754,2.596663392,2.369693374,2.675725693,2.936190654,2.383443395
3.490478542,3.554252299,3.706883195,4.498158052,5.081446554,4.981230661,5.188216491,4.885145163
3.490478542,4.871459256,4.588230145,6.032328817,5.788600459,5.419886844,5.507122577,6.2673533
3.490478542,4.491400132,4.371345852,4.935923153,4.126574082,4.098055183,4.202780654,4.775477391
3.490478542,3.288098767,3.165098549,3.816433149,3.66125266,4.080051105,4.234969316,4.204748822
3.490478542,4.028791596,3.980119114,2.794816121,2.687664414,2.751391848,2.56564348,2.47201779
3.490478542,3.779682271,3.981332969,2.714530469,3.378117599,3.595608648,4.014115723,3.633837744
3.490478542,3.414474579,3.519816994,2.1786432,1.637036129,1.959252162,1.963358624,1.605169254
3.490478542,3.343859415,3.520072333,3.956288857,3.643585591,4.183209824,4.325979865,4.06576411
3.490478542,3.86614657,3.96678247,4.37862192,3.743803158,3.628830222,3.754828802,3.423923557
3.490478542,3.704366983,3.85745153,4.477506019,4.541275338,4.858488173,5.25202628,4.55513386
3.490478542,4.329958231,4.425737076,2.590122056,2.725043325,2.9997346,3.071546919,3.141301029
3.490478542,3.468596014,3.34071579,2.843367185,3.148851595,3.221460734,2.923238568,2.488210346
3.490478542,3.798069396,3.801794773,3.127706733,3.131176646,2.747108881,2.75089912,2.635666191
3.490478542,3.234736367,3.23971178,3.651180156,3.628557235,3.522178634,3.48970393,3.90948211
3.490478542,3.668359209,3.890763718,5.492135259,4.759933054,4.851518535,5.097237426,5.161093448
3.490478542,3.538306323,3.770028996,2.459945343,3.067845626,3.156912521,2.980134783,3.421177134
3.490478542,4.479315007,4.76369686,3.248852749,3.53273732,3.837418326,4.072566268,3.166570269
3.490478542,4.331745877,4.205109795,3.824476781,4.233454405,4.52858317,4.246827025,3.248518618
3.490478542,3.134897184,3.278855882,3.648021423,2.884367985,2.748059364,3.11081647,2.897378006
3.490478542,3.004264712,3.386373819,4.441758826,3.795432038,3.733973789,3.809187254,3.560815675
3.490478542,4.346502285,4.061460207,4.028350422,3.87807795,3.883383011,3.812968144,3.611140372
3.490478542,3.707546679,3.850067453,5.504076725,5.615043214,5.57594656,5.407739236,6.526759996
3.490478542,3.886885639,4.061260276,3.668805242,4.683669886,4.652345526,4.808552067,5.29924775
3.490478542,3.935209881,4.166643637,4.555353949,5.004839297,4.85601885,5.05378477,5.043051225
3.490478542,2.957075813,3.023014982,2.112662971,2.117322346,2.444730001,2.70407426,2.130731674
3.490478542,3.717065302,3.865026161,3.630011648,3.696761014,3.768053575,4.066209556,4.53911295
3.490478542,3.469650987,3.524034609,3.34826627,2.929830476,2.989682667,2.920271767,3.218599727
3.490478542,3.613204781,3.867518848,4.457892901,3.253205473,2.950985776,3.773931118,3.630810688
3.490478542,3.484423663,3.68140197,4.412182405,4.072954804,4.197851138,4.356239292,4.152531118
3.490478542,2.977386022,3.193310007,4.730866324,5.761628051,5.713945546,5.863684935,5.469835397
3.490478542,3.622835801,3.434676522,1.862759552,2.094473576,1.945893151,1.580780411,1.90554939
3.490478542,3.522078123,3.474196084,4.578266516,3.449961114,3.569124198,3.599831279,3.090944913
3.490478542,4.812958924,4.938817689,5.060607577,4.832396052,4.884369111,4.740491413,4.495559805
3.490478542,4.051679938,3.998095085,4.270326728,4.509261227,4.481776853,4.715234539,3.975599534
3.490478542,4.005817304,3.929254493,4.251075743,4.058652158,4.217832115,4.134145857,4.533660804
3.490478542,3.905463539,4.038805038,4.582488722,4.91808804,5.150636732,5.386179684,4.411083494
3.490478542,4.944799716,4.638420731,4.535435798,4.628613911,4.925015526,4.843203621,5.376286152
3.490478542,3.576845398,3.664614786,3.411414208,3.414836027,3.439045786,3.505755458,4.199137712
3.490478542,2.82697114,3.016798451,4.073438015,4.618211971,4.842654995,4.531830584,3.828563591
3.490478542,3.350711433,3.442538764,2.4318136,1.917054798,1.935306742,2.354868349,2.406150488
3.490478542,3.33233729,3.361019089,2.821309696,2.572456737,2.406504914,2.836524443,2.722732033
3.490478542,3.402702177,3.855666739,3.613900988,3.859667081,4.213574264,4.559457792,4.349795649
