spot1,spot2,spot3,spot4,spot5,spot6,spot7,spot8
3.490478542,3.122557028,3.208997407,2.994830731,2.384596644,2.534497548,2.261198252,2.637494316
3.490478542,3.261574077,3.438232101,4.757060006,5.251127933,5.234329209,5.106208327,4.331911425
3.490478542,3.137319102,3.414696223,4.522036495,3.877388388,4.359943889,4.171044248,4.70803994
3.490478542,3.992662831,3.926073158,4.00147101,3.734439556,3.489821116,3.31758839,3.61071738
3.490478542,3.633843223,3.867083585,3.168643113,2.571865486,3.07770442,3.19086403,3.018734464
3.490478542,4.553039714,4.40785237,3.944175064,4.320731513,4.672322209,4.971885612,4.496487979
3.490478542,3.531403575,3.557453455,2.783042687,2.914310924,3.273879645,3.60269528,3.662182674
3.490478542,3.681686665,3.742087715,4.439553458,4.122706919,4.888188378,4.91727091,5.64861274
3.490478542,4.51748972,4.311552517,4.305826023,4.019391141,4.280888703,4.252114031,4.269536546
3.490478542,3.949697283,3.990743496,4.313127941,4.077523769,4.440074718,4.042169237,3.338503034
3.490478542,3.137012794,3.232657498,2.916161385,1.988072946,2.066772017,2.448430881,2.190081079
3.490478542,3.286401098,3.523529803,3.146562439,2.440895051,2.60776843,2.405247963,2.421348865
3.490478542,3.969580365,3.711598522,2.939851856,1.806574276,1.911537739,2.091414318,2.643618635
3.490478542,3.730681029,3.734090728,2.568613903,2.43568934,2.543254404,2.583841244,3.15036531
3.490478542,3.323573421,2.968328211,2.897865965,3.253937314,3.33791522,3.801497743,3.076330066
3.490478542,3.40022819,3.527157625,3.697657898,2.565988792,2.758294571,2.896952318,3.07071563
3.490478542,3.277110923,3.141378146,4.162132167,3.871785185,4.063102232,4.13777714,3.863250261
3.490478542,4.08923756,3.966385562,2.931802704,2.481476142,2.371871214,2.159750429,1.848440059
3.490478542,3.03653592,3.218009714,3.273108462,3.634188373,3.587802052,3.689439818,3.964189284
3.490478542,4.040511202,3.900993522,3.859432763,3.269655474,3.363656015,3.590875283,2.582044461
3.490478542,4.181546796,3.829963485,4.700482465,4.161962573,3.960439878,4.36960432,4.109130108
3.490478542,3.334240127,3.443942329,2.304702502,2.030672096,2.111048988,2.071701593,1.692429821
3.490478542,4.116341395,4.243469408,4.584370401,4.757544592,5.090164343,5.250549336,5.194997588
3.490478542,3.92672147,4.322107289,3.779663056,3.131419104,3.08436991,3.517761203,2.921437257
3.490478542,3.570699244,3.799170564,2.380306474,2.779580014,3.100816649,3.228939606,2.975258709
3.490478542,4.613965706,4.650568466,4.52719009,4.545552736,4.752329187,4.983959443,4.477862314
3.490478542,3.321628319,3.398181622,3.502483099,3.409743087,4.10736658,3.785739012,3.923263878
3.490478542,4.380459296,4.317250343,4.695367982,5.172546698,5.73823567,5.7099502,5.651320192
3.490478542,3.073497742,3.45552509,3.851509216,3.330039943,3.558373819,3.825401158,3.541705878
3.490478542,3.711482956,3.224569466,2.832416257,2.656630578,2.938653124,3.490299627,2.989982929
3.490478542,3.877733574,3.70901971,1.459096804,2.065842383,2.101246332,2.129098236,2.089170594
3.490478542,3.52246426,3.585990829,4.19581384,3.800851388,4.056867498,4.165694646,4.484433164
3.490478542,3.744624866,3.752814924,5.205233971,5.199610586,5.514690881,5.709729236,5.599061391
3.490478542,4.355286087,4.698847988,5.573709211,5.784452325,5.786823172,5.988872281,6.582743891
3.490478542,3.199929067,3.334456907,1.419669716,0.916468873,0.72742902,0.713462444,1.404136855
3.490478542,3.522307607,3.627656871,3.619826206,3.322630268,3.454002938,4.023338247,4.471788962
3.490478542,3.971340025,4.067420377,4.877636178,4.782095484,4.963738872,5.220380651,4.999672646
3.490478542,3.371265647,3.44446362,5.020505811,4.712912046,4.883679731,4.697170075,4.004393048
3.490478542,3.574222516,3.706767114,4.326073209,4.053799277,4.82525096,4.482008228,4.462030206
3.490478542,3.079470813,3.091020177,3.289389232,2.581632543,2.828444955,2.475860193,3.146211149
3.490478542,3.016135,3.248844126,2.149439074,1.805503073,2.081267234,1.727068271,1.950139508
3.490478542,3.999696787,4.057493712,4.956228265,5.265944085,5.206524673,5.065984664,5.038943935
3.490478542,3.67109942,3.723440868,3.147256714,3.059903957,2.994837732,3.297714246,3.147148898
3.490478542,3.333648393,3.362847091,3.594916489,2.622443339,2.678759943,3.158689112,3.933995931
3.490478542,4.351529373,4.29260583,4.097679934,3.333648113,3.479313373,3.230035238,2.569653672
3.490478542,3.817263354,3.954427825,2.799459994,3.057235266,3.257851825,3.03039427,3.287265822
3.490478542,2.835096296,2.73034498,4.869265145,4.047492139,4.44442018,4.539556752,5.093047687
3.490478542,4.17219748,4.124142011,3.833843194,4.026038989,4.339910838,4.408040545,4.261454049
3.490478542,3.498564889,3.651347052,3.33268456,3.323081619,3.79724131,3.816227618,2.579000975
3.490478542,3.010876501,3.247081831,4.219709385,4.262056739,4.515674636,4.39195743,4.366485504
3.490478542,4.075213488,4.109024631,4.456873978,4.163989415,4.487647544,4.525961533,4.062642766
3.490478542,3.606442067,4.055535824,5.400112339,5.236839577,5.46154725,5.411145676,5.956999898
3.490478542,3.928572951,4.089157035,2.850184907,1.68463522,1.773542224,2.130259789,1.413173341
3.490478542,3.574358081,3.920599625,5.282552062,4.85547299,4.926671967,5.108903938,6.077422194
3.490478542,3.724347884,3.877446765,4.387102539,4.833954592,4.517158957,4.847548305,4.711869327
3.490478542,4.007609446,3.903313077,5.024479988,5.213594226,5.565825384,5.829893918,5.618563845
3.490478542,3.45656722,3.700279442,2.625214067,2.577185518,2.578805454,2.795360499,2.349333573
3.490478542,3.057008653,3.202105601,4.66999733,4.443366482,4.50175689,4.928671336,4.714997215
3.490478542,4.565069059,4.733517164,4.339315262,3.678009387,4.070713705,4.32189278,4.821058302
3.490478542,2.090224183,2.439086969,3.324759285,3.880901239,4.082565784,4.302709357,4.846005028
3.490478542,2.517404281,2.669075228,2.619706413,3.306771223,3.520280615,3.382300131,3.752794837
3.490478542,3.429964507,3.585071944,3.841812447,3.028616662,3.399997608,3.372608657,3.604529702
3.490478542,3.12915013,2.886559863,1.867572714,1.69791166,2.101013569,2.022528575,1.815080435
3.490478542,1.591133156,1.78468861,1.887536654,2.202063288,1.819478315,1.689329391,2.135172083
3.490478542,4.104723572,4.713315902,5.368165179,4.966761842,4.963479459,4.985424744,5.468669128
3.490478542,4.339761668,4.457299573,4.967730474,4.323377879,4.278394012,4.378513019,4.318780069
3.490478542,4.711878672,4.486280918,5.350994852,5.41340156,5.479412176,5.764593193,5.637832353
3.490478542,4.146833132,4.202261742,5.78304184,5.573985647,5.641241723,5.362583655,4.807009235
3.490478542,4.418971896,4.616919076,5.983913393,6.347095846,6.391067077,5.92067186,6.092134968
3.490478542,3.546298364,3.324248028,2.928523028,2.900374455,3.201303281,3.704758222,2.998090297
3.490478542,4.232761246,4.378053586,4.205347065,3.371534241,3.423775628,3.441517086,3.305475055
3.490478542,3.86839717,3.995157828,3.054483803,3.076379454,3.219479745,3.568691589,3.184637185
3.490478542,4.372267087,4.614507034,4.898167489,4.854969046,4.683576078,4.869328946,5.344628845
3.490478542,3.79117227,3.660216774,3.855458524,3.986606829,3.885006626,4.040939285,3.929327164
3.490478542,2.037152468,2.488899319,0.989451173,1.917033455,2.371828621,2.623354721,3.012926539
3.490478542,4.235438233,3.952181466,4.483915321,4.633959033,4.839337048,4.767411164,4.360578571
3.490478542,3.48950784,3.584547046,3.860828048,2.710401779,3.004901055,3.47261658,3.549469785
3.490478542,4.095108468,3.98749144,3.281764841,3.803325773,4.003936017,3.986770173,2.650207582
3.490478542,4.139774543,4.079477392,4.862335677,4.221054036,4.436969232,4.638913126,5.093763468
3.490478542,2.515752382,2.59217749,2.125590496,1.247881172,1.491813534,1.951420682,1.875893174
3.490478542,4.764584981,4.644459393,4.566590749,4.927698927,5.206760115,5.408264078,5.326523954
3.490478542,3.763096214,3.939893321,4.288643992,4.178325982,4.334816335,4.330048107,4.559049847
3.490478542,4.548314942,4.508763271,3.72896035,3.716562464,3.994209523,4.305428856,4.247606588
3.490478542,3.15333988,3.285588839,3.011783646,2.834928846,3.033383119,3.365832096,3.225479362
3.490478542,3.187018244,3.224627076,3.659833009,3.060988377,3.341723599,3.351878862,3.137791356
3.490478542,3.869766813,4.036552725,4.018898354,4.432364444,4.520889184,4.69114322,3.976011734
3.490478542,3.49571892,3.694584995,3.370277731,2.558610631,2.898502177,2.959508575,2.858918841
3.490478542,4.061344332,4.31745276,3.837872616,4.06143064,4.250219775,4.332341728,4.348007445
3.490478542,2.923164704,2.778614693,2.052506673,1.775706982,2.085453333,2.430040206,3.375967401
3.490478542,3.663478274,3.579455471,4.164987292,3.982095577,4.458535545,4.18782583,3.501080716
3.490478542,5.125465586,4.719849601,4.523099731,4.773377545,4.998579208,4.970036617,5.748295249
3.490478542,3.511000656,3.54721321,4.988668535,4.971834664,5.145654398,4.882607609,5.210690126
3.490478542,4.005298916,4.175204179,4.559888905,4.272194475,4.610746869,4.141036272,3.554537833
3.490478542,4.022248786,4.271669031,4.140007932,4.106900273,4.310777844,5.34175735,4.753310227
3.490478542,5.130711746,5.099375404,5.80842773,5.711022,5.752209193,5.757723588,6.142598632
3.490478542,3.795146616,3.600859035,3.275731963,3.06523222,3.437819485,3.721612321,3.500958718
3.490478542,3.454137388,3.628782208,3.902553279,3.061195098,3.439089176,3.674509997,3.388010583
3.490478542,3.986644888,3.894352627,5.286357141,5.193807729,5.214172399,5.295859862,6.354308238
3.490478542,4.520906789,4.304849122,4.69026571,4.561129952,4.757849708,4.933900162,5.732113776
3.490478542,3.149947286,3.160342971,3.252459145,3.245566655,3.76520413,3.94117605,3.553420168
3.490478542,4.133859093,4.401291778,4.343196751,4.363500676,4.74640722,4.599387106,4.891732642
3.490478542,3.693646304,3.780024193,3.678238478,3.948705577,4.233890004,4.180207657,4.188482198
3.490478542,3.880329817,3.902568498,3.086882455,4.147207573,3.713604509,3.578474437,3.810491256
3.490478542,3.668221366,3.934662858,2.60315967,1.539756777,1.667585038,2.126150984,2.290966553
3.490478542,3.833455167,3.978211367,4.844355789,4.581411473,4.464462791,4.610592573,4.81714125
3.490478542,3.514067411,3.747932415,3.262513661,2.438960109,2.429118407,2.52824714,3.07535801
3.490478542,3.89670076,3.94386705,3.882733848,4.043000765,4.245634734,4.073595069,4.410691491
3.490478542,3.592206659,3.712275949,2.520748536,2.517563148,2.961025071,2.972124963,2.999656099
3.490478542,4.356887193,4.458248495,4.220356384,4.060238459,3.991420037,4.219839937,4.596082475
3.490478542,3.415259568,3.352570942,4.753233838,5.007689582,4.971122007,5.17737419,4.967365627
3.490478542,3.809882976,4.138430882,4.343076421,4.321564809,4.614482629,4.577725198,4.070915723
3.490478542,5.033536559,4.664509559,4.370132596,4.140528825,4.629826731,4.669792543,4.777798465
3.490478542,3.15893323,3.385560464,2.523170377,2.004439479,2.459874384,2.04360499,2.287125014
3.490478542,5.250093626,5.216085635,5.965180764,5.697459335,6.054560941,6.297079603,6.126706685
3.490478542,4.266931354,4.346282728,3.119362971,3.073751337,3.39597921,3.544610248,4.611345778
3.490478542,3.555095639,3.521239512,3.733075445,3.373180074,3.503121936,3.365900268,3.311293756
3.490478542,4.98785918,5.27344663,6.08532776,5.565838389,5.360765208,5.285911757,5.224796506
3.490478542,3.25114486,3.423697627,3.632881419,3.434551224,3.419117219,3.573063668,3.571845319
3.490478542,4.130050285,4.02323325,3.824106029,3.723447169,3.866820429,3.753618188,3.617313993
3.490478542,3.070394677,3.236331187,4.463654568,4.855930156,4.954862014,5.362574381,5.815470515
3.490478542,4.14996122,4.271353346,4.650390918,3.950649069,4.310961123,4.460901328,3.677405697
3.490478542,4.014040404,4.106432555,4.842576997,4.811584,4.856194671,4.956250681,4.818633507
3.490478542,2.778961166,2.611152564,4.259343478,4.710648637,5.026988577,5.58367092,5.596218231
3.490478542,3.846657533,3.743286163,3.613575278,3.105493188,3.002314129,2.719326277,2.647897587
3.490478542,3.643690279,3.604049928,3.700742531,4.073218914,4.179788026,4.116302449,3.833250256
3.490478542,3.793180785,4.169630216,2.579592537,2.866344157,2.971156441,2.756362924,2.439959319
3.490478542,3.876618143,4.030462258,2.358062385,1.879777657,1.916137067,1.818454916,2.275908274
3.490478542,3.672634922,3.846713731,3.504066375,2.912845545,3.017712026,3.092052599,3.04157574
3.490478542,3.802388064,4.055681572,4.339204042,4.178048885,3.956924491,4.261530013,3.672062962
3.490478542,3.222670742,3.238279785,3.272524606,3.496762566,3.677721623,4.033391534,3.471291816
3.490478542,2.383578414,2.297640189,1.86565121,1.105157172,1.296580593,1.688051134,2.607268344
3.490478542,4.151328352,4.208757509,4.249824615,4.440883909,4.447287444,4.278453151,4.085711585
3.490478542,2.681005879,2.908786607,2.817629877,2.352112088,2.638104604,2.856623356,2.644962981
3.490478542,3.18157143,3.333818748,4.405326258,4.052303047,4.182521856,4.365532823,3.580381052
3.490478542,3.970135622,4.057834684,3.72663851,3.450537433,3.996810875,4.222927845,3.005625557
3.490478542,3.200772237,3.195205882,4.014919283,3.447954419,3.554404582,3.564410012,3.522858357
3.490478542,4.467349397,4.541876887,2.789880465,2.974468025,3.43222804,3.381077343,3.296035746
3.490478542,3.498846182,3.621105999,4.466675067,4.286501971,4.539279282,4.575973706,4.308454713
3.490478542,4.620650578,4.76982658,4.595544596,4.765075991,5.309224282,5.638042802,5.125596503
3.490478542,3.696085453,3.586532143,4.304778494,4.252756987,4.137659112,3.734755775,3.726160755
3.490478542,3.282095838,3.303689002,3.977614375,4.809906948,4.836499168,4.969979068,4.491216303
3.490478542,4.830776945,4.857638605,4.888109966,4.071835562,3.973228284,4.555538515,4.885025962
3.490478542,3.819275211,4.129288026,4.15005558,3.809015483,3.237281229,3.040026388,2.886551348
3.490478542,4.447643587,4.441836659,3.905075458,4.223458593,4.366023798,4.329504499,4.491717447
3.490478542,2.79135405,2.536408605,3.412521823,3.641406945,3.585980364,3.55847284,2.630353888
3.490478542,2.436762205,2.556734032,2.878536924,2.123543117,1.969465288,1.965428287,2.231098194
3.490478542,2.533603474,2.323685775,3.141343936,3.515942799,3.796934118,3.567677024,4.217576481
3.490478542,2.510337723,2.733603075,3.858820032,3.393165253,3.418623767,3.274035234,3.255779638
3.490478542,3.265864802,3.57227318,3.355585862,3.744981118,4.133848639,4.315877422,4.228836706
3.490478542,3.788125074,3.437091468,3.518554412,3.201631231,3.332170142,3.666319697,3.136985768
3.490478542,4.071275055,4.221954711,4.170528278,4.578844023,5.271814263,4.908844964,4.61669027
3.490478542,3.107540944,3.146228247,2.101708527,2.9347253,3.023357522,3.378844695,3.095565962
3.490478542,4.130310372,4.207455241,4.922538826,4.651901348,4.478344718,4.744066708,4.575353638
3.490478542,4.069287551,4.176320439,5.257650759,5.667552345,5.807385083,5.920979735,5.382046032
3.490478542,4.201696151,4.326471671,3.781132752,3.765032817,3.845005328,4.086005807,4.607036159
3.490478542,4.33979277,4.600617549,4.748423988,3.98980597,3.909244991,4.456850984,3.897424988
3.490478542,3.325045442,3.443149618,3.852845368,3.157704703,3.244708967,3.295744421,3.449809403
3.490478542,3.091424776,3.479597222,3.816173313,4.427740166,4.564361009,4.700673065,4.512652576
3.490478542,4.248336199,4.157947864,3.570326869,3.216633934,3.194040235,3.25562443,3.662136194
3.490478542,3.63833702,3.538035768,3.033233794,2.911790715,2.964113614,2.834023416,3.416412026
3.490478542,3.339416792,3.236916922,1.979934151,1.68953677,1.721990283,1.885124451,2.393782366
3.490478542,3.319469938,3.81019053,4.011934952,4.2373789,4.549344922,4.358517266,4.85157799
3.490478542,3.43198758,3.773790061,3.615723015,2.563083117,2.604471198,2.605731422,2.245127257
3.490478542,3.92287345,3.860929055,4.373179257,4.383777132,4.564092978,4.389342364,3.909792299
3.490478542,4.122000011,4.304002233,4.610455994,5.070503264,5.13721405,5.011480978,3.888360769
3.490478542,4.43137447,4.211941012,3.511658324,2.969181222,2.779210691,3.111935394,2.700975588
3.490478542,3.190253029,3.118141113,3.227937759,3.313519532,3.580001377,3.760483205,4.07699879
3.490478542,4.22316663,4.307476271,4.570103739,3.883928662,4.316722348,4.722258202,4.458910849
3.490478542,3.578599541,3.896466527,4.093354414,3.509385098,3.236693638,3.316149005,3.526299283
3.490478542,3.889849465,4.090143355,4.254804702,4.413184114,4.157768556,4.362217251,4.774405682
3.490478542,4.32664784,4.240570419,4.734584134,4.962725634,5.101526377,4.666878352,5.377972901
3.490478542,3.941228285,4.303660425,5.690624453,6.306535578,6.21728063,5.546492146,5.21049774
3.490478542,3.831403729,3.657760987,4.44695938,3.579653094,3.645243506,3.569619763,3.185912251
3.490478542,4.18557426,4.291330564,4.036678376,3.402049477,3.679672933,3.786726982,4.105202021
3.490478542,2.886493799,2.972526558,2.654917074,2.779917824,3.28761681,3.512806914,3.028449618
3.490478542,2.767240413,2.847877864,3.031063499,2.939509594,3.522482037,3.608263748,3.296015555
3.490478542,2.811094804,3.128412525,3.443019419,3.566820064,3.654851603,3.501868928,3.6458695
3.490478542,3.817414991,3.590615206,2.96997493,3.384350386,3.84766444,3.604958617,3.970647672
3.490478542,3.467045814,3.456335295,3.317191204,3.59260362,3.106389031,3.264567452,2.509050488
3.490478542,3.857377649,3.944336563,4.166579988,3.677067865,4.175304253,4.40476403,3.847696473
3.490478542,4.156977792,4.014988785,4.607898394,4.183490576,3.991379715,4.283043905,3.462574169
3.490478542,3.444452388,3.448202312,3.335016275,3.74332635,3.977860791,4.611451776,4.427989183
3.490478542,3.382871209,3.361759585,4.129080917,3.558498114,3.583338811,3.462770635,2.923153035
3.490478542,3.258322706,3.105104806,2.951153909,3.485371991,3.471326979,3.350876266,3.385292562
3.490478542,2.503851719,2.706282121,4.414328741,5.131621725,5.429901506,5.291623731,4.886948856
3.490478542,4.063263198,4.154676119,2.220672892,3.190614815,3.288823543,3.085363541,3.07725602
3.490478542,3.147429497,3.199992377,2.095528297,1.900275235,1.8435662,1.605967906,1.359156152
3.490478542,3.030785426,3.074031728,3.308483865,2.438648655,2.325831892,2.174487307,2.343452738
3.490478542,4.641784546,4.682936275,4.021156454,4.056557977,3.926602232,3.969026609,3.487773828
3.490478542,3.94199881,3.827636019,4.42992144,4.528331608,4.300178173,4.653995757,5.140612754
3.490478542,3.513566339,3.591661018,3.34055909,3.296295442,3.498754161,3.751815758,3.915066287
3.490478542,3.960332284,4.398691692,4.076760819,3.760701285,3.883089905,3.971918326,4.026594931
3.490478542,3.277510484,3.375562996,2.364541707,2.366570869,2.424767458,2.652631807,3.473683954
3.490478542,4.145857732,4.348192356,4.301720349,3.713454945,4.152772728,4.50196014,3.977970622
3.490478542,4.532373693,4.634942481,5.018347265,5.191363054,5.332293092,5.567073324,5.152934391
3.490478542,3.02478534,3.140866031,4.002098897,4.122364283,4.919094367,5.493437203,4.998736287
3.490478542,3.473324586,3.571796326,4.370921778,3.166625253,3.30062871,3.558846452,2.617093457
3.490478542,2.917343301,2.632666233,2.052221821,2.096431375,1.783156091,1.692280287,1.469674399
3.490478542,4.572219804,4.494667494,4.443868612,5.142189316,5.277906706,5.251743209,5.30426398
3.490478542,3.653283266,3.345137769,3.296295547,4.249525262,3.845694371,4.067126757,4.522118289
3.490478542,2.94742404,3.234437394,2.775668568,3.085593807,3.455303655,3.663128418,4.166189931
3.490478542,3.430169905,3.629843944,2.59062735,2.427998588,2.86244431,3.132346893,3.133528048
3.490478542,3.189890805,3.646464323,2.858945192,2.729536376,2.600988988,2.670546169,2.423137414
3.490478542,4.59528335,4.958623843,4.572899558,4.645127273,5.031260769,5.01800199,5.440797533
3.490478542,4.186068109,4.167373224,3.767502954,4.382880661,4.433221696,4.637875817,4.246206703
3.490478542,2.607610012,2.607461026,0.591692548,-0.996870752,-0.559532897,-0.33282358,-0.345475554
3.490478542,4.277240804,4.928251872,4.516082258,4.101552727,3.917579029,3.827890235,4.369196344
3.490478542,3.531517278,3.484218634,3.602161491,4.060145009,4.248614427,4.660017136,3.76191945
3.490478542,3.302336225,3.107347102,3.135838867,2.736301387,3.001230643,2.749418988,2.545468528
3.490478542,3.521349767,3.714126283,3.735755509,3.27786173,3.609406304,3.548158194,2.993127468
3.490478542,1.978316426,2.274136436,3.253823527,2.014416583,2.144824522,2.089281668,1.656184212
3.490478542,4.735111899,4.78996937,4.15194349,4.428185427,4.458242131,4.062892924,3.641114337
3.490478542,4.290262589,4.438160909,5.139439622,4.855625188,5.058619561,5.142453301,5.615294402
3.490478542,3.953614177,4.025369276,3.755349168,3.519826826,3.565154225,3.61788838,3.955202476
3.490478542,3.267436496,3.217478054,2.717956897,2.836453159,3.194719519,3.49464158,2.948932995
3.490478542,3.701765384,3.644737644,3.513099425,2.472816022,2.418103329,2.922371051,3.054363962
3.490478542,3.873863147,3.898330949,5.474502455,5.346732619,5.323405475,5.423268459,4.328182522
3.490478542,3.733179728,3.61833601,3.077680583,3.12328116,3.606551815,3.670860874,3.727352636
3.490478542,3.488463149,3.2791753,3.646707665,3.298599856,3.736457501,3.872246041,3.303034938
3.490478542,3.849911803,3.877240434,1.991064023,1.217206364,1.567249318,1.622153475,1.111357928
3.490478542,3.132084202,3.304415951,3.685641866,3.105748088,3.44199746,3.629730427,2.944910708
3.490478542,3.852235508,3.842448054,3.242976915,3.118686527,3.514450591,3.960709951,3.219993382
3.490478542,4.740419769,4.7887095,3.953342,3.580106223,4.104472884,4.393965124,4.710091911
