P_1_3,P_2_3,P_3_3
3.708320009,4.881913766,4.675780306
3.708320009,3.980844252,3.777344395
3.708320009,4.354943977,4.279093848
3.708320009,3.573615553,3.507330472
3.708320009,3.187973923,3.115724152
3.708320009,3.282432553,3.207300808
3.708320009,3.361224161,3.307658645
3.708320009,3.255406464,3.442847955
3.708320009,2.800838621,2.44057114
3.708320009,3.831965719,3.975967792
3.708320009,4.461483446,4.524538316
3.708320009,4.075647769,4.12292283
3.708320009,4.032239751,4.286413572
3.708320009,4.027734541,4.313997801
3.708320009,2.46562771,2.666456056
3.708320009,2.665092824,2.692458125
3.708320009,4.547697203,4.313156687
3.708320009,4.571342374,4.243140854
3.708320009,4.249863784,4.410144236
3.708320009,4.228179047,3.972732796
3.708320009,3.268666746,3.463340057
3.708320009,2.978655759,3.448727085
3.708320009,3.588128813,3.46696514
3.708320009,3.88819337,3.719755269
3.708320009,3.799197103,3.836079562
3.708320009,4.706531057,4.41733919
3.708320009,4.466529699,4.347822829
3.708320009,3.465460943,3.40650601
3.708320009,3.449067027,3.324082268
3.708320009,2.970168416,3.228046488
3.708320009,2.97735986,2.87115785
3.708320009,3.911982232,3.800669523
3.708320009,3.168480053,2.932926968
3.708320009,4.865535261,5.023515796
3.708320009,4.10789135,4.15389659
3.708320009,4.232296339,4.358788115
3.708320009,4.317381775,4.188202012
3.708320009,3.571790848,3.618884916
3.708320009,3.440970185,3.757701534
3.708320009,3.243481524,3.182707522
3.708320009,3.41029764,3.208861719
3.708320009,2.890431309,3.264758976
3.708320009,4.09054658,3.988676392
3.708320009,3.971492661,3.734554455
3.708320009,3.993505458,3.986624601
3.708320009,2.924361141,2.988586185
3.708320009,2.381978989,2.343154982
3.708320009,3.838395085,3.70354261
3.708320009,2.994816726,3.260494714
3.708320009,4.00390201,4.062634724
3.708320009,3.77794538,3.879704373
3.708320009,4.447372177,4.757674018
3.708320009,2.941372348,3.129650907
3.708320009,3.635838501,3.909011502
3.708320009,4.046182915,3.964638389
3.708320009,3.741387819,3.969251755
3.708320009,4.034653912,4.21378397
3.708320009,3.612280461,3.51010151
3.708320009,3.972533548,3.734215872
3.708320009,3.052111531,3.118032738
3.708320009,3.512394853,3.169217749
3.708320009,3.894505398,3.866324437
3.708320009,4.151035902,3.963122575
3.708320009,3.221351324,3.348830384
3.708320009,3.916561347,3.939948251
3.708320009,4.40554313,4.45195635
3.708320009,4.088711504,4.138048375
3.708320009,3.644239658,3.741822895
3.708320009,3.650128366,3.858795898
3.708320009,4.538809107,4.493241511
3.708320009,3.915905792,3.661863449
3.708320009,4.476638295,4.186715585
3.708320009,3.766027512,4.028908044
3.708320009,3.140386381,3.22434304
3.708320009,3.473143304,3.540836825
3.708320009,3.529113061,3.515295844
3.708320009,3.63643609,4.088433517
3.708320009,3.076193059,3.156626421
3.708320009,3.661944462,3.710103529
3.708320009,4.697642162,4.591355301
3.708320009,3.385202767,3.533252761
3.708320009,4.080445215,3.906248981
3.708320009,3.222101346,3.17758369
3.708320009,3.89829148,3.688879153
3.708320009,3.722680314,3.772855317
3.708320009,4.219123837,4.250336277
3.708320009,3.177606665,3.476208562
3.708320009,3.819973823,3.962471073
3.708320009,4.508461639,4.223956416
3.708320009,3.838325085,3.547943414
3.708320009,3.274666263,3.318505952
3.708320009,4.550813538,4.453907963
3.708320009,3.433721215,3.363583958
3.708320009,4.848924689,4.948771161
3.708320009,4.328193941,4.211574222
3.708320009,4.036681752,3.93227333
3.708320009,4.260087477,4.438925937
3.708320009,3.91429484,3.81971765
3.708320009,2.62875163,2.743533913
3.708320009,5.174542253,4.930728233
3.708320009,3.791011508,3.989319838
3.708320009,3.416241059,3.474603925
3.708320009,4.699868058,4.595323006
3.708320009,3.672063951,3.683685138
3.708320009,4.286672279,4.157712281
3.708320009,2.912177775,2.895179484
3.708320009,3.707995297,3.787182359
3.708320009,3.081153356,3.188462447
3.708320009,3.009901906,3.021059625
3.708320009,3.816597538,3.715973754
3.708320009,3.401534132,3.12905132
3.708320009,3.781438557,3.796264656
3.708320009,3.616962269,3.628869248
3.708320009,3.345871838,3.367881565
3.708320009,3.773110783,3.947375492
3.708320009,4.210932185,4.204024551
3.708320009,4.198995545,4.308711656
3.708320009,3.691006938,3.561439394
3.708320009,3.995224485,3.851913957
3.708320009,3.663098465,3.579854535
3.708320009,2.875702531,2.922119057
3.708320009,3.139965972,3.183477751
3.708320009,3.29719094,3.463690956
3.708320009,3.621401708,3.69193184
3.708320009,4.03187436,4.020297965
3.708320009,4.008673677,3.793444222
3.708320009,2.708867055,2.875756872
3.708320009,3.739688805,3.817271668
3.708320009,3.688307698,3.868789435
3.708320009,3.429930583,3.753315805
3.708320009,3.558407472,3.469088028
3.708320009,4.349241895,3.810096529
3.708320009,3.510255895,3.408974189
3.708320009,3.190854363,3.348142075
3.708320009,3.978971336,4.34528432
3.708320009,2.926144268,2.870343898
3.708320009,3.396260449,3.242003009
3.708320009,2.249260232,2.350667869
3.708320009,4.256232422,4.189164571
3.708320009,3.523190221,3.89670778
3.708320009,3.481103642,3.560095865
3.708320009,3.926983471,3.784445923
3.708320009,3.052435339,3.253313539
3.708320009,3.778886329,4.186435586
3.708320009,3.305774201,3.474187057
3.708320009,4.120865478,4.085979904
3.708320009,4.438865927,4.151386169
3.708320009,2.552447265,3.053089466
3.708320009,4.707774954,4.831841574
3.708320009,4.236929905,4.344097603
3.708320009,3.149208075,2.982287493
3.708320009,4.926937101,4.869454165
3.708320009,3.793570117,3.752684842
3.708320009,4.777015068,5.02600162
3.708320009,3.221827195,3.346026706
3.708320009,2.726009672,2.526697868
3.708320009,3.913116172,3.947532262
3.708320009,1.58317665,1.638419684
3.708320009,3.669883063,3.946683303
3.708320009,3.236454243,3.249628693
3.708320009,4.443155167,4.36048619
3.708320009,3.978390267,3.93120724
3.708320009,3.139442276,3.20905284
3.708320009,3.589799324,3.492327566
3.708320009,3.6837959,3.715453996
3.708320009,4.343514962,4.186487565
3.708320009,3.933692161,3.902702251
3.708320009,2.580957822,2.763050982
3.708320009,4.302383106,4.378861053
3.708320009,2.943109031,3.095731089
3.708320009,3.51153,3.719955566
3.708320009,4.058397746,3.959550204
3.708320009,3.967100267,4.116841228
3.708320009,4.183235142,3.958451007
3.708320009,4.079905673,3.893388911
3.708320009,3.313164407,3.36246431
3.708320009,3.948449316,3.978817925
3.708320009,3.881030759,3.877881588
3.708320009,4.2594058,4.227856835
3.708320009,4.355728321,4.456351183
3.708320009,4.482592085,4.496275589
3.708320009,2.559336251,2.889066504
3.708320009,3.716104932,3.72445901
3.708320009,3.892534839,4.045870998
3.708320009,3.39704218,3.469149336
3.708320009,4.256586013,4.303620196
3.708320009,4.620273291,4.765092716
3.708320009,3.878846541,3.872231667
3.708320009,3.861000751,3.95575779
3.708320009,4.181285066,4.24937279
3.708320009,2.841936029,3.037016372
3.708320009,3.436525202,3.147711681
3.708320009,3.568146059,3.800329289
3.708320009,4.401489186,4.414664939
3.708320009,4.164496974,4.138629909
3.708320009,4.005445055,3.734328047
3.708320009,4.123928706,4.136944241
3.708320009,4.42790352,4.460373578
3.708320009,2.065706663,2.062294804
3.708320009,4.186945786,4.338848834
3.708320009,4.194251354,3.992502742
3.708320009,3.686202426,3.683834727
3.708320009,3.347213925,3.488212235
3.708320009,4.00862586,4.155035187
3.708320009,4.57025125,4.07504789
3.708320009,2.75851637,2.856326272
3.708320009,4.999423573,4.95737055
3.708320009,3.751040253,3.64178488
3.708320009,2.530304398,2.378738473
3.708320009,3.408923485,3.539035092
3.708320009,4.387553405,4.187659871
3.708320009,3.775255276,3.710272841
3.708320009,3.800298015,3.824908076
3.708320009,3.509843497,3.213166885
3.708320009,4.076532054,4.192940742
3.708320009,3.857736488,3.920311548
3.708320009,2.91479624,3.212061548
3.708320009,3.591566524,3.719053875
3.708320009,3.548881292,3.735095588
3.708320009,3.356287596,3.368750908
3.708320009,3.873613125,3.980109537
3.708320009,2.326955881,2.493695374
3.708320009,3.67444912,3.701641974
3.708320009,3.082088757,3.18153703
3.708320009,3.434071696,3.764616269
3.708320009,3.0578631,3.193673493
3.708320009,3.402644144,3.272455629
3.708320009,3.700137436,3.964455622
3.708320009,3.493120674,3.785005494
3.708320009,3.30114373,3.197346757
3.708320009,3.529831448,3.326011098
3.708320009,3.605606555,3.794292263
3.708320009,3.021776691,3.17783678
3.708320009,3.65489275,3.89366544
3.708320009,2.687270114,2.803108362
3.708320009,2.801387148,2.62170069
3.708320009,3.183824054,3.313639473
3.708320009,3.411833046,3.344736897
3.708320009,3.637927093,3.609917178
3.708320009,3.695495545,3.824030191
3.708320009,3.40796053,3.609798112
3.708320009,3.816903855,3.650182725
3.708320009,3.473164601,3.378525759
3.708320009,3.229694937,3.190512791
3.708320009,3.919786628,3.837264727
3.708320009,3.91128261,3.570133033
3.708320009,3.50283128,3.404330534
3.708320009,3.732301504,3.577527244
3.708320009,3.247047517,3.268242717
3.708320009,3.822422255,3.676879045
3.708320009,4.432104954,4.21829407
3.708320009,3.941452876,4.16620112
3.708320009,3.676124403,3.69471092
3.708320009,2.586755039,2.804519047
3.708320009,4.140304633,4.374451437
3.708320009,4.63582919,4.343413118
3.708320009,5.060641087,5.038955064
3.708320009,3.339797785,3.290519295
3.708320009,4.158716237,4.115411434
3.708320009,4.154060024,3.936701789
3.708320009,3.888383432,4.353665245
3.708320009,3.793955551,3.943647619
3.708320009,2.412231254,2.618984033
3.708320009,3.735733414,3.851970962
3.708320009,3.433808375,3.152097784
3.708320009,4.152508951,3.625362015
3.708320009,3.877969674,3.910256894
3.708320009,4.354414354,4.363672051
3.708320009,3.415425337,3.165855355
3.708320009,4.206112914,4.410205747
3.708320009,3.206695506,3.262958215
3.708320009,4.365859833,4.362589338
3.708320009,3.272981603,3.178254232
3.708320009,4.310857578,4.456390054
3.708320009,4.579895675,4.591856318
3.708320009,3.794777768,3.612494503
3.708320009,3.336407469,3.198353289
3.708320009,3.244555231,3.254914108
3.708320009,2.917203818,3.268185198
3.708320009,3.731768259,3.279270159
3.708320009,5.342879975,4.946993241
3.708320009,4.977291801,4.903540646
3.708320009,3.14305096,3.287744231
3.708320009,3.411722314,3.687288812
3.708320009,2.486629492,2.672518273
3.708320009,3.257741482,3.402342756
3.708320009,2.857955806,2.736682055
3.708320009,3.138233624,3.053510649
3.708320009,4.795509011,4.521165306
3.708320009,3.566568576,3.55942759
3.708320009,3.113077074,2.950578854
3.708320009,4.867111925,4.480546734
3.708320009,4.087782078,4.086388632
3.708320009,3.475610024,3.656608747
3.708320009,2.661505626,2.695497952
3.708320009,3.873637686,3.757330365
3.708320009,4.791096331,4.715686941
3.708320009,3.277768959,3.352860735
3.708320009,3.146721136,2.929462107
3.708320009,4.17549037,4.17923672
3.708320009,3.489539372,3.794851811
3.708320009,4.255303312,4.124269689
3.708320009,3.239808069,3.130698508
3.708320009,4.324546599,4.297490954
3.708320009,4.038384948,3.760662592
3.708320009,3.275780201,2.90011902
3.708320009,3.300325788,3.146233172
3.708320009,4.378918936,3.900874471
3.708320009,2.981635305,2.713361585
3.708320009,4.111287772,3.939974771
3.708320009,4.672287214,4.624755102
3.708320009,4.147409353,4.141795476
3.708320009,3.012388824,3.128606269
3.708320009,2.130666317,2.272690635
3.708320009,4.507532264,4.788653807
3.708320009,4.337924218,4.51285306
3.708320009,3.478076238,3.33295025
3.708320009,4.371078865,4.553014872
3.708320009,4.300187469,4.078499263
3.708320009,4.502001586,4.25822839
3.708320009,4.404153606,4.432932557
3.708320009,4.460089847,4.201287328
3.708320009,4.20591941,3.982280955
3.708320009,3.421791887,3.44834655
3.708320009,4.309213612,4.248052766
3.708320009,3.574908031,3.666172168
3.708320009,3.157800122,3.411979485
3.708320009,2.960381687,3.14614105
3.708320009,2.502555538,2.605286416
3.708320009,2.823281035,2.715013432
3.708320009,3.241812971,3.76647699
3.708320009,4.161985555,4.129905888
3.708320009,3.421483664,3.317047861
3.708320009,3.596410411,3.815826371
3.708320009,2.977697402,2.907888153
3.708320009,3.350086807,3.357967266
3.708320009,3.953626982,3.597527786
3.708320009,2.813766185,2.930221894
3.708320009,3.678979484,3.698190725
3.708320009,3.635130393,3.327254796
3.708320009,4.695859807,4.768225987
3.708320009,5.010641894,5.2022552
3.708320009,3.729282693,3.888436997
3.708320009,3.551147054,3.467326106
3.708320009,3.428034916,3.61087164
3.708320009,2.694176284,2.810889187
3.708320009,3.368313863,3.102832337
3.708320009,3.008469914,3.246367855
3.708320009,4.02842277,4.210355199
3.708320009,4.744072474,4.66923621
3.708320009,4.111282187,4.132909549
3.708320009,3.026017257,3.020603953
3.708320009,3.168700801,2.992851402
3.708320009,3.660819465,3.577353623
3.708320009,4.358229206,4.003576708
3.708320009,2.810071636,2.7001338
3.708320009,3.734399236,3.986849953
3.708320009,4.926400505,4.67029736
3.708320009,3.697228811,3.445876938
3.708320009,3.898488544,3.863376769
3.708320009,4.216706694,4.008229725
3.708320009,3.908378861,3.350041024
3.708320009,3.385315101,3.375916027
3.708320009,3.704114778,3.697335179
3.708320009,3.830003351,3.867778875
3.708320009,4.18361714,4.113252767
3.708320009,4.249943206,4.181018138
3.708320009,4.409204351,4.679844155
3.708320009,3.960799774,4.041936377
3.708320009,4.569215123,4.566809168
3.708320009,3.94021694,3.723768555
3.708320009,3.802081577,3.59485081
3.708320009,2.675799122,2.916769599
3.708320009,3.101299136,3.239168725
3.708320009,3.58236371,3.574556637
3.708320009,3.106958032,3.334018244
3.708320009,3.543373856,3.412176274
3.708320009,3.147519627,3.086217853
3.708320009,3.530195302,3.592235252
3.708320009,4.154562012,3.975554123
3.708320009,3.083904504,3.05436173
3.708320009,3.13855976,2.948913958
3.708320009,4.856340288,4.666315719
3.708320009,3.258132895,3.318593366
3.708320009,5.023316818,4.67198896
3.708320009,3.735611089,3.748322061
3.708320009,3.339131919,3.426973489
3.708320009,3.974387393,4.030233188
3.708320009,3.709960331,3.657003003
3.708320009,4.052877993,4.13981152
3.708320009,2.850533626,3.101674958
3.708320009,1.733699339,1.766195666
3.708320009,2.385664717,2.549617809
3.708320009,2.034958649,2.142281486
3.708320009,4.219347255,4.511128258
3.708320009,4.807925384,4.700096021
3.708320009,3.597795896,3.830203118
3.708320009,2.905990256,3.137065016
3.708320009,3.355201942,3.681700691
3.708320009,4.481113361,4.290075758
3.708320009,4.31738677,4.484744629
3.708320009,3.964950063,3.654535827
3.708320009,3.30249812,3.417411932
3.708320009,3.872472365,3.842729814
3.708320009,4.096290607,3.959706658
3.708320009,3.229551034,3.67452258
3.708320009,4.195514071,3.929153836
3.708320009,4.088122315,3.960226965
3.708320009,2.228679697,1.897946287
3.708320009,3.914205637,3.808836408
3.708320009,3.295552243,3.299941777
3.708320009,3.842447697,4.051061896
3.708320009,4.035497349,4.017962135
3.708320009,3.118155359,2.974132551
3.708320009,3.09167372,3.20468023
3.708320009,2.903416962,2.834927548
3.708320009,4.055887102,3.891774346
3.708320009,3.095913877,3.063533524
3.708320009,4.862881621,4.744003042
3.708320009,4.831382618,4.73652795
3.708320009,2.062772756,2.121137211
3.708320009,3.657454192,3.630112499
3.708320009,3.564461685,3.401131506
3.708320009,2.915231065,2.956792899
3.708320009,2.770748259,3.126414594
3.708320009,4.259351781,4.037079146
3.708320009,3.948880372,3.988532172
3.708320009,3.153756073,3.427283322
3.708320009,3.826366554,3.612509328
3.708320009,3.619523019,3.679209605
3.708320009,5.187637353,5.201632203
3.708320009,3.965829681,4.106760494
3.708320009,2.877078085,2.598587373
3.708320009,4.954973643,4.919734716
3.708320009,4.709878265,4.804983602
3.708320009,2.996025989,3.216042791
3.708320009,3.43003095,3.325393606
3.708320009,3.098206659,3.17304684
3.708320009,3.090198741,2.939605488
3.708320009,3.621694288,3.807991573
3.708320009,3.640511948,3.403449997
3.708320009,3.005872053,2.960794388
3.708320009,3.533404074,3.603454486
3.708320009,2.747604909,2.652164443
3.708320009,4.6462169,4.65992376
3.708320009,3.430182371,3.344470069
3.708320009,3.281100652,3.475005859
3.708320009,4.039647726,4.28608754
3.708320009,4.132445991,3.903381648
3.708320009,2.83031626,3.065263358
3.708320009,4.444566802,4.543281619
3.708320009,4.72297113,4.701531971
3.708320009,4.101674188,4.035669525
3.708320009,3.109836257,3.213162792
3.708320009,3.858505536,3.798976071
3.708320009,2.612593374,2.948178793
3.708320009,3.336704038,3.549489763
3.708320009,3.116633915,3.440484413
3.708320009,4.676363905,4.664947616
3.708320009,4.404946217,4.57761011
3.708320009,4.093050016,4.033430694
3.708320009,3.903093329,3.586361412
3.708320009,4.204877518,4.288230327
3.708320009,4.13516419,4.086836291
3.708320009,3.902675474,4.108804711
3.708320009,3.206469837,3.004260414
3.708320009,4.852544421,5.029328687
3.708320009,4.387447325,4.101222511
3.708320009,4.319293879,4.449274322
3.708320009,3.002817112,3.068165444
3.708320009,4.73747169,4.407105902
3.708320009,3.957081764,4.106170278
3.708320009,3.984964977,3.935171818
3.708320009,4.076478295,4.074704156
3.708320009,3.775889211,3.995291664
3.708320009,4.353268426,4.1703626
3.708320009,4.616614635,4.80460738
3.708320009,4.694503505,4.581055455
3.708320009,4.203288475,4.137359443
3.708320009,4.149135473,4.079769514
3.708320009,3.711435275,3.8125772
3.708320009,3.41519444,3.407872653
3.708320009,5.14446809,4.940302825
3.708320009,3.666453889,3.884230877
3.708320009,3.947297451,4.190147003
3.708320009,3.643543046,3.730555752
3.708320009,4.113203845,4.084851962
3.708320009,2.791931926,2.725012257
3.708320009,1.856251555,2.327519755
3.708320009,2.238086576,2.506874929
3.708320009,3.68194686,3.754135564
3.708320009,3.644947547,3.483957501
3.708320009,2.971453876,3.041842336
3.708320009,2.909874936,2.8619022
3.708320009,3.059994392,3.015645152
3.708320009,4.992337951,4.807605223
3.708320009,3.692353946,3.897446013
3.708320009,4.195139865,4.161112561
3.708320009,3.688576621,3.728516511
3.708320009,4.129930624,4.301766233
3.708320009,3.790486171,3.851655183
3.708320009,3.123734648,3.12681013
3.708320009,4.016032409,3.807702252
3.708320009,2.762676106,2.997449831
3.708320009,3.620821592,3.511783898
3.708320009,3.725969418,3.639736206
3.708320009,4.40601614,4.140895478
3.708320009,2.226650686,2.446119661
3.708320009,3.78585701,3.730247098
3.708320009,3.514051007,3.496389752
3.708320009,4.275913843,4.456057642
3.708320009,3.484515601,3.363736269
3.708320009,4.658357064,4.296619626
3.708320009,3.130210307,3.319070104
3.708320009,3.048330287,3.068194057
3.708320009,5.093186776,4.781452191
3.708320009,4.093443362,4.247151715
3.708320009,4.197728286,4.035942037
3.708320009,3.885038687,4.071181466
3.708320009,3.972155752,3.833613098
3.708320009,3.508791237,3.474021008
3.708320009,3.458006236,3.361700292
3.708320009,3.526126447,4.13337539
3.708320009,2.882298755,2.98968795
3.708320009,3.326229787,3.373363196
3.708320009,3.633217963,3.711439677
3.708320009,3.647103837,3.801928434
3.708320009,3.009150321,3.341395694
3.708320009,4.644709884,4.31228438
3.708320009,4.109078245,4.092226971
3.708320009,2.789571837,2.930983048
3.708320009,3.593585876,3.83617573
3.708320009,2.8685574,2.98183078
3.708320009,2.083827263,2.099258878
3.708320009,3.247396395,3.141586686
3.708320009,3.884284142,4.049832226
3.708320009,3.110766835,3.337180469
3.708320009,3.192533629,3.485389555
3.708320009,3.829011429,3.781337111
3.708320009,3.666465674,3.551417604
3.708320009,3.982278083,3.976892869
3.708320009,4.637215951,4.601856612
3.708320009,3.89654007,4.088924008
3.708320009,2.733962087,2.573810417
3.708320009,4.129220536,4.218406482
3.708320009,4.281646873,4.231836808
3.708320009,4.128015293,3.972347974
3.708320009,4.60393752,4.74245413
3.708320009,4.046456791,4.22698919
3.708320009,3.214878345,3.150835527
3.708320009,3.519203727,3.537173226
3.708320009,4.823329696,4.706684905
3.708320009,3.46362749,3.680118856
3.708320009,2.433915027,2.483323226
3.708320009,3.471236486,3.402512998
3.708320009,2.134666601,2.127024638
3.708320009,4.015457933,4.323519204
3.708320009,4.891199214,4.73266914
3.708320009,4.387035097,4.395310778
3.708320009,2.950815097,2.901306155
3.708320009,4.071964781,4.365272204
3.708320009,4.114297682,4.283062945
3.708320009,4.000703,3.989624657
3.708320009,4.476309649,4.535402848
3.708320009,4.381829689,4.026881983
3.708320009,4.184976449,3.995061927
3.708320009,3.614399677,3.795980295
3.708320009,2.641533947,2.809682537
3.708320009,3.366668501,3.409928783
3.708320009,5.129828568,4.96744707
3.708320009,4.072476609,4.13908769
3.708320009,4.80706481,4.895766701
3.708320009,3.541439331,3.319666712
3.708320009,4.37556663,4.436582715
3.708320009,3.549162409,3.745080081
3.708320009,4.308044675,4.642935041
3.708320009,4.13109275,3.914522592
3.708320009,2.916397864,2.758317491
3.708320009,3.606149678,3.48396733
3.708320009,3.994989935,3.931462646
3.708320009,3.000631464,2.938990938
3.708320009,4.609075301,4.565140455
3.708320009,3.120169446,3.139241694
3.708320009,3.667649144,3.440835
3.708320009,3.177084233,3.464086109
3.708320009,4.679107603,4.748707834
3.708320009,3.125640743,3.01058717
3.708320009,4.384652392,4.580932129
3.708320009,5.086468973,5.341546783
3.708320009,3.752355054,3.755205216
3.708320009,3.986348249,4.021162165
3.708320009,3.268238138,3.099891351
3.708320009,3.385215123,3.279026554
3.708320009,2.938576632,2.838663998
3.708320009,3.127950245,3.139275982
3.708320009,3.663387028,3.586821548
3.708320009,4.117850208,4.048955075
3.708320009,4.875634931,4.67182055
3.708320009,4.623206421,4.380059743
3.708320009,2.522455654,2.879168174
3.708320009,3.882764894,3.737026051
3.708320009,4.189456928,4.169587625
3.708320009,3.824130732,3.382670843
3.708320009,3.266504586,3.10889543
3.708320009,3.68106284,3.624632366
3.708320009,4.4770932,4.594452983
3.708320009,4.002676535,4.093365831
3.708320009,3.665996127,3.980788142
3.708320009,3.232072397,3.242837269
3.708320009,4.554027794,4.653766532
3.708320009,3.723699169,3.700628337
3.708320009,4.30069101,4.309728233
3.708320009,4.377854711,4.724510149
3.708320009,3.80132593,3.681434379
3.708320009,3.235297238,3.355375308
3.708320009,4.029885793,3.815072117
3.708320009,2.637791042,2.622426198
3.708320009,3.652881318,3.834533542
3.708320009,2.77823533,3.269898834
3.708320009,4.048205268,3.945985614
3.708320009,4.282087802,4.201423525
3.708320009,4.527110632,4.519891127
3.708320009,3.264704801,3.357531901
3.708320009,4.28244745,4.255738496
3.708320009,4.278209178,4.3511215
3.708320009,3.248846769,3.384852627
3.708320009,3.449938755,3.225221572
3.708320009,4.754034432,4.972927187
3.708320009,3.251943849,3.27960563
3.708320009,2.949668826,3.144959272
3.708320009,4.375564084,4.104895671
3.708320009,5.090299338,5.112505691
3.708320009,3.862609642,3.543233375
3.708320009,3.407293852,3.604532912
3.708320009,5.244399479,5.15317154
3.708320009,2.952177927,3.061015951
3.708320009,2.973628485,3.104068547
3.708320009,4.461877547,4.407877229
3.708320009,4.229163217,4.19585865
3.708320009,4.272332864,3.835091873
3.708320009,3.598374135,3.563996752
3.708320009,4.036977815,3.981695567
3.708320009,4.602366477,4.284743521
3.708320009,3.800027615,3.59537764
3.708320009,3.716083815,3.759922228
3.708320009,3.079940532,2.898018139
3.708320009,4.370508879,4.126621198
3.708320009,3.476409522,3.487712206
3.708320009,4.135630424,4.135757926
3.708320009,4.059610227,3.990308554
3.708320009,5.398346424,5.182906711
3.708320009,3.237982973,3.560908207
3.708320009,3.162870299,3.442598469
3.708320009,4.254328541,4.095610503
3.708320009,3.631433731,3.724331265
3.708320009,4.981225953,5.003182432
3.708320009,3.680252906,3.887951477
3.708320009,2.84854251,3.036295318
3.708320009,3.928600036,3.862442111
3.708320009,3.181398886,3.437965524
3.708320009,3.174942936,3.434710356
3.708320009,4.444835645,4.279039815
3.708320009,2.36338429,2.317473338
3.708320009,4.136649065,3.931859854
3.708320009,3.765438145,3.687928844
3.708320009,3.755700109,3.397218239
3.708320009,4.190205116,4.513025927
3.708320009,4.088095546,4.088114419
3.708320009,3.139008703,3.411781809
3.708320009,3.583283672,3.575782207
3.708320009,4.160665176,4.539223843
3.708320009,3.876130932,4.035499971
3.708320009,4.770065973,4.43790438
3.708320009,3.400935056,3.253344831
3.708320009,3.585039983,3.4935174
3.708320009,3.66578603,3.29127061
3.708320009,4.553665982,4.356110377
3.708320009,4.421933057,4.298400306
3.708320009,3.571968981,3.572243883
3.708320009,3.490248923,3.524519258
3.708320009,3.100911482,3.236946533
3.708320009,3.742366894,3.695707657
3.708320009,3.918982163,4.247395118
3.708320009,3.915824519,3.83663588
3.708320009,2.86239266,2.958628877
3.708320009,3.776170945,3.952647271
3.708320009,4.484453951,4.836255626
3.708320009,2.502664414,2.477419997
3.708320009,3.990263058,4.023831099
3.708320009,3.129391385,3.147806889
3.708320009,3.970016387,3.724911632
3.708320009,4.401906908,4.49193332
3.708320009,3.603622399,3.616582775
3.708320009,5.119908079,5.047222016
3.708320009,3.093529923,2.924477175
3.708320009,3.872202536,3.684557354
3.708320009,3.326624696,3.531908131
3.708320009,4.059864764,3.873681401
3.708320009,3.56255549,3.621569352
3.708320009,3.274380844,3.239522
3.708320009,2.804618031,2.82530528
3.708320009,4.756656759,4.75197435
3.708320009,2.705316872,2.852026868
3.708320009,4.035946341,3.912071428
3.708320009,3.690953932,3.467558738
3.708320009,3.882614965,3.970910197
3.708320009,2.887103831,2.635862853
3.708320009,3.748730331,4.147642279
3.708320009,4.639896935,4.369577073
3.708320009,2.851920543,2.730785528
3.708320009,4.810481013,4.887350863
3.708320009,4.443311109,4.205233233
3.708320009,3.891938056,3.785215208
3.708320009,3.468863505,3.77534482
3.708320009,2.964779062,2.857587268
3.708320009,3.320870482,3.419006619
3.708320009,3.954583817,3.812182329
3.708320009,3.562502976,3.587991781
3.708320009,4.324220241,4.231738971
3.708320009,2.41826568,2.674432181
3.708320009,3.543287659,3.12783546
3.708320009,3.851336162,3.941826954
3.708320009,2.918506857,3.154638595
3.708320009,3.419630571,3.497074625
3.708320009,3.075206934,3.100905484
3.708320009,2.721315638,2.731234602
3.708320009,3.541742687,3.605540193
3.708320009,4.394689359,4.6421877
3.708320009,3.144053394,3.213394532
3.708320009,2.827203423,2.881058388
3.708320009,3.909648481,3.951427066
3.708320009,3.906189355,3.853244476
3.708320009,3.559890721,3.631256421
3.708320009,4.957941513,5.086133929
3.708320009,3.137532416,3.244726302
3.708320009,4.299254957,4.336664162
3.708320009,4.547779478,4.488053905
3.708320009,3.99108682,3.864310585
3.708320009,4.314568163,4.498863504
3.708320009,4.330144615,4.329183628
3.708320009,4.514417764,4.3378646
3.708320009,5.204738397,5.200866469
3.708320009,4.282387547,4.487593549
3.708320009,3.479017744,3.589454445
3.708320009,4.083575559,3.887590514
3.708320009,4.323708116,4.280191149
3.708320009,2.447582888,2.155603877
3.708320009,3.879093496,3.83360023
3.708320009,3.753273398,3.712990601
3.708320009,3.719074519,4.07540635
3.708320009,4.815944965,4.754477281
3.708320009,4.197973725,4.209741908
3.708320009,2.869847346,2.730255009
3.708320009,4.600941235,4.757616172
3.708320009,4.027364276,4.079151044
3.708320009,2.746142463,2.7641359
3.708320009,4.145562957,4.313112113
3.708320009,4.141616589,4.12679667
3.708320009,4.951644073,4.990970054
3.708320009,2.680936719,2.432356003
3.708320009,4.29999657,4.015348075
3.708320009,3.717613305,3.550353737
3.708320009,4.484669581,4.189342369
3.708320009,3.885039713,3.653126711
3.708320009,4.51826888,4.413926673
3.708320009,3.562973657,3.288775876
3.708320009,3.654460655,3.698339837
3.708320009,4.058112841,4.233712734
3.708320009,3.847815501,3.938982506
3.708320009,3.962199766,3.78838621
3.708320009,3.53687358,3.805102098
3.708320009,2.870074278,3.04219207
3.708320009,3.054567629,2.810533085
3.708320009,3.955905079,4.237009857
3.708320009,2.718994642,2.798536497
3.708320009,3.59309252,3.375726626
3.708320009,2.699183074,2.441995751
