P_1_6,P_2_6,P_3_6,P_4_6,P_5_6,P_6_6
3.659297345,3.976147798,3.917765163,4.032512104,3.923177428,4.015250071
3.659297345,4.590237201,4.255933583,3.300361601,3.312757605,3.162812454
3.659297345,3.764632703,3.548980026,2.723600835,3.159343722,2.959074493
3.659297345,3.694501744,3.740609591,3.756969066,3.790331466,4.192657555
3.659297345,3.027513881,2.836017624,2.644509573,2.201506352,1.845472884
3.659297345,4.36458776,4.108466676,2.555273012,2.589158639,2.194403673
3.659297345,3.442487958,3.454490505,3.097559117,2.279789564,2.477166303
3.659297345,4.09211052,4.092542284,3.976681579,4.309156614,4.365430532
3.659297345,4.019133929,3.946406494,4.997127826,4.853040834,4.950213168
3.659297345,5.410027118,5.183687975,6.059330856,6.440947472,6.784807201
3.659297345,3.147045238,3.487203944,4.970133665,4.879835042,4.895363733
3.659297345,3.089877529,3.38398618,2.375735286,2.665525172,2.831302228
3.659297345,4.244531624,4.077645358,3.583500194,3.422623702,3.574191327
3.659297345,3.576187376,3.673560041,1.430001268,2.240682704,2.022938905
3.659297345,4.986777273,5.010073484,4.260465355,3.970834432,3.921954684
3.659297345,3.616914451,3.835130022,4.465390028,5.365705008,5.063705549
3.659297345,2.765214023,2.96277711,2.339459418,2.849925427,3.088794015
3.659297345,3.883066072,3.813799802,3.430462413,3.990750707,3.760280603
3.659297345,3.113279288,3.38330959,2.945066737,2.438631304,2.385270427
3.659297345,3.117503122,3.390509649,2.324513517,2.23746356,2.294060834
3.659297345,4.403490941,4.229429575,3.931116165,3.617127985,3.406269719
3.659297345,2.282105324,2.234525593,2.573647639,1.492333738,1.51988223
3.659297345,4.071737924,3.856064045,3.222480699,2.605862811,2.577041892
3.659297345,3.728203945,3.646481784,2.68835312,2.523078738,2.41831778
3.659297345,3.714528647,3.337529116,2.97737029,3.447076002,3.123095504
3.659297345,4.149988172,4.489416615,4.774651406,4.349140959,4.571265778
3.659297345,4.060705699,4.060781968,2.891145823,1.712302395,1.535498013
3.659297345,3.032075805,3.318777959,3.19032575,3.351229458,3.112121629
3.659297345,3.527680175,3.520203605,4.080592284,3.8112,3.711585175
3.659297345,4.092842765,4.49059499,2.971538364,3.459252095,2.93139313
3.659297345,3.857499312,4.024720132,3.872219805,3.17757404,3.092974622
3.659297345,4.762717637,4.413109912,5.200003922,5.588510879,6.109758494
3.659297345,3.36702311,3.211759999,3.932775541,3.223901047,3.14038331
3.659297345,3.524392425,3.427664273,2.822762089,1.758960229,1.90814003
3.659297345,3.651436865,3.257485446,4.024816566,5.023939029,5.544845221
3.659297345,4.543038017,4.335195432,5.57547779,5.570056451,5.280554176
3.659297345,4.395364436,4.265559057,3.79226373,4.129464376,4.002063913
3.659297345,3.505486725,3.505347401,2.778113564,3.228915101,3.210597077
3.659297345,3.433985345,3.470260134,3.625554739,3.214616086,3.283916391
3.659297345,3.035384434,3.178217075,0.728200552,0.193898879,0.256779696
3.659297345,3.727958491,3.678629726,3.298308832,3.089680447,2.654797587
3.659297345,3.867498281,4.212767803,3.561400138,3.239945043,3.352283599
3.659297345,3.861023883,3.778164074,2.325598468,2.903690746,2.509304872
3.659297345,2.796773842,2.898094085,3.353080932,3.646784176,3.881937696
3.659297345,3.725523371,3.911154492,3.838879799,4.162342175,4.18208887
3.659297345,4.424283449,4.794090984,4.849028941,4.86602709,4.781430967
3.659297345,2.424674882,2.398138791,1.340570111,0.754130995,0.597669524
3.659297345,3.957963161,3.993714213,3.572510669,3.509803771,3.43643438
3.659297345,3.060092882,3.079256025,2.055443086,1.906862875,2.060225658
3.659297345,3.923541178,3.665599039,4.924064852,5.310274947,5.183902394
3.659297345,4.351340184,4.446048409,5.587606993,6.23418982,6.511633297
3.659297345,3.55502873,3.568503658,2.91218799,2.573631057,2.370765149
3.659297345,5.109206803,5.033017052,3.610094701,3.213898137,3.087280762
3.659297345,3.033235892,2.855122012,2.715251857,2.011510798,2.152583675
3.659297345,3.854045029,3.656991744,2.980717843,3.500123305,3.181874114
3.659297345,3.239275099,3.45493981,3.340987081,3.226938684,3.338290087
3.659297345,4.013789716,3.817831194,2.184741981,2.630463679,2.577183358
3.659297345,3.503015741,3.565096397,4.133471633,3.405088399,3.402597284
3.659297345,3.209352507,3.173064465,2.688286445,3.067452245,3.015302491
3.659297345,2.757539309,2.779112198,0.678866406,-0.10326175,0.001900357
3.659297345,4.736727473,4.732097834,4.401769257,4.28814956,4.374715791
3.659297345,2.644084973,2.798994708,2.308772371,2.424961128,2.340798771
3.659297345,4.000924789,3.870380965,4.166330061,3.738300104,3.634413997
3.659297345,3.673863169,3.438476618,4.150751097,4.756486699,4.716034042
3.659297345,3.83246519,3.925394505,3.636341212,4.151224327,4.399761527
3.659297345,2.824691117,2.560226169,1.365466933,0.810109105,1.101560037
3.659297345,3.688250661,4.107525857,3.90940353,3.467687817,3.265159197
3.659297345,4.611836026,4.327317997,3.245699347,3.433843916,3.49852709
3.659297345,2.798876463,2.670786245,0.900652209,1.263993259,1.187941229
3.659297345,4.77444781,4.855271002,5.550678773,5.458212288,5.855549907
3.659297345,4.422186386,4.172008252,4.364713627,4.824558981,4.278494693
3.659297345,3.85857969,3.746293584,3.969521561,2.956684179,3.064319391
3.659297345,3.39772533,3.720115426,4.404906004,4.596089098,4.190686546
3.659297345,2.903274746,2.790046581,1.731238042,1.799712992,1.994671521
3.659297345,3.232825983,3.336116393,3.287681501,2.857038771,3.210201576
3.659297345,3.910553665,3.760717665,3.04715942,3.417615706,3.761530291
3.659297345,3.503873018,3.530081908,4.022376375,4.088109087,4.062644993
3.659297345,4.317148163,4.219948772,4.666689791,4.544960727,4.381300343
3.659297345,2.308734691,2.577754883,2.622874044,2.468299962,3.360025448
3.659297345,3.520656558,3.08352577,4.090461631,4.361953136,4.058031975
3.659297345,3.795401464,3.891072399,5.17275473,4.928682853,5.101019697
3.659297345,2.840134551,3.088432221,2.763658425,3.139348665,3.488259064
3.659297345,3.353414338,3.434450635,4.229361072,4.271144927,4.881007136
3.659297345,2.999568321,3.026195917,4.238872747,3.907455966,3.848978562
3.659297345,2.635674547,2.64615627,3.019032248,3.405716133,3.371394567
3.659297345,3.481706024,3.548450271,2.138560556,2.59679862,2.560950877
3.659297345,4.334402525,4.59487785,5.590945256,5.753718722,5.81283731
3.659297345,3.09228602,3.165600221,3.316353733,2.51367991,2.241619003
3.659297345,2.758220113,2.814864431,3.344957392,2.860274929,2.626445236
3.659297345,3.897239211,3.94095157,4.030567583,4.529812693,4.479431971
3.659297345,3.868307179,3.812539781,3.565329252,3.718193758,3.573159298
3.659297345,3.505591257,3.580240174,2.328017232,3.197657643,3.410998138
3.659297345,4.940689741,5.074914665,4.558896561,4.965379667,5.031202124
3.659297345,3.068165809,3.18072199,3.750561329,3.652389172,3.484195372
3.659297345,4.265364546,4.304852958,4.013643697,3.696088322,3.749633712
3.659297345,4.509257171,4.446412795,5.163379873,4.652422082,4.474505634
3.659297345,3.953627654,3.820090185,3.453066116,3.805215063,4.01833366
3.659297345,4.301112001,4.495032081,4.093725303,3.461864738,3.495245555
3.659297345,4.307287067,4.306605993,5.237653517,4.396864051,4.353899978
3.659297345,4.502431258,4.316510701,4.691011601,4.92119532,4.677637627
3.659297345,5.209648277,5.205199363,4.757335119,4.903982179,5.049658904
3.659297345,4.221692434,4.437147647,4.017610187,4.34094554,4.570278632
3.659297345,3.413251157,3.529738782,4.647242973,5.279515838,5.169122204
3.659297345,4.030605241,3.824378446,4.578827029,5.245093481,4.817278295
3.659297345,4.310511598,4.26474573,4.79454167,4.81417135,4.387224216
3.659297345,2.39487114,2.087684594,2.389455703,2.243765522,2.260814464
3.659297345,3.851062493,3.802802639,4.382343527,4.636457317,4.636380546
3.659297345,3.718366374,3.675336075,2.587111443,2.425598542,2.440116831
3.659297345,3.670453919,4.045248846,3.654053311,3.554903586,3.839322821
3.659297345,4.793532207,4.729115486,3.512675777,4.207322499,4.163650293
3.659297345,4.157295142,4.169420472,2.459981046,1.74538461,1.84185822
3.659297345,2.814984127,2.667912544,2.471640126,2.869414666,2.889092239
3.659297345,4.604018433,4.768963957,4.879612569,4.72431792,4.314612532
3.659297345,4.009393371,4.063673795,4.299286956,4.281712376,4.452737381
3.659297345,2.665185962,2.684324502,2.906913435,2.230595275,2.655386717
3.659297345,4.104123362,4.280337412,4.470401589,4.598579317,4.55300811
3.659297345,4.108651746,4.093160793,2.235043948,3.301645733,3.145668215
3.659297345,4.928858536,4.970219724,5.046338235,5.053694774,4.933524479
3.659297345,2.624801993,2.363312619,2.04921209,1.989436539,2.172146156
3.659297345,4.281086417,3.981689205,3.447194343,3.954131799,4.142169316
3.659297345,3.697038825,3.521213751,3.64532865,4.30325306,4.134257741
3.659297345,4.44907098,4.13874308,3.896211332,3.374262393,3.259887103
3.659297345,3.84569305,3.601673686,2.150637499,2.16909277,2.464589586
3.659297345,4.489336982,4.37954885,4.727943719,4.54057783,4.393268791
3.659297345,3.524701125,3.236334458,3.690493508,3.224034515,3.20197046
3.659297345,3.606811345,3.652832251,4.09708631,4.391588583,4.589780439
3.659297345,4.022388927,4.207361025,3.022923836,2.731277252,2.909610211
3.659297345,3.810544865,3.906461756,4.233176256,5.445203433,5.253371347
3.659297345,3.928610028,3.745808206,3.768014563,4.349593588,4.361313287
3.659297345,3.481529771,3.763843668,4.666881506,5.420422422,5.319559096
3.659297345,2.780605894,2.961595279,1.856225617,2.382895909,2.727202178
3.659297345,3.036626102,2.780173792,1.383209776,2.587318375,2.505507638
3.659297345,3.909178756,4.204937811,5.486835859,5.878096637,6.118315738
3.659297345,2.631663341,2.715107717,2.151578227,2.271034857,2.883189194
3.659297345,3.563207366,3.335170957,1.657526356,1.314390607,1.246539312
3.659297345,2.625665222,2.35503962,1.34265098,1.489159257,1.60405229
3.659297345,4.486553457,4.24981518,3.920564307,3.413867555,3.333751961
3.659297345,3.233573462,3.306249755,3.696420415,2.641194246,2.505337285
3.659297345,2.408863105,2.530902315,3.509412889,3.916301542,3.631350522
3.659297345,3.11527879,3.038783504,4.510850185,4.4394121,4.62407027
3.659297345,3.942782227,4.073185938,4.334991579,4.514395671,4.868696455
3.659297345,2.894454843,3.294703914,2.283877167,3.214423853,3.012736252
3.659297345,3.281488851,3.298736075,4.054293395,4.03946534,3.331644353
3.659297345,3.435408043,3.579467276,3.145150363,2.539795176,2.400420105
3.659297345,4.924871872,4.759539131,4.598249654,5.155621201,5.409583804
3.659297345,4.150864047,4.041314245,2.154941494,2.824624826,2.896591784
3.659297345,3.58497665,3.537685445,3.009856571,3.456370935,3.525863312
3.659297345,3.38142123,3.474944877,3.987791759,4.013105376,3.72682263
3.659297345,3.857638936,3.711562528,4.108470748,4.170977892,4.666349705
3.659297345,3.346720175,3.220244036,2.599227843,2.086096435,2.215420185
3.659297345,3.635020776,3.430367081,3.89060975,5.051408538,5.487867541
3.659297345,3.211801669,3.374560644,2.650473437,2.123898393,1.77638948
3.659297345,2.976073996,2.939398582,3.473848743,3.398285345,3.250179899
3.659297345,3.222087835,3.045257803,5.07980535,5.03751316,4.460079907
3.659297345,3.642637277,3.789602227,2.911979178,3.072826677,2.755343629
3.659297345,2.409741262,2.543501933,1.576823847,0.781184732,1.152587718
3.659297345,3.517608543,3.373486166,4.535945988,4.979123184,5.451135045
3.659297345,2.301169083,2.303419366,2.889677197,3.776188726,3.598195582
3.659297345,2.732083828,2.63135424,2.629242551,1.962019541,1.994541985
3.659297345,3.402238814,3.239518878,3.363185101,2.14026742,2.33708541
3.659297345,3.835892889,3.665928757,3.849065688,4.334505493,4.453470857
3.659297345,3.73543769,3.448572369,4.574481914,5.390988805,5.354441901
3.659297345,3.707074328,3.462623799,4.198914219,3.777266901,3.701846201
3.659297345,2.932531279,2.915897188,2.780136641,2.516929384,2.902737899
3.659297345,3.44717046,3.398670106,3.12473862,2.72033452,2.354755763
3.659297345,4.179451653,3.982352236,3.947828402,4.806794495,4.934997347
3.659297345,2.327195396,2.649690187,4.147513547,4.935686154,5.017386158
3.659297345,3.04838341,2.975382588,1.5991755,1.2397182,1.257332014
3.659297345,2.293269122,2.03792931,2.75077162,2.785206267,3.089238506
3.659297345,4.078095321,4.339351125,5.774181621,5.235661278,5.569915252
3.659297345,4.672597815,4.632381699,4.597672222,4.59867961,4.726841659
3.659297345,3.039504777,3.235576758,2.531621533,1.971537229,1.63299222
3.659297345,4.498145469,4.364527694,5.366757218,5.394507012,5.730312489
3.659297345,3.456892821,3.397423575,3.624513417,4.143830067,4.248345835
3.659297345,3.777998287,3.936482869,5.098070492,5.114084684,4.974838849
3.659297345,3.719477481,3.686056957,3.400088097,2.94735275,2.5546498
3.659297345,3.899136244,4.260899686,2.607071888,2.388043466,2.294173646
3.659297345,2.622472938,2.659415063,4.006414542,3.770497215,3.452101196
3.659297345,2.372507423,2.620039086,3.149981649,2.165795892,2.347571207
3.659297345,3.896748096,3.756730943,3.53192906,3.717651492,3.402453529
3.659297345,3.384391848,3.157461691,4.222076176,3.461790877,3.433916469
3.659297345,3.549861012,3.14070953,2.826795941,3.177359135,3.018841355
3.659297345,3.023950615,2.806104011,2.372342912,3.184537259,3.527968051
3.659297345,4.607004303,4.641260372,4.858274036,4.409081715,4.318817715
3.659297345,4.386688176,4.055573209,4.12302625,4.711563369,4.975137429
3.659297345,4.253447453,3.902210708,2.319591851,0.95504156,1.066527842
3.659297345,3.381600628,3.172505485,2.815227413,2.406470654,1.954989516
3.659297345,3.800958853,3.886946541,3.687936016,3.287077317,3.453272383
3.659297345,3.36166462,3.548825356,4.192168579,5.489901806,5.405694181
3.659297345,3.48366666,3.537779984,3.20203489,3.83023052,4.237977577
3.659297345,3.264779465,3.439612408,2.885446422,3.658204764,3.757793789
3.659297345,3.564037798,3.627919805,3.320612394,3.538744924,3.937121417
3.659297345,3.658531498,3.582785023,2.222020928,2.354000491,2.459163994
3.659297345,3.16464038,3.100554718,2.390756103,2.070760093,1.820131899
3.659297345,3.594878117,3.581430729,3.118696647,2.738125101,2.560988962
3.659297345,3.515020772,3.492946343,4.607043708,5.347035505,5.077597122
3.659297345,4.260025387,4.08488303,5.195218059,5.168030539,5.124524684
3.659297345,3.477771405,3.279680001,2.099523714,1.796023655,1.766343433
3.659297345,2.718731097,2.692946561,2.922021671,3.324559281,3.776966199
3.659297345,3.086265007,3.197096708,3.469797731,2.736741523,2.794419203
3.659297345,3.683019721,3.816738382,1.990150482,1.646254248,1.904466798
3.659297345,3.965137342,3.892350212,4.025662732,3.910911977,3.698280476
3.659297345,3.255763403,3.541338379,3.503723128,3.14946735,2.832603587
3.659297345,3.393757605,3.394547912,2.33106063,3.030166588,3.103175518
3.659297345,3.6416391,3.706689896,3.36960987,2.934217667,3.300779628
3.659297345,3.555722449,3.430786635,2.592191384,1.782174717,1.753355311
3.659297345,3.879846981,3.888236093,3.061513517,3.056968307,2.914873245
3.659297345,3.518577797,3.465004511,3.972539573,3.81825738,3.818146472
3.659297345,3.820707898,3.929387776,3.097989844,3.214635672,3.556676037
3.659297345,3.917743641,4.017437113,3.602283533,4.313137536,3.910233598
3.659297345,4.081893377,3.915855548,4.208461906,4.858269935,4.816734947
3.659297345,2.820953966,2.687559883,2.653612867,2.070807866,2.291837679
3.659297345,3.474943213,3.632221644,3.891350464,4.396232229,4.487421932
3.659297345,2.875038986,3.145548099,3.139730887,3.56109384,4.011210906
3.659297345,3.294135867,3.249987936,1.413356375,1.100309278,1.035667439
3.659297345,3.963794945,3.886674647,2.199472431,2.797986018,2.90479593
3.659297345,3.87940751,3.905650189,4.867986337,4.894172093,4.988773979
3.659297345,4.653430518,4.569541789,5.476114417,5.933291908,5.919607811
3.659297345,4.068849979,3.916309532,3.860761099,3.878553841,3.559478088
3.659297345,3.331315762,3.554153899,3.673653558,3.256188776,3.160949571
3.659297345,3.241048549,3.479265838,3.659951356,3.145014774,3.133916302
3.659297345,2.590347667,2.905233119,3.268426973,3.54996077,3.466581854
3.659297345,3.931548798,3.731406539,2.292485476,1.8022675,1.695800647
3.659297345,3.406285838,3.518837352,3.702340499,4.268710128,4.343929726
3.659297345,2.608305618,2.854914147,3.992039253,4.398361623,4.81862758
3.659297345,3.067949075,2.907269627,4.592673049,4.880982892,5.05988022
3.659297345,3.698706072,3.665609726,2.325501683,3.028905125,3.341228574
3.659297345,4.022816467,3.717946174,3.189442073,3.072402801,3.041771754
3.659297345,5.383843339,5.010337119,4.464245149,4.602223475,4.416853587
3.659297345,4.210618198,4.109568191,4.496019132,5.060068058,4.81929673
3.659297345,4.208957462,4.169752655,2.183584926,3.007581417,3.545832427
3.659297345,4.086559617,4.380544016,3.999680324,4.605858963,4.560446557
3.659297345,3.016057618,2.92172661,3.793952735,3.711427113,4.018889322
3.659297345,3.340829653,3.243375201,3.600911227,3.883091264,4.149827512
3.659297345,4.277967697,4.205736966,5.349201413,5.592947899,5.473347646
3.659297345,3.554201969,3.742796183,3.305776223,2.768640021,2.612793844
3.659297345,3.880655495,4.154861228,3.984290033,4.610322682,4.953359745
3.659297345,2.304623672,2.580712726,2.121250532,2.223746848,2.026253448
3.659297345,3.544408821,3.352512017,4.547551075,4.167718237,4.342625766
3.659297345,3.916820579,3.797733561,4.490696985,4.051946916,3.974030396
3.659297345,3.335915494,3.453761495,4.523931488,4.960141102,5.167194878
3.659297345,3.858498907,3.872726635,4.55260182,4.19107238,4.293990076
3.659297345,4.519757591,4.19978938,3.942924928,3.565333533,3.199646021
3.659297345,3.161382894,3.473731306,4.301409881,4.169030886,4.109086076
3.659297345,3.546472625,3.406369138,2.854976639,2.306674906,1.878777824
3.659297345,3.843763851,3.854855001,4.659575171,4.17746057,4.176510102
3.659297345,3.19645176,3.124374861,3.553497719,4.019448932,4.160860023
3.659297345,3.644235983,4.000469182,4.563309748,3.746287352,3.622398086
3.659297345,4.397865844,4.492901294,3.385950898,3.038999345,3.200790742
3.659297345,6.073167642,6.16319767,5.131724944,5.367127359,5.193582253
3.659297345,3.6236407,3.268666852,3.873236685,4.102269522,4.08451145
3.659297345,3.672891961,3.463085593,3.18374552,2.752884888,2.546169821
3.659297345,4.718179284,4.73263117,4.191938952,4.318570117,3.988648761
3.659297345,3.34744073,3.163080456,0.800030697,0.723149409,0.456066516
3.659297345,3.589699651,3.868261421,3.557895768,3.95368267,4.030698186
3.659297345,3.669433242,3.526855163,3.700167517,3.3089489,3.043754536
3.659297345,2.930582995,2.9980215,2.616920107,2.486272847,2.207342609
3.659297345,4.70199297,4.722542468,5.486061434,5.672036486,5.846954646
3.659297345,3.603662804,3.638042718,5.007951807,4.973144291,4.817967378
3.659297345,3.422634203,3.423889797,3.343602099,3.055246205,3.130407225
3.659297345,3.773362946,3.850948457,3.768139748,3.660802192,3.851628783
3.659297345,3.234633423,3.697183244,4.338495918,4.615554918,4.176176451
3.659297345,3.905640336,3.708619971,3.533826682,2.978347596,3.029135531
3.659297345,3.23865889,3.198896883,3.091808011,2.871678591,2.862963343
3.659297345,1.864818551,1.861920473,1.310131736,0.832586045,0.598618511
3.659297345,3.658126126,3.258646698,2.355442804,1.626047136,1.501120417
3.659297345,4.068583852,3.6974051,4.531059885,4.10300202,4.223551456
3.659297345,3.607936791,3.432536011,2.122378375,1.456074403,1.272045219
3.659297345,3.423318486,3.325741526,3.41147424,3.416161777,3.852992002
3.659297345,3.428049907,3.48292282,5.276702731,5.16276144,5.224028958
3.659297345,3.447895235,3.439688327,3.140438224,4.143026852,4.207805004
3.659297345,3.50990518,3.654661958,3.353632591,2.598133294,2.37964076
3.659297345,4.328511276,4.365781563,3.901126555,4.586631387,4.58218056
3.659297345,3.243118421,3.60359751,1.390318092,2.1041981,2.111392154
3.659297345,4.154863736,4.465645414,3.79114896,3.664274698,3.440967928
3.659297345,3.855656043,3.983148297,4.371193693,4.062957151,4.230723326
3.659297345,3.986079454,3.51878232,3.331807155,3.093763265,3.362734134
3.659297345,4.955038339,4.882495762,3.55328796,3.304646333,3.14101877
3.659297345,3.982467809,3.908809882,4.78872121,4.765383185,4.511208236
3.659297345,4.400320012,4.695735647,4.245496714,3.474953532,3.372152987
3.659297345,5.512013693,5.579613602,5.149476201,5.477701098,5.624069115
3.659297345,3.859173024,4.148929593,5.054498722,5.00342713,5.229592677
3.659297345,4.145256798,4.088768639,4.377256748,4.144786635,4.266691639
3.659297345,3.780584464,3.551046288,2.85976789,3.005813277,3.053063741
3.659297345,4.706841574,4.524222188,4.171286476,4.31250325,4.3413024
3.659297345,4.826773768,4.40588052,5.022746155,5.18807921,5.24445111
3.659297345,4.061175987,4.072327944,4.176299676,3.762686219,3.797249455
3.659297345,1.845698638,1.889311636,0.252518578,1.01738847,1.042544439
3.659297345,3.336198753,3.049864,3.702521835,4.158155631,4.399651246
3.659297345,5.096722758,5.398108472,5.366579067,5.228235812,4.903816553
3.659297345,3.417860394,3.88123781,4.407092915,4.488474243,4.40595753
3.659297345,4.706894119,4.29644636,3.246515793,4.032105764,4.517636193
3.659297345,2.102998316,2.198469287,2.721602981,3.013901568,3.074970329
3.659297345,2.979836619,2.75721778,2.736087991,2.817235631,2.632178983
3.659297345,3.08806213,2.838109082,4.501879682,4.002891271,4.232706392
3.659297345,2.533444485,2.509353797,3.124849719,3.611148001,3.886112791
3.659297345,3.01488991,2.890684088,2.506723601,2.231606027,1.828840243
3.659297345,3.854018029,3.796590581,2.901140957,2.061686026,2.120232766
3.659297345,4.607219094,4.59830372,3.863356918,3.885261971,3.807420426
3.659297345,3.642393619,3.795867739,3.78684723,3.029714591,3.341405365
3.659297345,3.521761422,3.610890295,2.358480085,1.417926005,1.364181373
3.659297345,4.239001166,4.432856395,4.400667788,4.20609336,4.074664297
3.659297345,2.898381261,2.777352289,4.024570803,4.588096645,4.758257982
3.659297345,3.358208356,3.085273838,3.337445236,4.335861641,4.543922582
3.659297345,2.976086652,2.877550426,2.083507911,1.885144967,1.951024911
3.659297345,2.685297682,2.697364763,2.520360354,2.018345465,1.927780103
3.659297345,5.086475778,5.122468818,3.793155244,3.565808465,3.425691935
3.659297345,3.599031875,3.726285848,2.42066019,2.010255087,1.896945629
3.659297345,4.414117022,4.331207521,5.51114168,5.426441734,5.482008585
3.659297345,2.364904399,2.023328306,1.346977493,0.742604272,0.654604491
3.659297345,5.050246462,4.906242085,4.272985875,4.174801489,4.100088901
3.659297345,4.37150577,4.180113553,3.46596458,2.417513003,2.432252436
3.659297345,3.954295835,3.991729482,4.930937849,4.832209354,4.929406447
3.659297345,3.35303467,3.578282265,3.277319635,3.4507934,3.463695725
3.659297345,3.968902384,3.715843557,4.330790825,4.468179282,4.326593413
3.659297345,2.923633676,2.532837486,2.922154405,2.446419623,2.369741031
3.659297345,3.542521398,3.800923137,5.618350559,5.94035832,5.736941292
3.659297345,4.350674741,4.184607324,4.689869209,5.473713925,5.742693149
3.659297345,4.721551444,4.900323071,4.921699033,4.541226124,4.485784002
3.659297345,3.226189981,3.293947025,3.105572479,2.78671632,3.0659207
3.659297345,3.466890965,4.00793051,4.031348008,4.164179518,4.501326235
3.659297345,3.111144808,3.098418216,3.397890379,2.837696231,3.097523728
3.659297345,3.107641851,3.210323936,3.669214501,3.447404245,3.750163396
3.659297345,3.852264072,3.630296991,4.673861839,3.944425027,3.805250916
3.659297345,3.493847376,3.459168181,4.304250011,3.924416459,3.569760541
3.659297345,3.300562499,3.285532209,2.792181917,2.615563948,2.763043344
3.659297345,3.177192724,3.278207749,3.824574566,2.807130383,2.949894163
3.659297345,2.714536536,3.235593596,4.944553969,4.770293752,4.479010641
3.659297345,3.467875622,3.182425109,3.114678527,2.690960039,3.025260188
3.659297345,3.560952407,3.580428271,2.711038938,3.220918234,3.198366797
3.659297345,4.365931146,4.392094285,3.943309399,4.893016301,5.013684932
3.659297345,4.195728893,3.572105749,2.484515233,3.412117042,3.536533747
3.659297345,3.27351526,2.913881302,4.820399374,4.034502083,4.434009668
3.659297345,4.657165703,4.546773879,2.89234992,1.691140472,1.600219077
3.659297345,5.255173566,5.420222359,4.930836788,5.088086179,5.025823947
3.659297345,3.220500973,3.35330776,3.53258932,3.105215236,2.90792213
3.659297345,3.946548686,3.750762304,4.163574653,4.499932277,4.50517285
3.659297345,3.372597721,3.1000476,2.669104981,2.985044622,2.726231856
3.659297345,4.163945256,4.111205546,2.632684534,2.044443545,1.662943743
3.659297345,4.402199967,4.510474725,5.181662129,5.194063648,5.476962251
3.659297345,2.989899225,2.958148831,3.171714786,3.272943752,3.061016487
3.659297345,3.572341151,3.192662138,3.893971762,4.368038095,4.333879724
3.659297345,3.031812308,3.168381009,2.653915324,3.266560471,3.202368773
3.659297345,2.782010666,2.769912457,3.184701446,3.722944792,4.19606417
3.659297345,3.519186023,3.544249667,3.158463365,3.626566702,2.965970486
3.659297345,2.094863678,2.517741953,2.842652722,3.170293926,3.021616616
3.659297345,3.903205253,4.023024801,3.788934235,4.141796961,4.170479569
3.659297345,3.111368511,3.200438957,2.939308201,2.891031536,3.147593687
3.659297345,3.769499589,3.605776876,4.931184125,4.578343133,4.45529203
3.659297345,2.811898804,3.134476188,3.601804624,3.207204702,3.007041729
3.659297345,5.381635568,5.18164388,5.480288305,5.485329096,5.634206344
3.659297345,3.649748611,3.368336626,3.933252845,4.685504304,4.615150262
3.659297345,3.539032394,3.699656807,3.485519714,2.887165931,3.200265909
3.659297345,4.900064192,4.53135861,4.276229042,4.547378034,4.437348193
3.659297345,4.450559716,4.526175424,5.632328199,6.266657024,5.931961781
3.659297345,4.260707401,4.32297938,4.005965543,4.934018371,5.242903363
3.659297345,2.891590076,3.013119958,4.053671398,4.263431016,4.076155688
3.659297345,3.532555856,3.71265329,3.283873202,3.791992685,3.626797212
3.659297345,3.529211427,3.345485217,5.131532371,4.721863438,5.056365563
3.659297345,4.35783017,4.150720359,3.471057538,2.851054463,2.805095515
3.659297345,2.986521691,2.801007621,2.191982374,2.782685814,2.745901637
3.659297345,3.123673159,3.040272473,2.422039772,3.300959589,3.298783507
3.659297345,4.582944758,4.408136553,3.797926734,4.608543791,4.196185352
3.659297345,3.921619032,4.224755675,4.223047529,4.538778431,4.841592889
3.659297345,5.257596043,5.06849756,4.157493929,4.783674289,4.756006561
3.659297345,4.952404143,4.733895493,4.745075849,4.635277215,4.458865321
3.659297345,3.060313926,3.000343733,2.779265636,2.775449695,2.966465343
3.659297345,3.676444629,3.650751356,2.102202804,2.035578808,2.124106624
3.659297345,4.23583711,4.06755214,3.520828417,3.94727191,4.083752698
3.659297345,3.479538607,3.15063259,4.143711576,4.138236012,4.10237278
3.659297345,3.801997827,3.894994007,4.226175972,3.73091896,3.837310156
3.659297345,3.741426848,3.861595344,4.271412404,4.114916667,3.905028108
3.659297345,4.0980324,4.088719518,4.04728809,4.447282751,4.687061841
3.659297345,3.08043022,3.012408556,2.981041822,3.671830886,3.63170726
3.659297345,3.594351791,3.866610541,3.676964463,3.173010445,3.310184999
3.659297345,3.321308424,3.357133042,3.513987676,4.437345881,4.147570555
3.659297345,3.281559392,2.926889424,1.950751348,1.52287326,1.762078639
3.659297345,4.477137603,4.067204224,2.611795343,2.754574475,2.722013868
3.659297345,3.987482795,4.08383262,4.635314641,4.829725159,5.000492534
3.659297345,3.387095881,3.468639014,3.6455998,3.028501619,3.139333718
3.659297345,4.987817321,4.867147118,3.908076778,4.517571191,4.480360895
3.659297345,3.552912998,3.83036059,3.21698991,3.677596819,3.715198515
3.659297345,3.711467329,3.76332835,3.157253489,3.013148343,3.166441761
3.659297345,2.593246005,2.979681864,2.292940473,3.128485943,3.077701455
3.659297345,4.401293032,4.593530854,5.229744259,5.372743438,5.240959601
3.659297345,2.984730503,3.331645373,3.012013827,3.049929023,2.99293261
3.659297345,3.452925256,4.005866297,3.23294379,2.698183225,2.625376934
