P_1_2,P_2_2
3.653214072,4.233373451
3.653214072,4.266969897
3.653214072,2.904280625
3.653214072,2.845251025
3.653214072,3.851857946
3.653214072,4.228199893
3.653214072,4.450864807
3.653214072,3.433120543
3.653214072,2.196387964
3.653214072,3.574929384
3.653214072,2.820791318
3.653214072,4.777270791
3.653214072,4.404197083
3.653214072,3.610746452
3.653214072,3.698685381
3.653214072,4.352905301
3.653214072,3.674207798
3.653214072,3.460968627
3.653214072,3.835344167
3.653214072,3.909248099
3.653214072,3.518966668
3.653214072,2.976814581
3.653214072,3.810139584
3.653214072,4.148640908
3.653214072,3.167722305
3.653214072,3.517611069
3.653214072,4.75346315
3.653214072,2.812208758
3.653214072,3.049773021
3.653214072,3.291441329
3.653214072,4.008133342
3.653214072,3.041182879
3.653214072,2.506838738
3.653214072,2.840075409
3.653214072,4.13795378
3.653214072,3.528103549
3.653214072,4.071990428
3.653214072,2.98361295
3.653214072,3.448359522
3.653214072,2.836816135
3.653214072,3.737615826
3.653214072,3.016779403
3.653214072,4.400530853
3.653214072,4.818350209
3.653214072,2.940452403
3.653214072,3.911632569
3.653214072,3.866640001
3.653214072,4.431233885
3.653214072,3.954500621
3.653214072,4.116802523
3.653214072,2.918897372
3.653214072,3.490925421
3.653214072,3.757273548
3.653214072,4.318685813
3.653214072,3.379520483
3.653214072,3.16999649
3.653214072,3.275636256
3.653214072,2.224391303
3.653214072,3.443497195
3.653214072,4.231000226
3.653214072,4.385962397
3.653214072,3.673791053
3.653214072,3.231368363
3.653214072,3.0342432
3.653214072,3.795493589
3.653214072,5.093887898
3.653214072,2.79858738
3.653214072,3.434596063
3.653214072,4.322102192
3.653214072,3.736853631
3.653214072,3.8721296
3.653214072,4.527706698
3.653214072,4.042958993
3.653214072,3.966785803
3.653214072,5.398394797
3.653214072,2.499265697
3.653214072,2.911772174
3.653214072,3.686644068
3.653214072,3.823593232
3.653214072,4.738058238
3.653214072,4.083150956
3.653214072,3.926984783
3.653214072,4.535160086
3.653214072,2.773986278
3.653214072,2.576150341
3.653214072,4.130088222
3.653214072,3.132096726
3.653214072,3.798178606
3.653214072,3.993495851
3.653214072,3.463881687
3.653214072,4.277543442
3.653214072,4.841174945
3.653214072,3.471594903
3.653214072,4.044619482
3.653214072,2.608537067
3.653214072,3.470869125
3.653214072,2.459183931
3.653214072,4.604070776
3.653214072,3.34677023
3.653214072,3.139156003
3.653214072,2.649400144
3.653214072,3.622092186
3.653214072,3.701638814
3.653214072,4.181484465
3.653214072,3.870449295
3.653214072,3.950682038
3.653214072,3.503702501
3.653214072,4.709845651
3.653214072,3.188377461
3.653214072,3.352375565
3.653214072,3.964522398
3.653214072,3.45897426
3.653214072,2.892471496
3.653214072,3.488858048
3.653214072,3.952287348
3.653214072,2.783655252
3.653214072,3.907657651
3.653214072,3.951313472
3.653214072,3.672208178
3.653214072,3.540599453
3.653214072,4.48642424
3.653214072,3.881890512
3.653214072,4.956098452
3.653214072,2.96715626
3.653214072,4.078270306
3.653214072,3.081076822
3.653214072,1.656489559
3.653214072,2.952497181
3.653214072,3.584236988
3.653214072,4.372480073
3.653214072,3.798566508
3.653214072,2.991846305
3.653214072,3.060157826
3.653214072,3.280200483
3.653214072,3.682520262
3.653214072,3.514545702
3.653214072,3.333749881
3.653214072,4.012560688
3.653214072,3.728059692
3.653214072,3.944564176
3.653214072,2.534649595
3.653214072,3.071933333
3.653214072,3.590639157
3.653214072,2.592056444
3.653214072,3.772073509
3.653214072,4.217924354
3.653214072,3.497548535
3.653214072,4.008338564
3.653214072,2.981480084
3.653214072,3.915962785
3.653214072,4.777637466
3.653214072,3.4431809
3.653214072,4.162513521
3.653214072,2.9788166
3.653214072,3.643140857
3.653214072,2.732172573
3.653214072,3.919376565
3.653214072,5.047732955
3.653214072,3.685347435
3.653214072,3.859669441
3.653214072,2.791687003
3.653214072,2.945178357
3.653214072,4.719867458
3.653214072,2.48018903
3.653214072,2.275818966
3.653214072,4.16933181
3.653214072,3.789665242
3.653214072,4.073509896
3.653214072,4.252137342
3.653214072,4.740092987
3.653214072,3.310723357
3.653214072,4.67523676
3.653214072,3.92596831
3.653214072,3.158491006
3.653214072,3.745023333
3.653214072,3.039795257
3.653214072,3.746489847
3.653214072,4.259012513
3.653214072,3.123956454
3.653214072,4.647684872
3.653214072,3.840767628
3.653214072,4.549690183
3.653214072,3.635416302
3.653214072,4.109588834
3.653214072,3.925743655
3.653214072,4.282246416
3.653214072,3.930810163
3.653214072,3.035710149
3.653214072,3.708132406
3.653214072,3.972080877
3.653214072,4.283919758
3.653214072,4.024748667
3.653214072,4.317820857
3.653214072,3.813149953
3.653214072,4.450933698
3.653214072,3.208180676
3.653214072,3.355979608
3.653214072,4.8586443
3.653214072,3.32530817
3.653214072,4.378983218
3.653214072,3.864626151
3.653214072,3.861865761
3.653214072,3.677461765
3.653214072,3.642930803
3.653214072,3.386775746
3.653214072,3.879846492
3.653214072,3.704011368
3.653214072,3.299464941
3.653214072,4.418158192
3.653214072,3.737418683
3.653214072,2.984415276
3.653214072,3.813382007
3.653214072,3.087579842
3.653214072,3.771534559
3.653214072,4.243878166
3.653214072,2.191675024
3.653214072,3.045384396
3.653214072,3.692774759
3.653214072,2.724898533
3.653214072,4.429119369
3.653214072,3.507311704
3.653214072,4.62216701
3.653214072,2.810121194
3.653214072,4.469117197
3.653214072,3.253734082
3.653214072,3.541927634
3.653214072,4.306218557
3.653214072,3.654541774
3.653214072,4.360338927
3.653214072,4.670385863
3.653214072,2.437361477
3.653214072,3.572661132
3.653214072,2.929187868
3.653214072,3.220197194
3.653214072,4.081969053
3.653214072,3.881272994
3.653214072,3.164986486
3.653214072,2.921442984
3.653214072,3.121088991
3.653214072,3.675563353
3.653214072,3.062841544
3.653214072,4.713541674
3.653214072,4.45255856
3.653214072,4.13448371
3.653214072,3.249403786
3.653214072,3.352518003
3.653214072,3.652121464
3.653214072,4.845344487
3.653214072,4.198258056
3.653214072,3.535149683
3.653214072,3.737818338
3.653214072,3.203492059
3.653214072,3.66443422
3.653214072,4.048959059
3.653214072,3.493587894
3.653214072,3.137265139
3.653214072,3.076042259
3.653214072,4.35266545
3.653214072,3.648643752
3.653214072,3.342646093
3.653214072,3.476988326
3.653214072,3.784871262
3.653214072,3.757385524
3.653214072,3.255880362
3.653214072,2.959260248
3.653214072,4.022485356
3.653214072,3.35772062
3.653214072,3.999035668
3.653214072,4.964274686
3.653214072,3.86925629
3.653214072,2.89716106
3.653214072,2.728299425
3.653214072,3.70356149
3.653214072,3.826693812
3.653214072,3.147075314
3.653214072,3.1397665
3.653214072,4.193162634
3.653214072,4.162121719
3.653214072,4.467244965
3.653214072,2.103616318
3.653214072,3.057208385
3.653214072,3.521566681
3.653214072,3.912479513
3.653214072,3.337606794
3.653214072,2.984767536
3.653214072,2.691838335
3.653214072,3.058364892
3.653214072,3.41220574
3.653214072,3.560140421
3.653214072,3.704340048
3.653214072,4.403504949
3.653214072,2.849004918
3.653214072,3.62270165
3.653214072,4.166146578
3.653214072,2.6808439
3.653214072,3.577413672
3.653214072,1.758207412
3.653214072,4.219361483
3.653214072,3.103498678
3.653214072,2.96811254
3.653214072,4.221150551
3.653214072,4.739434653
3.653214072,3.093956126
3.653214072,3.525964071
3.653214072,3.328323206
3.653214072,3.2997108
3.653214072,4.782894231
3.653214072,3.416939478
3.653214072,3.43468248
3.653214072,3.337659927
3.653214072,2.737562918
3.653214072,3.939323127
3.653214072,4.860055486
3.653214072,3.292081127
3.653214072,3.705403056
3.653214072,3.084662488
3.653214072,4.32251855
3.653214072,4.322410562
3.653214072,4.38072667
3.653214072,3.430003917
3.653214072,3.320866452
3.653214072,2.714932961
3.653214072,4.221944731
3.653214072,3.03623374
3.653214072,3.701164906
3.653214072,4.030453786
3.653214072,4.114277068
3.653214072,3.977276523
3.653214072,3.901761011
3.653214072,3.728255891
3.653214072,3.906726411
3.653214072,3.823985078
3.653214072,3.965386965
3.653214072,3.246162784
3.653214072,3.055077953
3.653214072,3.1489699
3.653214072,2.62999127
3.653214072,3.026339535
3.653214072,4.767888891
3.653214072,4.145826645
3.653214072,4.001737586
3.653214072,3.675962091
3.653214072,2.712127116
3.653214072,3.328928968
3.653214072,2.40509191
3.653214072,3.178880371
3.653214072,4.357326085
3.653214072,3.826593682
3.653214072,3.986328339
3.653214072,3.807501944
3.653214072,3.243729281
3.653214072,3.437985058
3.653214072,3.633954036
3.653214072,4.007190497
3.653214072,3.782995276
3.653214072,3.484267924
3.653214072,3.781658768
3.653214072,3.485859624
3.653214072,3.111744429
3.653214072,3.933051892
3.653214072,3.241942954
3.653214072,3.457790234
3.653214072,2.971725225
3.653214072,3.223318375
3.653214072,3.766010428
3.653214072,3.418031647
3.653214072,3.023021479
3.653214072,4.401382313
3.653214072,3.201659694
3.653214072,4.111288186
3.653214072,4.443453732
3.653214072,3.026261611
3.653214072,3.012016158
3.653214072,4.812753346
3.653214072,4.498638866
3.653214072,3.234381367
3.653214072,4.554891568
3.653214072,3.290681547
3.653214072,3.228461129
3.653214072,5.213603066
3.653214072,3.088266886
3.653214072,3.081559798
3.653214072,4.471368475
3.653214072,2.830588934
3.653214072,2.98602667
3.653214072,2.981906677
3.653214072,2.023169112
3.653214072,4.816833945
3.653214072,3.923422245
3.653214072,4.294342653
3.653214072,3.519654413
3.653214072,3.137290191
3.653214072,3.230946057
3.653214072,3.309068047
3.653214072,3.204149651
3.653214072,2.753444991
3.653214072,3.775808969
3.653214072,4.399976687
3.653214072,4.017420067
3.653214072,3.974380955
3.653214072,3.969914033
3.653214072,2.421082898
3.653214072,2.618852841
3.653214072,4.485457749
3.653214072,4.508901969
3.653214072,4.190155492
3.653214072,4.168655045
3.653214072,3.217297239
3.653214072,2.929750935
3.653214072,3.534044331
3.653214072,3.831558764
3.653214072,3.74331884
3.653214072,4.642941741
3.653214072,4.404980054
3.653214072,3.412418965
3.653214072,3.396164374
3.653214072,2.921335723
3.653214072,2.928466049
3.653214072,3.855145454
3.653214072,3.117961991
3.653214072,4.800594634
3.653214072,4.049389623
3.653214072,4.172737346
3.653214072,4.257099676
3.653214072,3.517845215
3.653214072,3.388136343
3.653214072,3.192326056
3.653214072,3.357724471
3.653214072,2.842276268
3.653214072,4.032192258
3.653214072,3.914150129
3.653214072,3.935975849
3.653214072,2.875917744
3.653214072,2.338145073
3.653214072,3.782183695
3.653214072,2.945774556
3.653214072,3.946284045
3.653214072,3.722247726
3.653214072,4.385985343
3.653214072,2.89278438
3.653214072,3.581348554
3.653214072,3.988205622
3.653214072,3.686000853
3.653214072,3.976774599
3.653214072,3.557990725
3.653214072,3.91518217
3.653214072,3.002582437
3.653214072,3.458954002
3.653214072,3.837817149
3.653214072,4.092167507
3.653214072,3.170383932
3.653214072,3.859685654
3.653214072,4.344511784
3.653214072,4.030372779
3.653214072,3.589678313
3.653214072,3.595516976
3.653214072,4.476645189
3.653214072,3.85903567
3.653214072,4.415002741
3.653214072,3.710431143
3.653214072,3.090107076
3.653214072,3.420036036
3.653214072,3.475530129
3.653214072,3.581941065
3.653214072,3.026459306
3.653214072,3.607232652
3.653214072,4.634128388
3.653214072,3.332842869
3.653214072,4.022176742
3.653214072,3.171127579
3.653214072,3.841571055
3.653214072,3.667452335
3.653214072,4.159676791
3.653214072,3.12701104
3.653214072,3.763918987
3.653214072,4.446555632
3.653214072,3.78211429
3.653214072,3.223245769
3.653214072,4.488547599
3.653214072,3.380948979
3.653214072,4.784125228
3.653214072,4.267819954
3.653214072,3.978785206
3.653214072,4.200292298
3.653214072,3.857438409
3.653214072,2.582820495
3.653214072,5.106975504
3.653214072,3.735202811
3.653214072,3.36361738
3.653214072,4.636335368
3.653214072,3.617266139
3.653214072,4.226651167
3.653214072,2.863837919
3.653214072,3.65289212
3.653214072,3.031377448
3.653214072,2.960731534
3.653214072,3.760571396
3.653214072,3.349035441
3.653214072,3.725711216
3.653214072,3.562632743
3.653214072,3.293846198
3.653214072,3.717454216
3.653214072,4.151554757
3.653214072,4.139719561
3.653214072,3.636048138
3.653214072,3.937680266
3.653214072,3.608376847
3.653214072,2.827672664
3.653214072,3.08969024
3.653214072,3.245579018
3.653214072,3.567034454
3.653214072,3.974018669
3.653214072,3.95101516
3.653214072,2.662255053
3.653214072,3.684316278
3.653214072,3.633371838
3.653214072,3.377190562
3.653214072,3.504575579
3.653214072,4.28868903
3.653214072,3.456833223
3.653214072,3.140146151
3.653214072,3.921565247
3.653214072,2.877685718
3.653214072,3.343806576
3.653214072,2.206554237
3.653214072,4.196470006
3.653214072,3.469657626
3.653214072,3.427928723
3.653214072,3.870019204
3.653214072,3.002903493
3.653214072,3.723180679
3.653214072,3.254089333
3.653214072,4.062253489
3.653214072,4.377551385
3.653214072,2.507164609
3.653214072,4.644175066
3.653214072,4.177331533
3.653214072,3.098853797
3.653214072,4.861474645
3.653214072,3.737739675
3.653214072,4.712826737
3.653214072,3.170855758
3.653214072,2.679251981
3.653214072,3.856269758
3.653214072,1.546131422
3.653214072,3.615103786
3.653214072,3.185358497
3.653214072,4.381804173
3.653214072,3.920989116
3.653214072,3.089170994
3.653214072,3.535700645
3.653214072,3.628898383
3.653214072,4.283010768
3.653214072,3.876670881
3.653214072,2.535432867
3.653214072,4.242228474
3.653214072,2.894506304
3.653214072,3.4580965
3.653214072,4.000316645
3.653214072,3.909795064
3.653214072,4.1240931
3.653214072,4.021641785
3.653214072,3.261416733
3.653214072,3.891302621
3.653214072,3.824457026
3.653214072,4.199616414
3.653214072,4.295120331
3.653214072,4.420905933
3.653214072,2.513995048
3.653214072,3.660932834
3.653214072,3.835863338
3.653214072,3.344581664
3.653214072,4.196820592
3.653214072,4.557417043
3.653214072,3.822291371
3.653214072,3.804597244
3.653214072,4.122159596
3.653214072,2.794193129
3.653214072,3.383729136
3.653214072,3.514231403
3.653214072,4.340492293
3.653214072,4.105514179
3.653214072,3.947813976
3.653214072,4.065290684
3.653214072,4.366682143
3.653214072,2.024560613
3.653214072,4.127772208
3.653214072,4.135015689
3.653214072,3.631284457
3.653214072,3.295176878
3.653214072,3.950967749
3.653214072,4.507820119
3.653214072,2.711482419
3.653214072,4.933345085
3.653214072,3.695571255
3.653214072,2.485209926
3.653214072,3.356361995
3.653214072,4.326674947
3.653214072,3.719580485
3.653214072,3.744410396
3.653214072,3.456424329
3.653214072,4.018296836
3.653214072,3.801360723
3.653214072,2.866434131
3.653214072,3.537452827
3.653214072,3.495130359
3.653214072,3.304173436
3.653214072,3.817102431
3.653214072,2.283589583
3.653214072,3.619631038
3.653214072,3.032304899
3.653214072,3.381296482
3.653214072,3.008285126
3.653214072,3.350136019
3.653214072,3.645101039
3.653214072,3.439843627
3.653214072,3.249498215
3.653214072,3.476242411
3.653214072,3.551373537
3.653214072,2.9725054
3.653214072,3.600240869
3.653214072,2.640841656
3.653214072,2.753988856
3.653214072,3.13317559
3.653214072,3.359246829
3.653214072,3.583419397
3.653214072,3.640498598
3.653214072,3.355407224
3.653214072,3.76087511
3.653214072,3.420057153
3.653214072,3.178656635
3.653214072,3.862883525
3.653214072,3.854451779
3.653214072,3.449471707
3.653214072,3.676991759
3.653214072,3.195861743
3.653214072,3.76634661
3.653214072,4.370847871
3.653214072,3.88436564
3.653214072,3.621292084
3.653214072,2.541180816
3.653214072,4.081527439
3.653214072,4.572840739
3.653214072,4.994042337
3.653214072,3.287823765
3.653214072,4.09978257
3.653214072,4.095165928
3.653214072,3.831747211
3.653214072,3.738121833
3.653214072,2.368140236
3.653214072,3.680394502
3.653214072,3.381035399
3.653214072,4.093628038
3.653214072,3.821421955
3.653214072,4.29381753
3.653214072,3.36280859
3.653214072,4.146776443
3.653214072,3.155852667
3.653214072,4.305165739
3.653214072,3.221575426
3.653214072,4.250630925
3.653214072,4.517382579
3.653214072,3.738937063
3.653214072,3.284462262
3.653214072,3.193390638
3.653214072,2.868821248
3.653214072,3.676463045
3.653214072,5.273882594
3.653214072,4.911401402
3.653214072,3.09274901
3.653214072,3.359137038
3.653214072,2.441906195
3.653214072,3.206464825
3.653214072,2.810076761
3.653214072,3.087972614
3.653214072,4.731163508
3.653214072,3.512667326
3.653214072,3.063029859
3.653214072,4.802157898
3.653214072,4.029451251
3.653214072,3.422481793
3.653214072,2.615296129
3.653214072,3.817126783
3.653214072,4.72678833
3.653214072,3.226322096
3.653214072,3.096387994
3.653214072,4.116414147
3.653214072,3.436292761
3.653214072,4.195548792
3.653214072,3.18868382
3.653214072,4.264203609
3.653214072,3.980473927
3.653214072,3.22435024
3.653214072,3.248687224
3.653214072,4.318113858
3.653214072,2.932705159
3.653214072,4.05275718
3.653214072,4.608988922
3.653214072,4.088571779
3.653214072,2.963197317
3.653214072,2.088968202
3.653214072,4.445634155
3.653214072,4.277467538
3.653214072,3.424927047
3.653214072,4.310340417
3.653214072,4.240051497
3.653214072,4.44015048
3.653214072,4.343134069
3.653214072,4.398594931
3.653214072,4.146584584
3.653214072,3.369121034
3.653214072,4.249000931
3.653214072,3.520935907
3.653214072,3.107372824
3.653214072,2.911632167
3.653214072,2.457696892
3.653214072,2.775696676
3.653214072,3.190671684
3.653214072,4.103024104
3.653214072,3.36881543
3.653214072,3.542255548
3.653214072,2.928800723
3.653214072,3.298025345
3.653214072,3.896436283
3.653214072,2.766262688
3.653214072,3.6241229
3.653214072,3.580646464
3.653214072,4.632361181
3.653214072,4.944468066
3.653214072,3.673998603
3.653214072,3.497376865
3.653214072,3.375311006
3.653214072,2.647689132
3.653214072,3.316097497
3.653214072,2.959311711
3.653214072,3.970596414
3.653214072,4.680164109
3.653214072,4.052751643
3.653214072,2.976709928
3.653214072,3.118180863
3.653214072,3.606117216
3.653214072,4.297599961
3.653214072,2.762599538
3.653214072,3.679071663
3.653214072,4.86094261
3.653214072,3.642217134
3.653214072,3.841766444
3.653214072,4.15728019
3.653214072,3.851572707
3.653214072,3.332954248
3.653214072,3.64904458
3.653214072,3.773863279
3.653214072,4.124471851
3.653214072,4.190234239
3.653214072,4.34814189
3.653214072,3.903548116
3.653214072,4.506792797
3.653214072,3.883140207
3.653214072,3.7461788
3.653214072,2.62946815
3.653214072,3.051352017
3.653214072,3.528328223
3.653214072,3.056962821
3.653214072,3.489669728
3.653214072,3.097179699
3.653214072,3.476603173
3.653214072,4.09566365
3.653214072,3.034105215
3.653214072,3.088295979
3.653214072,4.791477805
3.653214072,3.206852911
3.653214072,4.957035271
3.653214072,3.680273217
3.653214072,3.287163558
3.653214072,3.917020261
3.653214072,3.654840454
3.653214072,3.994843802
3.653214072,2.802717658
3.653214072,1.695374881
3.653214072,2.341799476
3.653214072,1.994073914
3.653214072,4.159898311
3.653214072,4.743474359
3.653214072,3.543629258
3.653214072,2.857702986
3.653214072,3.303097009
3.653214072,4.419439776
3.653214072,4.257104629
3.653214072,3.907663134
3.653214072,3.250841094
3.653214072,3.815971366
3.653214072,4.03788747
3.653214072,3.178513955
3.653214072,4.136267675
3.653214072,4.029788597
3.653214072,2.186148608
3.653214072,3.857349964
3.653214072,3.243954247
3.653214072,3.786201865
3.653214072,3.977610868
3.653214072,3.068064986
3.653214072,3.041808403
3.653214072,2.855151561
3.653214072,3.997827337
3.653214072,3.046012525
3.653214072,4.797963546
3.653214072,4.76673224
3.653214072,2.021651641
3.653214072,3.602780542
3.653214072,3.51057834
3.653214072,2.866865261
3.653214072,2.723610354
3.653214072,4.199562854
3.653214072,3.891730013
3.653214072,3.103363144
3.653214072,3.770257389
3.653214072,3.565171731
3.653214072,5.119959314
3.653214072,3.908535276
3.653214072,2.829036527
3.653214072,4.889272916
3.653214072,4.646260502
3.653214072,2.946973543
3.653214072,3.377290076
3.653214072,3.048285821
3.653214072,3.040345959
3.653214072,3.567324547
3.653214072,3.585982283
3.653214072,2.956735929
3.653214072,3.479784675
3.653214072,2.70066369
3.653214072,4.583140168
3.653214072,3.37744021
3.653214072,3.229625475
3.653214072,3.981725973
3.653214072,4.073735585
3.653214072,2.782672112
3.653214072,4.38320381
3.653214072,4.659242096
3.653214072,4.043225298
3.653214072,3.059816584
3.653214072,3.802123235
3.653214072,2.566799562
3.653214072,3.284756311
3.653214072,3.066556472
3.653214072,4.613030966
3.653214072,4.343919944
3.653214072,4.03467442
3.653214072,3.846332095
3.653214072,4.145551546
3.653214072,4.076430682
3.653214072,3.845917791
3.653214072,3.155628916
3.653214072,4.787714198
3.653214072,4.326569768
3.653214072,4.25899553
3.653214072,2.953706951
3.653214072,4.673619421
3.653214072,3.899861705
3.653214072,3.92750795
3.653214072,4.018243534
3.653214072,3.720209031
3.653214072,4.292681342
3.653214072,4.553789481
3.653214072,4.631016405
3.653214072,4.143976008
3.653214072,4.090283229
3.653214072,3.656302863
3.653214072,3.362579655
3.653214072,5.077156928
3.653214072,3.611703755
3.653214072,3.890160545
3.653214072,3.588987622
3.653214072,4.054656969
3.653214072,2.74461399
3.653214072,1.816885577
3.653214072,2.195475541
3.653214072,3.627065058
3.653214072,3.590380187
3.653214072,2.922610258
3.653214072,2.861554652
3.653214072,3.010398304
3.653214072,4.92631968
3.653214072,3.637383698
3.653214072,4.135896649
3.653214072,3.633638475
3.653214072,4.071241594
3.653214072,3.734681938
3.653214072,3.073596859
3.653214072,3.958311353
3.653214072,2.715606803
3.653214072,3.566459268
3.653214072,3.670713486
3.653214072,4.344980774
3.653214072,2.18413684
3.653214072,3.730092119
3.653214072,3.460596082
3.653214072,4.215984163
3.653214072,3.431311685
3.653214072,4.595177158
3.653214072,3.080017484
3.653214072,2.998833328
3.653214072,5.026311433
3.653214072,4.035064423
3.653214072,4.138463072
3.653214072,3.828430891
3.653214072,3.914807585
3.653214072,3.455381012
3.653214072,3.405027611
3.653214072,3.472568897
3.653214072,2.834212829
3.653214072,3.274371076
3.653214072,3.578750287
3.653214072,3.592518151
3.653214072,2.959986336
3.653214072,4.58164596
3.653214072,4.050566431
3.653214072,2.742273958
3.653214072,3.539455017
3.653214072,2.820588256
3.653214072,2.042527214
3.653214072,3.196207656
3.653214072,3.82768276
3.653214072,3.060739254
3.653214072,3.141811146
3.653214072,3.772879786
3.653214072,3.61171544
3.653214072,3.924843891
3.653214072,4.574215714
3.653214072,3.839834529
3.653214072,2.687136813
3.653214072,4.070537541
3.653214072,4.22166847
3.653214072,4.069342541
3.653214072,4.541220103
3.653214072,3.988477171
3.653214072,3.163965964
3.653214072,3.465705011
3.653214072,4.758747757
3.653214072,3.410601093
3.653214072,2.389639728
3.653214072,3.418145423
3.653214072,2.092934489
3.653214072,3.957741759
3.653214072,4.826040479
3.653214072,4.326161043
3.653214072,2.902146879
3.653214072,4.013768379
3.653214072,4.05574151
3.653214072,3.943112222
3.653214072,4.414676888
3.653214072,4.320999874
3.653214072,4.125819608
3.653214072,3.56009193
3.653214072,2.59549418
3.653214072,3.314466118
3.653214072,5.062641822
3.653214072,4.014275857
3.653214072,4.742621098
3.653214072,3.487751643
3.653214072,4.314790042
3.653214072,3.495409086
3.653214072,4.247841928
3.653214072,4.072393844
3.653214072,2.868022143
3.653214072,3.551912044
3.653214072,3.93744771
3.653214072,2.951539878
3.653214072,4.54631422
3.653214072,3.070061956
3.653214072,3.612888852
3.653214072,3.126493048
3.653214072,4.615751347
3.653214072,3.075486754
3.653214072,4.323798588
3.653214072,5.019650723
3.653214072,3.696874881
3.653214072,3.928879467
3.653214072,3.216872274
3.653214072,3.33285512
3.653214072,2.890012423
3.653214072,3.077776629
3.653214072,3.608662958
3.653214072,4.059263845
3.653214072,4.810608471
3.653214072,4.560325246
3.653214072,2.477427885
3.653214072,3.826176423
3.653214072,4.130262009
3.653214072,3.768040568
3.653214072,3.215153454
3.653214072,3.626188551
3.653214072,4.41545378
3.653214072,3.945068984
3.653214072,3.611249883
3.653214072,3.181013891
3.653214072,4.491734539
3.653214072,3.668462531
3.653214072,4.240550758
3.653214072,4.317058678
3.653214072,3.745429575
3.653214072,3.184211325
3.653214072,3.972047002
3.653214072,2.591783085
3.653214072,3.598246532
3.653214072,2.731033796
3.653214072,3.990210788
3.653214072,4.222105652
3.653214072,4.465046135
3.653214072,3.213368966
3.653214072,4.222462243
3.653214072,4.218259991
3.653214072,3.197645704
3.653214072,3.397028693
3.653214072,4.690041403
3.653214072,3.200716463
3.653214072,2.901010349
3.653214072,4.314787518
3.653214072,5.023448534
3.653214072,3.806192462
3.653214072,3.354746212
3.653214072,5.176239043
3.653214072,2.903498127
3.653214072,2.924766386
3.653214072,4.400367439
3.653214072,4.169630851
3.653214072,4.212433616
3.653214072,3.544202583
3.653214072,3.979078752
3.653214072,4.539662412
3.653214072,3.744142294
3.653214072,3.660911897
3.653214072,3.030174931
3.653214072,4.309775275
3.653214072,3.423274496
3.653214072,4.076892954
3.653214072,4.001518821
3.653214072,5.328877657
3.653214072,3.186874235
3.653214072,3.112399912
3.653214072,4.194582305
3.653214072,3.576981219
3.653214072,4.915302118
3.653214072,3.6253855
3.653214072,2.800743465
3.653214072,3.871622031
3.653214072,3.130771032
3.653214072,3.124369948
3.653214072,4.383470368
3.653214072,2.319708402
3.653214072,4.077902938
3.653214072,3.709846785
3.653214072,3.700191508
3.653214072,4.131003838
3.653214072,4.029762056
3.653214072,3.088741106
3.653214072,3.529240367
3.653214072,4.101714946
3.653214072,3.81959884
3.653214072,4.7059367
3.653214072,3.348441456
3.653214072,3.530981752
3.653214072,3.611041572
3.653214072,4.491375802
3.653214072,4.36076242
3.653214072,3.518021835
3.653214072,3.436996281
3.653214072,3.050967658
3.653214072,3.686971607
3.653214072,3.862085897
3.653214072,3.858955088
3.653214072,2.814475908
3.653214072,3.720488371
3.653214072,4.422751975
3.653214072,2.457804842
3.653214072,3.932761005
3.653214072,3.079205522
3.653214072,3.912686402
3.653214072,4.340906465
3.653214072,3.549406243
3.653214072,5.052805643
3.653214072,3.043648831
3.653214072,3.81570383
3.653214072,3.274762629
3.653214072,4.001771195
3.653214072,3.508688345
3.653214072,3.222962776
3.653214072,2.757192281
3.653214072,4.692641444
3.653214072,2.658735041
3.653214072,3.978056044
3.653214072,3.635995582
3.653214072,3.826027768
3.653214072,2.838977069
3.653214072,3.693280964
3.653214072,4.576873914
3.653214072,2.804092789
3.653214072,4.746008268
3.653214072,4.381958789
3.653214072,3.835271626
3.653214072,3.41579261
3.653214072,2.91599217
3.653214072,3.269057317
3.653214072,3.897384986
3.653214072,3.508636278
3.653214072,4.263880024
3.653214072,2.374123378
3.653214072,3.489584263
3.653214072,3.795014791
3.653214072,2.870113214
3.653214072,3.366978085
3.653214072,3.025481562
3.653214072,2.67459784
3.653214072,3.488052422
3.653214072,4.333750255
3.653214072,3.093742925
3.653214072,2.779585729
3.653214072,3.852831537
3.653214072,3.849401809
3.653214072,3.506046223
3.653214072,4.892215564
3.653214072,3.087277365
3.653214072,4.23912691
3.653214072,4.485539325
3.653214072,3.933577766
3.653214072,4.254309976
3.653214072,4.26975405
3.653214072,4.452461138
3.653214072,5.136915023
3.653214072,4.222402849
3.653214072,3.425860552
3.653214072,4.025280482
3.653214072,4.263372252
3.653214072,2.403191431
3.653214072,3.822536227
3.653214072,3.697785421
3.653214072,3.663877184
3.653214072,4.751425785
3.653214072,4.138706425
3.653214072,2.82186724
3.653214072,4.538249282
3.653214072,3.969546915
3.653214072,2.699213672
3.653214072,4.086741075
3.653214072,4.082828245
3.653214072,4.885971643
3.653214072,2.634562085
3.653214072,4.239862221
3.653214072,3.662428389
3.653214072,4.422965772
3.653214072,3.828431909
3.653214072,4.456279525
3.653214072,3.509102959
3.653214072,3.599812447
3.653214072,4.000034161
3.653214072,3.791524051
3.653214072,3.904936211
3.653214072,3.483224695
3.653214072,2.822092243
3.653214072,3.005017661
3.653214072,3.89869502
3.653214072,2.67229657
3.653214072,3.538965854
3.653214072,2.652653372
3.653214072,4.458362767
