P_1_2,P_2_2
3.653214072,3.496658146
3.653214072,3.506139026
3.653214072,3.494329302
3.653214072,3.756839743
3.653214072,3.809124749
3.653214072,3.541071352
3.653214072,3.921183914
3.653214072,4.14578842
3.653214072,4.362444481
3.653214072,3.321620268
3.653214072,4.121726498
3.653214072,2.593465903
3.653214072,3.89002436
3.653214072,2.986669949
3.653214072,4.204330899
3.653214072,2.872916866
3.653214072,3.322078692
3.653214072,3.442047306
3.653214072,2.568009719
3.653214072,3.66017198
3.653214072,3.688700643
3.653214072,4.866689611
3.653214072,3.328780315
3.653214072,4.499079529
3.653214072,3.668596986
3.653214072,3.616328526
3.653214072,4.12383329
3.653214072,4.033320257
3.653214072,3.725956151
3.653214072,3.020390642
3.653214072,4.069558704
3.653214072,3.814162748
3.653214072,3.943753559
3.653214072,3.818644341
3.653214072,2.965468964
3.653214072,3.071543776
3.653214072,4.42696609
3.653214072,4.249665929
3.653214072,4.180076755
3.653214072,4.319307946
3.653214072,5.351302642
3.653214072,4.895116945
3.653214072,4.562228677
3.653214072,3.265552201
3.653214072,3.689346535
3.653214072,4.272844671
3.653214072,3.157732333
3.653214072,3.646947109
3.653214072,3.768643989
3.653214072,4.694264257
3.653214072,3.218503011
3.653214072,3.014015128
3.653214072,3.765135294
3.653214072,4.337168501
3.653214072,3.350404825
3.653214072,2.401100885
3.653214072,4.285687173
3.653214072,3.763048075
3.653214072,2.493276262
3.653214072,3.504400081
3.653214072,3.31929441
3.653214072,3.285776447
3.653214072,3.703655619
3.653214072,4.952100997
3.653214072,4.253798126
3.653214072,4.383548819
3.653214072,2.495348824
3.653214072,4.137985311
3.653214072,3.431537733
3.653214072,3.23322583
3.653214072,4.20811402
3.653214072,4.087884337
3.653214072,3.841655079
3.653214072,3.337282954
3.653214072,2.913416838
3.653214072,3.783839302
3.653214072,3.102593327
3.653214072,3.573475792
3.653214072,2.701798088
3.653214072,3.653637335
3.653214072,4.847049673
3.653214072,4.931864819
3.653214072,3.570546349
3.653214072,3.95855972
3.653214072,2.967710615
3.653214072,3.926746294
3.653214072,2.776533469
3.653214072,2.977880578
3.653214072,4.864720444
3.653214072,2.672942399
3.653214072,4.592708175
3.653214072,4.05411793
3.653214072,3.949226963
3.653214072,3.284151101
3.653214072,4.678334909
3.653214072,2.265524269
3.653214072,3.665740411
3.653214072,2.858374704
3.653214072,3.623691963
3.653214072,3.947410023
3.653214072,3.668652155
3.653214072,3.046692955
3.653214072,3.96937938
3.653214072,3.043414227
3.653214072,3.916186964
3.653214072,2.553011206
3.653214072,3.77792593
3.653214072,3.429884831
3.653214072,3.084591788
3.653214072,2.955921887
3.653214072,3.667849197
3.653214072,4.025591679
3.653214072,3.862318044
3.653214072,3.436076889
3.653214072,3.434799985
3.653214072,5.028041457
3.653214072,5.184155999
3.653214072,3.504205234
3.653214072,3.98748079
3.653214072,4.466546108
3.653214072,3.82648585
3.653214072,3.798246236
3.653214072,4.105200667
3.653214072,2.977649709
3.653214072,3.101189239
3.653214072,3.313237659
3.653214072,3.833322196
3.653214072,4.098127941
3.653214072,4.108971891
3.653214072,3.161641942
3.653214072,3.101954917
3.653214072,3.004706331
3.653214072,4.113427288
3.653214072,3.258727881
3.653214072,3.961686184
3.653214072,3.030937692
3.653214072,3.014366977
3.653214072,2.382774497
3.653214072,3.843484759
3.653214072,4.575102261
3.653214072,3.987053071
3.653214072,4.984849254
3.653214072,3.032057578
3.653214072,3.793921987
3.653214072,3.186539269
3.653214072,3.026891154
3.653214072,3.318095462
3.653214072,5.202742781
3.653214072,3.508800899
3.653214072,3.290683465
3.653214072,4.571693778
3.653214072,4.552463106
3.653214072,3.181674054
3.653214072,4.381672804
3.653214072,4.653648794
3.653214072,3.937904123
3.653214072,2.877292308
3.653214072,3.782336032
3.653214072,2.564373977
3.653214072,2.979794719
3.653214072,3.974158438
3.653214072,3.83500401
3.653214072,4.280094679
3.653214072,2.999982159
3.653214072,2.678775115
3.653214072,2.888543971
3.653214072,5.047074073
3.653214072,3.263068333
3.653214072,5.528800498
3.653214072,5.050320407
3.653214072,3.541488593
3.653214072,3.883842986
3.653214072,3.634184825
3.653214072,4.027830207
3.653214072,4.645692294
3.653214072,3.093156395
3.653214072,4.266843413
3.653214072,3.602303242
3.653214072,2.81905524
3.653214072,3.642626453
3.653214072,4.049268834
3.653214072,2.74884875
3.653214072,3.446430166
3.653214072,4.294664961
3.653214072,3.575945554
3.653214072,4.040351315
3.653214072,3.389568826
3.653214072,4.577256566
3.653214072,3.769085843
3.653214072,4.15333837
3.653214072,4.674954519
3.653214072,3.571385112
3.653214072,2.404641203
3.653214072,3.028643075
3.653214072,3.740750456
3.653214072,4.589241794
3.653214072,3.554613713
3.653214072,4.198874296
3.653214072,3.852683096
3.653214072,2.960241906
3.653214072,2.534600653
3.653214072,4.308945526
3.653214072,4.174870609
3.653214072,4.206369653
3.653214072,3.904800036
3.653214072,4.123761743
3.653214072,4.070113979
3.653214072,3.509347052
3.653214072,3.13579776
3.653214072,3.216074493
3.653214072,3.334120442
3.653214072,2.064761752
3.653214072,4.588059819
3.653214072,3.691587736
3.653214072,3.978197006
3.653214072,3.584342981
3.653214072,1.908787475
3.653214072,4.762485644
3.653214072,3.661152722
3.653214072,3.609996306
3.653214072,3.13239551
3.653214072,4.070881162
3.653214072,4.210247076
3.653214072,4.316573753
3.653214072,4.334471971
3.653214072,3.637249369
3.653214072,4.434391554
3.653214072,4.169493083
3.653214072,3.896175917
3.653214072,3.826244847
3.653214072,3.869961546
3.653214072,3.122023048
3.653214072,3.542891508
3.653214072,3.891517382
3.653214072,2.92596679
3.653214072,3.63083313
3.653214072,3.137519863
3.653214072,2.733067268
3.653214072,2.859821726
3.653214072,3.850087679
3.653214072,2.503607401
3.653214072,3.521800696
3.653214072,3.893994876
3.653214072,3.345580295
3.653214072,3.773787314
3.653214072,3.094988879
3.653214072,4.428266501
3.653214072,2.936931565
3.653214072,4.738204937
3.653214072,3.335617698
3.653214072,4.325153227
3.653214072,3.436733644
3.653214072,3.470015727
3.653214072,3.791497308
3.653214072,3.34820134
3.653214072,5.309483439
3.653214072,4.49384854
3.653214072,3.799395826
3.653214072,3.240205651
3.653214072,3.112423076
3.653214072,3.630340679
3.653214072,3.210194067
3.653214072,4.957950407
3.653214072,4.548694978
3.653214072,4.115676202
3.653214072,3.533669816
3.653214072,4.249589961
3.653214072,3.459857955
3.653214072,4.669336641
3.653214072,3.160851805
3.653214072,4.445131213
3.653214072,3.818634448
3.653214072,2.957258443
3.653214072,3.671400875
3.653214072,4.178101052
3.653214072,4.223838409
3.653214072,2.753947131
3.653214072,4.480662479
3.653214072,2.781138827
3.653214072,3.827568074
3.653214072,3.793874755
3.653214072,4.104185482
3.653214072,4.382823347
3.653214072,3.064841798
3.653214072,3.238979624
3.653214072,3.470052043
3.653214072,3.554252299
3.653214072,4.871459256
3.653214072,4.491400132
3.653214072,3.288098767
3.653214072,4.028791596
3.653214072,3.779682271
3.653214072,3.414474579
3.653214072,3.343859415
3.653214072,3.86614657
3.653214072,3.704366983
3.653214072,4.329958231
3.653214072,3.468596014
3.653214072,3.798069396
3.653214072,3.234736367
3.653214072,3.668359209
3.653214072,3.538306323
3.653214072,4.479315007
3.653214072,4.331745877
3.653214072,3.134897184
3.653214072,3.004264712
3.653214072,4.346502285
3.653214072,3.707546679
3.653214072,3.886885639
3.653214072,3.935209881
3.653214072,2.957075813
3.653214072,3.717065302
3.653214072,3.469650987
3.653214072,3.613204781
3.653214072,3.484423663
3.653214072,2.977386022
3.653214072,3.622835801
3.653214072,3.522078123
3.653214072,4.812958924
3.653214072,4.051679938
3.653214072,4.005817304
3.653214072,3.905463539
3.653214072,4.944799716
3.653214072,3.576845398
3.653214072,2.82697114
3.653214072,3.350711433
3.653214072,3.33233729
3.653214072,3.402702177
3.653214072,3.447837903
3.653214072,4.108050627
3.653214072,2.704242702
3.653214072,4.721194212
3.653214072,4.072133149
3.653214072,3.642377752
3.653214072,3.942360511
3.653214072,3.676948134
3.653214072,2.825166804
3.653214072,4.294721911
3.653214072,4.361910601
3.653214072,2.901658561
3.653214072,2.246113156
3.653214072,3.528143017
3.653214072,3.410155127
3.653214072,3.070126795
3.653214072,3.067424328
3.653214072,3.49038689
3.653214072,3.652616015
3.653214072,3.433293352
3.653214072,3.274063719
3.653214072,3.937094382
3.653214072,3.558954287
3.653214072,2.859283585
3.653214072,3.325765199
3.653214072,3.492285906
3.653214072,3.053195335
3.653214072,3.345041095
3.653214072,3.172908701
3.653214072,4.469219928
3.653214072,2.948601137
3.653214072,3.615083767
3.653214072,2.544627398
3.653214072,3.65918578
3.653214072,3.813363933
3.653214072,2.822597795
3.653214072,4.04512766
3.653214072,3.689650624
3.653214072,2.748148889
3.653214072,2.348299827
3.653214072,2.983740308
3.653214072,2.883155779
3.653214072,3.494258661
3.653214072,2.966249018
3.653214072,3.388492241
3.653214072,2.294919449
3.653214072,3.153360866
3.653214072,2.047478488
3.653214072,3.64399893
3.653214072,4.428351612
3.653214072,3.921732794
3.653214072,2.580938027
3.653214072,3.668858781
3.653214072,3.542355066
3.653214072,3.428049984
3.653214072,3.889822759
3.653214072,3.243572663
3.653214072,2.920722206
3.653214072,3.821538127
3.653214072,4.109172022
3.653214072,3.275955688
3.653214072,3.591891952
3.653214072,4.118069187
3.653214072,4.654660569
3.653214072,4.205365709
3.653214072,2.206704439
3.653214072,3.255584034
3.653214072,2.244870393
3.653214072,4.187458299
3.653214072,3.304088013
3.653214072,2.487583863
3.653214072,3.898791767
3.653214072,2.8403814
3.653214072,3.175853376
3.653214072,4.081184669
3.653214072,3.526260651
3.653214072,3.105743326
3.653214072,4.033300679
3.653214072,2.702685729
3.653214072,3.743388623
3.653214072,2.45366056
3.653214072,3.156790818
3.653214072,3.973116057
3.653214072,3.544321235
3.653214072,3.377591848
3.653214072,3.410162421
3.653214072,3.4889933
3.653214072,2.38044395
3.653214072,3.271986959
3.653214072,2.885861083
3.653214072,2.739546594
3.653214072,5.030452796
3.653214072,3.823834456
3.653214072,3.331748534
3.653214072,4.843794183
3.653214072,3.576840401
3.653214072,3.548825875
3.653214072,4.563929548
3.653214072,3.964330152
3.653214072,3.668635045
3.653214072,4.172013296
3.653214072,3.164830695
3.653214072,3.875529468
3.653214072,4.735096536
3.653214072,4.09319953
3.653214072,2.353644216
3.653214072,3.52971186
3.653214072,3.182008159
3.653214072,3.518864985
3.653214072,3.982251107
3.653214072,3.51592294
3.653214072,2.689943849
3.653214072,3.951828932
3.653214072,2.667414908
3.653214072,2.926665167
3.653214072,3.329421578
3.653214072,3.508235855
3.653214072,4.131600419
3.653214072,3.14199685
3.653214072,3.322366345
3.653214072,3.508970602
3.653214072,4.291294671
3.653214072,3.552726059
3.653214072,3.753795571
3.653214072,2.172025114
3.653214072,3.589516678
3.653214072,3.31725478
3.653214072,3.662919337
3.653214072,3.365168482
3.653214072,4.098262226
3.653214072,3.354252382
3.653214072,3.54745174
3.653214072,3.831603874
3.653214072,3.793711921
3.653214072,2.870331901
3.653214072,2.424369982
3.653214072,3.445429494
3.653214072,4.354960243
3.653214072,4.648401499
3.653214072,4.537657471
3.653214072,4.744773387
3.653214072,3.521713123
3.653214072,3.378317023
3.653214072,3.399017254
3.653214072,3.471904665
3.653214072,3.072236822
3.653214072,3.647994041
3.653214072,3.624227436
3.653214072,4.374318208
3.653214072,3.360151263
3.653214072,4.269249297
3.653214072,5.236913235
3.653214072,4.584238757
3.653214072,4.073127301
3.653214072,4.186174308
3.653214072,3.567512799
3.653214072,4.027843022
3.653214072,4.368110184
3.653214072,3.668429968
3.653214072,3.77025819
3.653214072,3.355954669
3.653214072,3.216246613
3.653214072,3.32844084
3.653214072,2.346663044
3.653214072,3.862881859
3.653214072,4.266605521
3.653214072,2.61233433
3.653214072,2.750271095
3.653214072,3.900491875
3.653214072,1.01293378
3.653214072,3.640817006
3.653214072,3.7313863
3.653214072,3.864669373
3.653214072,1.562344045
3.653214072,2.945465402
3.653214072,3.923601938
3.653214072,3.768659263
3.653214072,4.588832879
3.653214072,2.780531172
3.653214072,4.200866134
3.653214072,3.332777571
3.653214072,2.393963991
3.653214072,3.460431554
3.653214072,4.702396007
3.653214072,2.723192632
3.653214072,4.450481571
3.653214072,3.988309355
3.653214072,3.955706445
3.653214072,2.901595341
3.653214072,3.738768629
3.653214072,4.534881142
3.653214072,3.917211589
3.653214072,4.006653162
3.653214072,2.428972092
3.653214072,3.198298857
3.653214072,3.595409371
3.653214072,4.409703466
3.653214072,3.180049282
3.653214072,3.630561433
3.653214072,3.361716041
3.653214072,3.288944193
3.653214072,4.067928818
3.653214072,3.512055784
3.653214072,3.474496875
3.653214072,3.470197644
3.653214072,3.31626434
3.653214072,2.180444601
3.653214072,4.393427904
3.653214072,2.508853131
3.653214072,4.323204536
3.653214072,3.431708089
3.653214072,3.936933507
3.653214072,4.875743721
3.653214072,4.198446549
3.653214072,3.760774557
3.653214072,3.42815408
3.653214072,3.115148617
3.653214072,4.907804147
3.653214072,3.47022455
3.653214072,3.715724664
3.653214072,3.795664899
