P_1_4,P_2_4,P_3_4,P_4_4
3.656268689,3.485432387,3.509237292,3.133000249
3.656268689,2.126458283,2.531816297,2.857680797
3.656268689,3.898778933,4.013292266,3.782261494
3.656268689,3.10200824,3.187517845,2.947772195
3.656268689,3.748482992,3.591502038,4.935069824
3.656268689,2.816177527,3.124836142,3.603271498
3.656268689,5.353673707,5.161988114,5.476358092
3.656268689,3.651670533,3.382056585,3.947554587
3.656268689,3.550930651,3.704813245,3.482174674
3.656268689,4.878089107,4.524632134,4.286758301
3.656268689,4.454983982,4.527173525,5.645458426
3.656268689,4.241228339,4.301161787,3.985818859
3.656268689,2.902307684,3.01847016,4.086046382
3.656268689,3.556583209,3.729085145,3.286959119
3.656268689,3.503784412,3.327480146,5.153874885
3.656268689,4.336491975,4.137770378,3.460882822
3.656268689,2.952355676,2.77495676,2.162182297
3.656268689,3.115132809,3.035252272,2.423142774
3.656268689,4.567804218,4.400306691,3.774853284
3.656268689,3.921499869,4.211682417,4.219558209
3.656268689,5.212179165,5.031546863,4.128190528
3.656268689,4.926811797,4.717408194,4.73238463
3.656268689,3.035242917,2.977599895,2.76459851
3.656268689,3.684531547,3.659805089,2.079758777
3.656268689,4.214872305,4.053470216,3.499854536
3.656268689,3.484403375,3.16945338,4.157261997
3.656268689,3.80031992,3.8889684,4.234483261
3.656268689,3.763869463,3.879194782,4.287322206
3.656268689,4.103270981,4.094012527,4.031791522
3.656268689,3.085516554,3.020128706,2.974628498
3.656268689,3.581958406,3.842851712,3.656825412
3.656268689,3.356220776,3.390482377,3.554571746
3.656268689,3.27384455,2.93322532,1.932452873
3.656268689,4.462956823,4.070433769,2.59303282
3.656268689,4.002472109,4.094778123,4.647521773
3.656268689,3.397386023,3.475153391,3.645995361
3.656268689,4.95959113,4.843733867,3.881127148
3.656268689,3.56328604,3.828589611,3.212885047
3.656268689,3.707115829,3.756615541,3.14231672
3.656268689,2.590348977,2.960241822,2.262785011
3.656268689,4.394564037,4.579038351,5.225502141
3.656268689,2.997285557,3.329915131,3.009898012
3.656268689,3.486349351,4.016753319,3.210055484
3.656268689,3.48841031,3.532884383,2.874848642
3.656268689,3.664548928,3.831911876,6.001352411
3.656268689,3.545042672,3.606726298,3.769506544
3.656268689,3.212007184,3.367560294,3.270145694
3.656268689,3.024568541,3.175851226,3.834884873
3.656268689,4.11197562,4.011558739,3.768024685
3.656268689,5.055292901,4.851596577,4.416202673
3.656268689,4.606691292,4.622505778,5.403799636
3.656268689,4.068275138,3.767909328,3.673930369
3.656268689,3.039621421,3.100164087,3.799013281
3.656268689,2.603061954,2.840238336,2.066144158
3.656268689,5.067138605,4.769824579,4.359407619
3.656268689,3.864917514,3.994889237,4.61909712
3.656268689,3.186603013,3.170953861,4.178322919
3.656268689,2.993131024,2.967202732,3.846715579
3.656268689,3.780827511,3.618637035,3.82761099
3.656268689,4.03254122,3.859232205,3.557732384
3.656268689,2.448108419,2.269157301,1.322976948
3.656268689,3.598104726,3.716720566,3.112343497
3.656268689,2.473370865,2.582554166,2.462349284
3.656268689,4.238127229,4.076207624,4.040271028
3.656268689,3.569415583,3.538992673,4.290289675
3.656268689,3.318611368,3.206398566,3.147726149
3.656268689,4.689734792,4.527916427,4.542879194
3.656268689,3.390421695,3.516736173,4.380923209
3.656268689,3.979210423,3.978918975,3.152190601
3.656268689,3.498489916,3.364524011,3.445871668
3.656268689,3.142518691,3.081284298,3.543897353
3.656268689,3.676662225,3.652016902,3.324095313
3.656268689,3.539030702,3.615178423,1.541510317
3.656268689,4.518453335,4.430153592,4.546591594
3.656268689,3.628588867,3.750275654,3.991127393
3.656268689,4.546882516,4.501832086,4.830467146
3.656268689,3.113172507,3.043879187,3.744434927
3.656268689,4.048424111,4.305138399,4.110717298
3.656268689,5.409812362,5.403710598,3.853616619
3.656268689,3.606203566,3.625998206,4.005451601
3.656268689,4.733249675,4.708472973,4.984389078
3.656268689,3.515986533,3.653186207,4.131801411
3.656268689,4.086752117,4.21408281,3.824343004
3.656268689,4.08638859,4.150332749,4.252276592
3.656268689,3.669268993,3.447231243,4.377665929
3.656268689,3.509677535,3.394010386,3.873748325
3.656268689,2.908728846,2.773452003,2.287555623
3.656268689,4.509208734,4.271809222,3.987683155
3.656268689,3.565825048,3.806105078,2.864657599
3.656268689,3.522093923,3.593195165,2.83648996
3.656268689,3.623341588,3.650496907,4.333971662
3.656268689,3.978972295,3.877749717,3.608527612
3.656268689,4.335285771,3.98276254,4.536739213
3.656268689,2.988660673,3.064754868,2.835536965
3.656268689,3.782810806,3.661802046,3.997629754
3.656268689,4.119232631,3.953077905,5.110878695
3.656268689,2.888853908,3.040974538,2.150148225
3.656268689,3.789810847,4.052777187,5.072100752
3.656268689,3.849468173,3.919809825,3.926363839
3.656268689,2.656060459,2.673843299,4.519559351
3.656268689,3.629158698,4.152595038,4.550015297
3.656268689,4.547280741,4.182970896,3.748813051
3.656268689,3.550175208,3.536466163,4.627695094
3.656268689,3.818892989,4.092761784,5.010211198
3.656268689,4.358736472,4.273496338,4.386981039
3.656268689,3.638842385,3.718499028,3.655080901
3.656268689,3.490937984,3.496628484,3.651268427
3.656268689,3.322129666,2.863440478,3.156091326
3.656268689,2.696111437,2.783454794,1.786908117
3.656268689,2.930570091,2.674312025,1.269723343
3.656268689,4.475403756,4.661548154,5.572650988
3.656268689,3.141486172,2.963093057,3.785080406
3.656268689,4.479699537,4.452532655,4.865640839
3.656268689,2.639470901,2.795858078,2.353762118
3.656268689,3.239394291,3.015037241,2.022274871
3.656268689,3.970270903,3.918849889,3.676750736
3.656268689,3.570015853,3.466885417,3.145654911
3.656268689,2.89019425,2.843565465,3.853233167
3.656268689,4.085517688,4.308975792,4.613125911
3.656268689,3.918244996,3.692791317,2.495485245
3.656268689,4.868982864,5.018616466,4.565215855
3.656268689,2.7397957,3.058325434,3.556751601
3.656268689,3.488401004,3.719697388,6.179549489
3.656268689,3.252640735,3.292135088,2.99706942
3.656268689,3.09702193,3.228996105,3.445974705
3.656268689,4.79576024,4.685247246,4.402614594
3.656268689,3.053418793,3.023768277,2.416733189
3.656268689,4.591949918,4.322744496,3.735441876
3.656268689,3.104346141,3.235237166,1.503168149
3.656268689,4.254923556,4.297161817,4.281863692
3.656268689,1.934828396,2.217490712,2.512262436
3.656268689,4.411820536,4.489232706,5.27959986
3.656268689,3.258130019,2.951773753,2.675874626
3.656268689,3.360387564,3.362576081,2.920796896
3.656268689,4.09765702,4.093073559,4.870434589
3.656268689,3.70589141,3.815018042,3.226072509
3.656268689,4.785486096,4.409262522,3.595973001
3.656268689,3.431587363,3.611610635,3.386473403
3.656268689,3.374642725,3.274237538,3.756560666
3.656268689,3.949423786,3.931122317,3.598631843
3.656268689,3.342441901,3.310552251,3.77480768
3.656268689,3.65542883,3.552195156,2.776789774
3.656268689,2.719495719,2.441341816,3.294856386
3.656268689,2.799741264,2.798379724,2.791958563
3.656268689,3.610099181,3.192799487,3.271469552
3.656268689,2.506100708,2.738297475,2.602904937
3.656268689,3.581912174,3.466808673,3.371721581
3.656268689,2.398197545,2.385143918,2.218446831
3.656268689,3.609529221,3.503487906,3.945597695
3.656268689,3.412045227,3.189146205,3.092523574
3.656268689,3.077169912,3.462755674,3.683426102
3.656268689,4.227183547,4.292119438,4.567983175
3.656268689,4.489694601,4.329701212,3.012452946
3.656268689,4.195910678,4.546174759,5.725645837
3.656268689,3.391172576,3.379138406,2.534503364
3.656268689,3.485950019,3.344922292,3.420580515
3.656268689,4.734012676,4.221087016,3.002781713
3.656268689,3.610989198,3.555190001,3.49180267
3.656268689,2.610574433,2.890010576,3.907343713
3.656268689,4.807298265,4.820740316,5.260246346
3.656268689,3.23196722,3.199952837,3.743819058
3.656268689,4.076914241,4.176874369,3.834608385
3.656268689,3.754340298,3.830202754,4.461709418
3.656268689,4.247077701,4.251761162,5.232393407
3.656268689,2.903453733,2.895310459,3.418762446
3.656268689,2.527280117,2.601547252,3.577220305
3.656268689,2.447688782,2.285456532,1.896831423
3.656268689,2.520262861,2.699355561,2.188867842
3.656268689,4.215180511,3.949831509,4.328534796
3.656268689,3.102332956,3.187325197,3.505154467
3.656268689,3.211563836,3.136991659,3.671035963
3.656268689,3.380745889,3.241691778,3.601182525
3.656268689,4.07224719,4.107298956,3.697066605
3.656268689,3.877808957,3.971221527,3.950544206
3.656268689,3.207857465,3.537821709,4.04168409
3.656268689,2.724326436,3.04407661,3.807269499
3.656268689,4.281898303,4.454248798,4.920921607
3.656268689,4.676475474,4.538877876,5.569264033
3.656268689,3.856698213,3.822487317,3.451167045
3.656268689,4.213281358,4.416082586,4.42770071
3.656268689,3.414966268,3.34103693,4.424022874
3.656268689,4.378319464,4.381418332,4.741524055
3.656268689,3.790299713,3.533950036,4.816990916
3.656268689,3.990256095,3.770536875,4.194337574
3.656268689,3.817607425,3.879699456,4.176168705
3.656268689,4.016418431,4.164548493,4.76648386
3.656268689,3.692815541,3.510290086,3.582585074
3.656268689,3.273886805,3.320016395,3.181610679
3.656268689,4.452547094,4.109290642,3.844445328
3.656268689,2.794584217,2.758908681,2.885576259
3.656268689,4.533317872,4.372535871,5.358922494
3.656268689,4.168498093,3.816488856,3.078512088
3.656268689,3.73721392,3.502926602,2.151809621
3.656268689,2.528817156,2.576556812,3.33625826
3.656268689,4.712532105,4.411251192,4.652867423
3.656268689,3.970248949,3.784718484,2.229626512
3.656268689,4.023964388,3.882593132,3.14485111
3.656268689,2.665485232,2.935878156,2.761497594
3.656268689,2.893945196,2.870477682,2.645853437
3.656268689,3.857308275,4.065298573,3.875065328
3.656268689,4.577415148,4.318905301,4.458348664
3.656268689,3.237356877,3.451759771,4.566783982
3.656268689,4.271942596,4.611519143,4.252491526
3.656268689,4.979948754,4.892253864,4.229653346
3.656268689,2.613669714,2.813549358,3.616396626
3.656268689,3.273093541,3.098310645,2.348038816
3.656268689,4.567362155,4.147591884,4.102504657
3.656268689,3.83499377,3.615608974,5.002871064
3.656268689,3.375539436,3.416748663,2.465181032
3.656268689,4.066522109,3.684036133,4.036629753
3.656268689,3.982380359,4.112230971,3.919402556
3.656268689,3.870866071,3.73217902,4.371123525
3.656268689,3.038107697,3.009917951,2.894706485
3.656268689,3.250489456,3.365622616,2.643299438
3.656268689,3.754895907,3.597259195,5.339715464
3.656268689,4.296582596,4.442923774,4.262657465
3.656268689,2.384263863,2.586750851,2.61294179
3.656268689,3.910020594,3.704598394,4.778126763
3.656268689,3.697776689,3.392939322,2.882420086
3.656268689,4.671860646,4.764663264,4.849266645
3.656268689,2.844797829,3.193159482,1.947711443
3.656268689,4.676409331,4.472375358,4.401348182
3.656268689,3.726109641,3.96903032,3.918517803
3.656268689,3.502322499,3.524035302,2.67108653
3.656268689,3.984878409,3.597163974,2.017978336
3.656268689,3.5541302,3.571194813,2.297247765
3.656268689,4.114747761,4.347835642,4.779357881
3.656268689,3.329893426,3.015675661,3.413221548
3.656268689,2.932282543,2.706477601,2.854518952
3.656268689,4.513799835,4.568021985,4.142491606
3.656268689,3.396876775,3.299141215,2.564189685
3.656268689,3.572150734,3.405253766,4.238607224
3.656268689,4.694606223,4.40644325,5.5820211
3.656268689,3.641055474,3.568931398,2.943144228
3.656268689,3.518255679,3.581313813,3.851947142
3.656268689,4.175035872,3.945428598,2.938904092
3.656268689,4.311315475,4.261770841,4.416534529
3.656268689,2.780851197,2.724582374,2.834552577
3.656268689,3.482512628,3.399340158,2.712661227
3.656268689,2.471557336,2.78131512,1.806107236
3.656268689,4.656189157,4.620574761,5.008242073
3.656268689,3.616294133,3.933305708,4.565963711
3.656268689,4.118653259,4.135452374,3.636575321
3.656268689,2.852980307,3.069710682,2.409164683
3.656268689,2.846742594,2.592535141,3.197244025
3.656268689,4.34759158,4.212145744,2.606311188
3.656268689,3.534983655,3.812083314,3.121752601
3.656268689,4.540986986,4.463704209,4.087293944
3.656268689,3.969977561,3.906306726,4.26335005
3.656268689,3.280274712,3.408575742,3.510743619
3.656268689,2.624808053,2.646970667,3.612936017
3.656268689,3.546332613,3.263049695,1.944555917
3.656268689,3.602849227,3.560524124,3.403911249
3.656268689,3.964425207,4.000246052,4.367537261
3.656268689,4.240840099,4.327811174,4.20609364
3.656268689,4.752514518,4.918653082,4.099445457
3.656268689,3.163917061,2.960800657,2.810327633
3.656268689,4.472059036,4.450445539,3.518601076
3.656268689,3.013940997,3.363706948,4.54172518
3.656268689,2.985551846,2.747484752,3.575612756
3.656268689,3.611591154,3.75222701,3.674060397
3.656268689,2.63594012,3.070947576,3.983622757
3.656268689,3.108109625,3.339533842,3.876135163
3.656268689,2.255653754,2.584408955,3.936135632
3.656268689,3.711631755,3.816764864,3.918581672
3.656268689,4.097953637,4.021900973,4.02444461
3.656268689,4.693679918,4.522351971,5.256125778
3.656268689,4.649775211,4.598960439,6.143181661
3.656268689,3.185617011,3.209299827,3.990974496
3.656268689,3.553057877,3.54906905,3.610914848
3.656268689,4.292523842,4.37965166,3.862061639
3.656268689,3.593806205,3.737238369,2.879807408
3.656268689,3.413763251,3.139951937,3.652849007
3.656268689,3.510292678,3.679004648,4.339582429
3.656268689,3.692595093,3.596291404,3.531062355
3.656268689,3.583619145,3.429962488,2.795318134
3.656268689,2.881026279,2.809715148,1.053195138
3.656268689,4.324020562,4.352983569,3.40459679
3.656268689,3.337932126,3.47029635,3.094375379
3.656268689,3.084951549,3.31501531,2.702275086
3.656268689,3.914574585,3.962975289,4.195781762
3.656268689,2.960439047,2.750761373,1.432499611
3.656268689,3.636483584,3.60154726,3.329721359
3.656268689,3.296156932,3.367639193,4.518660994
3.656268689,4.083903288,4.091058897,4.447620382
3.656268689,4.089220688,4.286495349,4.768625112
3.656268689,3.870750749,3.904087185,4.343311485
3.656268689,3.365184765,3.114762591,2.046613533
3.656268689,4.110541113,3.918923709,3.09384095
3.656268689,3.645431953,3.570136806,3.65083601
3.656268689,3.831172564,3.692916144,3.364425838
3.656268689,4.811930905,4.847060933,6.05511332
3.656268689,3.991419711,4.292488529,4.409990591
3.656268689,4.170074022,4.10686171,3.057361883
3.656268689,3.885282036,3.91184023,4.575460313
3.656268689,4.829782877,5.060319532,4.941114096
3.656268689,3.291953442,3.178116934,2.742898914
3.656268689,3.422719855,3.674225684,4.456230646
3.656268689,3.138250044,3.444534442,4.089527618
3.656268689,3.982543666,4.099443118,4.279928764
3.656268689,3.313255361,3.426765821,4.241284927
3.656268689,4.383704367,4.286306058,3.777627932
3.656268689,3.812874675,3.893198219,5.031799492
3.656268689,3.428627354,3.474931685,4.237641308
3.656268689,3.122223151,3.193840699,2.192406356
3.656268689,3.881191081,3.881058286,2.858835856
3.656268689,4.181858316,4.309027765,3.33443707
3.656268689,3.373454616,3.889438446,1.409249342
3.656268689,2.780915228,2.808187089,2.671014051
3.656268689,3.821664185,3.669558677,3.137394061
3.656268689,2.726943575,2.446071761,1.943207694
3.656268689,3.265239571,3.349802092,3.271906927
3.656268689,3.728565367,3.755838032,3.396085953
3.656268689,4.382817514,4.263387035,4.704613075
3.656268689,3.225466887,3.337099617,3.395847956
3.656268689,2.835395355,2.643968202,1.91618891
3.656268689,3.118946345,3.229966754,3.110444384
3.656268689,3.947354128,4.102285972,3.831101113
3.656268689,3.693130022,3.348672786,4.919257687
3.656268689,3.661397184,3.800601817,2.899976949
3.656268689,3.288758035,3.145545307,2.54202784
3.656268689,4.31640719,4.411433723,4.333595149
3.656268689,3.05894475,2.969112417,2.627184768
3.656268689,3.683603693,4.00013165,3.121692651
3.656268689,3.825013543,4.030981882,4.361880536
3.656268689,4.219332442,4.431318996,3.697377259
3.656268689,4.21215428,4.278656114,3.60882259
3.656268689,3.953986712,4.114420102,1.818094133
3.656268689,2.453131927,2.652335259,3.291805012
3.656268689,3.714618833,3.94209325,3.314196559
3.656268689,3.295555564,3.168960439,2.542645793
3.656268689,3.575749184,3.76774871,4.130226404
3.656268689,4.209824682,4.094202134,4.869237427
3.656268689,2.926031537,2.900706403,1.915335579
3.656268689,3.7551165,3.539235397,3.418738142
3.656268689,3.631027189,3.704779728,5.373359
3.656268689,2.797291967,2.909011858,2.12099646
3.656268689,2.710748843,3.050313466,2.967317762
3.656268689,3.98597187,4.171746101,4.950050471
3.656268689,3.688429184,3.48366307,3.584417306
3.656268689,2.814846802,3.047257038,4.081046134
3.656268689,4.2189114,4.232328057,4.398135099
3.656268689,4.770536367,4.800447804,5.854361164
3.656268689,3.980763638,3.848036463,5.252311155
3.656268689,3.692140204,3.654666636,2.530921826
3.656268689,5.427359856,5.330256773,4.936165254
3.656268689,3.713468391,3.508245439,3.512109438
3.656268689,3.295835123,3.493578158,4.56270147
3.656268689,4.223611559,4.564382726,4.783876283
3.656268689,2.995871388,3.128443787,1.428406906
3.656268689,2.906109676,2.839269996,2.667409917
3.656268689,4.203990725,4.276385139,5.161335763
3.656268689,3.239719515,3.261945879,3.610471336
3.656268689,3.111707535,3.115507005,2.96957229
3.656268689,4.656939985,4.888939177,5.008724233
3.656268689,3.701163075,3.556736651,4.605935718
3.656268689,4.207830245,4.168477725,2.747145651
3.656268689,5.167616637,5.009659189,3.954359864
3.656268689,3.001216856,2.673850057,1.939376498
3.656268689,3.544056106,3.264539312,3.4111283
3.656268689,3.701063963,3.590269294,4.248937576
3.656268689,3.205456667,3.196133778,3.784646503
3.656268689,3.095065514,3.119202763,1.337286632
3.656268689,4.022990085,4.032524141,4.440060993
3.656268689,4.434848639,4.360223149,4.107509271
3.656268689,3.17738702,3.159327135,2.979831423
3.656268689,3.782782175,3.712474369,3.532871278
3.656268689,3.876621116,3.580788839,5.270116845
3.656268689,3.937616967,4.025834774,3.8246377
3.656268689,3.598273328,3.668907044,5.858215023
3.656268689,3.527935477,3.405772134,4.078078088
3.656268689,2.943949846,3.050893492,3.593420521
3.656268689,3.778526644,3.467685067,3.051894148
3.656268689,2.525614946,2.844561398,4.064871421
3.656268689,3.739249089,3.282510535,4.013662442
3.656268689,3.096036024,3.119528016,4.016216121
3.656268689,5.135099899,5.047096075,4.6678592
3.656268689,3.327282921,3.413943244,3.727248116
3.656268689,4.53258619,4.697445888,5.553711459
3.656268689,3.527080753,3.542568231,2.555571372
3.656268689,3.780430866,4.08252609,4.326765007
3.656268689,3.512217503,3.815515535,2.257319822
3.656268689,3.395495422,3.409496985,3.630790498
3.656268689,3.591250793,3.592285403,2.889907427
3.656268689,2.614247671,2.793406481,1.516557125
3.656268689,3.263005792,3.5926771,2.22644762
3.656268689,4.083047517,4.095798551,4.088003063
3.656268689,4.518912597,4.437540626,6.224649329
3.656268689,4.436859544,4.497207382,3.294990334
3.656268689,2.942039602,2.802229621,3.386704669
3.656268689,4.466217861,4.428010781,2.098659205
3.656268689,4.11265634,4.056289948,3.623094801
3.656268689,5.079466191,4.79979593,3.751632561
3.656268689,3.772641838,3.671239713,3.325355435
3.656268689,3.903569142,4.027529939,4.728012586
3.656268689,3.397393712,3.700340092,4.309968169
3.656268689,4.135199254,4.145989951,4.688528941
3.656268689,2.968295781,2.7131026,1.984203499
3.656268689,3.177628524,3.684663124,2.272305949
3.656268689,3.482057895,3.367493088,2.928548862
3.656268689,4.281124158,4.342307003,4.776541189
3.656268689,4.647783116,4.642022645,4.809733049
3.656268689,3.18700904,3.046782709,3.063737174
3.656268689,3.973615143,4.266121342,5.287695397
3.656268689,3.856508905,3.663526057,1.624682757
3.656268689,3.705866232,3.681458689,4.675475069
3.656268689,2.246669786,2.324472607,0.990436552
3.656268689,3.059647557,3.39567941,3.849200957
3.656268689,3.688904937,3.282842689,2.947761149
3.656268689,3.462795941,3.692285645,3.132164721
3.656268689,4.059244988,4.100048661,4.109326352
3.656268689,4.483974776,4.514275677,4.295659945
3.656268689,3.974342327,3.935679828,4.354763638
3.656268689,3.297586598,3.709820193,4.650349692
3.656268689,3.077059238,3.214590914,2.577033877
3.656268689,3.037971759,3.009474721,3.901192314
3.656268689,4.127208857,4.208916987,5.064134447
3.656268689,4.230768129,4.245120101,4.646188737
3.656268689,3.731759326,3.762722631,4.759433085
3.656268689,3.08012502,2.8739777,2.232306458
3.656268689,2.395545604,2.490504994,3.91989993
3.656268689,5.436212593,4.755514958,4.761079826
3.656268689,3.560005198,3.838510139,3.415478023
3.656268689,4.095929939,3.839914952,5.127780381
3.656268689,2.997026601,3.329566135,2.825104937
3.656268689,3.715984894,3.615183033,4.602215018
3.656268689,3.686500477,3.992182149,3.530113838
3.656268689,2.395543757,2.471646559,2.809411613
3.656268689,3.527282336,3.83766278,4.6041027
3.656268689,3.983461491,3.972042845,3.556886351
3.656268689,2.936729135,2.881466296,2.433307862
3.656268689,4.099080828,4.126289735,5.190323739
3.656268689,3.600022789,3.520051055,3.717308169
3.656268689,3.404694594,3.477037025,3.85623715
3.656268689,2.503310522,2.615040536,2.771391148
3.656268689,3.398237751,3.448741418,4.841338306
3.656268689,4.419778947,4.358108191,4.060080194
3.656268689,3.201469203,3.091993288,1.991768554
3.656268689,3.571359956,3.599768663,3.454022776
3.656268689,3.835115297,4.003881381,2.957682744
3.656268689,3.165297506,2.96597618,1.866399109
3.656268689,3.271287071,3.390929942,4.624723112
3.656268689,3.709961778,3.650132965,4.593361594
3.656268689,4.014163561,4.176634837,4.573663743
3.656268689,2.935268401,3.195230585,3.250000261
3.656268689,2.909604703,3.040583677,2.403720059
3.656268689,3.743271265,3.601653155,3.62910164
3.656268689,3.273269994,3.052542716,3.605766058
3.656268689,4.866279447,4.544829592,3.44131268
3.656268689,3.993816264,3.689250986,3.012992833
3.656268689,3.212380146,3.032325658,3.063067553
3.656268689,3.733389659,3.764858477,2.228327229
3.656268689,3.370629117,3.386237739,3.729423892
3.656268689,3.193051732,3.043980777,3.585087419
3.656268689,3.688119991,3.549813905,4.323926591
3.656268689,3.208160151,3.475753116,3.558533387
3.656268689,3.701249284,3.622468226,3.456368604
3.656268689,4.565054229,4.473898296,4.390495188
3.656268689,3.391129753,3.584770882,4.405725732
3.656268689,3.557895458,3.561886124,3.240743073
3.656268689,4.259134562,4.012671563,4.094069572
3.656268689,3.736755484,3.813734773,1.255402705
3.656268689,4.217017939,3.915931243,3.565677337
3.656268689,3.162676357,3.285598469,2.855175328
3.656268689,4.181265874,3.86337998,4.306899813
3.656268689,2.529055859,2.931785855,1.931351184
3.656268689,4.019279112,4.201234425,5.251221924
3.656268689,3.912863,3.891166405,4.022701012
3.656268689,3.333369459,3.28687047,3.046983112
3.656268689,5.345826479,4.765832693,5.036242561
3.656268689,4.333361375,4.602313114,5.788926024
3.656268689,3.134584164,3.14989793,2.613711581
3.656268689,3.467166137,3.610944031,3.142080538
3.656268689,4.59493856,4.476095623,5.002321741
3.656268689,4.418171062,4.500648681,4.455255368
3.656268689,3.358002951,3.111206323,1.153436562
3.656268689,2.962443125,2.806331649,1.739676665
3.656268689,3.114922942,3.027081341,3.237720638
3.656268689,3.489626975,3.520678237,3.509155809
3.656268689,3.322716637,3.454145171,4.031091998
3.656268689,3.816541702,3.737634325,4.379293479
3.656268689,2.118964424,1.973269566,1.398047735
3.656268689,3.331998367,3.626198677,3.161603528
3.656268689,3.785158621,3.842680545,3.994322488
3.656268689,3.404657485,3.174119542,4.219733934
3.656268689,4.197025017,4.185689613,4.682322575
3.656268689,3.441209,3.553294955,1.75251277
3.656268689,3.790770825,3.814153508,4.389574163
3.656268689,3.600948442,3.859682269,3.770767933
3.656268689,3.450118432,3.231642073,3.650738094
3.656268689,4.893370963,4.534932676,5.000674338
3.656268689,3.927709774,3.874188479,4.107097232
3.656268689,4.047004318,3.930625407,3.493869625
3.656268689,2.804834749,2.723938572,2.685285514
3.656268689,2.343294327,2.763826039,2.497504139
3.656268689,3.551323539,3.560545764,4.826784943
3.656268689,3.888851637,3.947763353,4.032382731
3.656268689,4.38176823,4.455212166,4.051473371
3.656268689,2.953480244,2.866641384,2.867571935
3.656268689,2.798238258,2.890316994,0.304440096
3.656268689,2.831865535,2.712053944,2.901991927
3.656268689,4.758078238,4.318856875,4.360276925
3.656268689,4.95169942,4.607139886,4.16119461
3.656268689,2.872912127,2.919917579,3.425564854
3.656268689,2.716216242,2.672819314,3.534375713
3.656268689,3.099043332,2.835434533,3.624310474
3.656268689,3.656378968,3.778841903,5.7155466
3.656268689,2.041191932,1.762970827,2.437981722
3.656268689,5.188609728,5.286875864,5.298480593
3.656268689,3.100200206,3.073713074,4.607708059
3.656268689,4.447171065,4.308393245,4.347184103
3.656268689,3.570511521,3.645012126,3.681807897
3.656268689,3.767015746,3.534948791,3.737778164
3.656268689,3.838803765,3.86513032,3.210943389
3.656268689,3.683499025,3.593412426,4.133508706
3.656268689,3.645398442,3.614163483,3.85696259
3.656268689,3.562832569,3.766691469,4.257375559
3.656268689,4.511060044,4.576996103,4.4337623
3.656268689,2.832870368,2.902762167,3.363978645
3.656268689,3.858283091,3.883260672,4.22126261
3.656268689,2.742639168,2.500851958,4.427216362
3.656268689,3.973153001,3.996150344,3.689645559
3.656268689,3.771241168,3.793111644,4.817137209
3.656268689,3.336684034,3.358534298,3.676949055
3.656268689,4.381427268,4.116557555,3.906194598
3.656268689,4.167902535,4.145812772,4.916013976
3.656268689,3.587892952,3.891636692,4.261460067
3.656268689,3.455770765,3.376955048,4.759453352
3.656268689,3.34586556,3.323337421,2.87870535
3.656268689,3.44535498,3.6278962,4.091534821
3.656268689,3.447564349,3.217844805,3.684754054
3.656268689,5.189195069,5.044970944,4.419551121
3.656268689,4.266706158,4.552698359,5.164438636
3.656268689,3.979451686,3.848196645,3.099372578
3.656268689,2.783299449,2.641291502,3.466632539
3.656268689,3.544943357,3.607423059,3.679198988
3.656268689,3.405656561,3.45464924,4.200285723
3.656268689,4.420472372,4.354535479,3.49674362
3.656268689,4.539910378,4.456567285,5.202945217
3.656268689,4.441137088,4.467799806,6.223645744
3.656268689,4.77691519,4.744308306,5.488837609
3.656268689,3.984987993,4.095989545,4.142551499
3.656268689,4.635085649,4.461283037,4.445187637
3.656268689,3.797779071,3.845524291,4.313537979
3.656268689,3.590020185,3.698942757,3.616272999
3.656268689,3.553202668,3.720658709,3.986421865
3.656268689,3.776150403,3.755304866,4.43901551
3.656268689,3.308557275,3.338413217,3.247004321
3.656268689,3.760163729,3.946945412,2.811559973
3.656268689,4.941315491,4.842579514,4.435851612
3.656268689,4.144626854,4.227541118,3.289817428
3.656268689,4.169660243,4.184728274,3.72435538
3.656268689,3.666130357,3.811582116,3.600128958
3.656268689,2.843527415,3.115810408,1.804177784
3.656268689,4.16472783,3.863525885,4.288382991
3.656268689,3.192155562,3.119680538,0.56496859
3.656268689,4.185031181,4.212184774,4.79949573
3.656268689,2.865585363,3.067890754,2.182480994
3.656268689,3.077403433,3.074106943,3.460644737
3.656268689,3.41048519,3.533386027,2.856655786
3.656268689,2.306431424,2.376901457,3.031553665
3.656268689,2.960118279,3.208276914,3.965201434
3.656268689,4.220588778,4.067918549,4.475416704
3.656268689,3.46927815,3.580833298,2.346563753
3.656268689,4.464809692,4.239876056,5.36868321
3.656268689,4.217552165,3.979196355,4.436706253
3.656268689,2.920073627,3.192558573,4.732964478
3.656268689,3.291344978,3.297570466,3.240730502
3.656268689,4.10437803,4.117336387,3.917754908
3.656268689,4.934888845,4.902956219,3.039232935
3.656268689,3.728278643,3.948451678,3.183586405
3.656268689,2.634350389,2.515994304,3.61647775
3.656268689,2.784848287,2.741711386,1.904654182
3.656268689,3.845585612,3.878490682,5.253270739
3.656268689,3.056255585,3.190463657,3.405458416
3.656268689,4.006528584,4.018994807,2.766275822
3.656268689,3.001804023,2.896029434,3.302726261
3.656268689,4.286901583,4.312053052,4.882156452
3.656268689,4.983545895,4.649306244,4.315220631
3.656268689,3.040021691,3.160415284,2.588924406
3.656268689,4.628745762,4.564429949,3.741491221
3.656268689,3.868751714,4.126751519,4.862571651
